HOG	OG	Gene Tree Parent Clade	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
N3.HOG0001016	OG0000165	n0		bc2001_g12069.t1, bc2001_g1704.t1, bc2001_g9141.t1, bc2001_g15075.t1, bc2001_g6036.t1, bc2001_g257.t1, bc2001_g19562.t1, bc2001_g7651.t1, bc2001_g7486.t1, bc2001_g17945.t2, bc2001_g17945.t1, bc2001_g10087.t1, bc2001_g10661.t1, bc2001_g5908.t1, bc2001_g17824.t1, bc2001_g6886.t1, bc2001_g10110.t2, bc2001_g10456.t1, bc2001_g8216.t1, bc2001_g12597.t1, bc2001_g16044.t1, bc2001_g17523.t1, bc2001_g16921.t1, bc2001_g5326.t1, bc2001_g6730.t1, bc2001_g12097.t1			
N3.HOG0001017	OG0000166	n1		bc2001_g16937.t1	bc2002_g3333.t1		
N3.HOG0001018	OG0000166	n4			bc2002_g17662.t1, bc2002_g4682.t1		
N3.HOG0001019	OG0000166	n6			bc2002_g2133.t1, bc2002_g16351.t1, bc2002_g18953.t1, bc2002_g12117.t1, bc2002_g4121.t1, bc2002_g20088.t1		
N3.HOG0001020	OG0000166	n14			bc2002_g1003.t1, bc2002_g14417.t1, bc2002_g11328.t1, bc2002_g19934.t1, bc2002_g5658.t1		
N3.HOG0001021	OG0000166	n20		bc2001_g9409.t1	bc2002_g2337.t1		
N3.HOG0001022	OG0000166	n21		bc2001_g5021.t1	bc2002_g12.t1, bc2002_g4842.t1, bc2002_g6438.t1, bc2002_g19716.t1		
N3.HOG0001023	OG0000167	n0		bc2001_g13391.t1	bc2002_g19150.t2, bc2002_g19150.t1, bc2002_g5707.t1, bc2002_g17334.t1, bc2002_g7707.t1, bc2002_g12372.t1, bc2002_g651.t1, bc2002_g15867.t1, bc2002_g2226.t1, bc2002_g13588.t1, bc2002_g4330.t1, bc2002_g4103.t1, bc2002_g11364.t1, bc2002_g1898.t1, bc2002_g662.t1, bc2002_g17030.t1, bc2002_g5776.t1, bc2002_g4905.t1, bc2002_g4592.t1, bc2002_g8270.t1, bc2002_g4521.t1, bc2002_g1492.t1, bc2002_g6796.t1, bc2002_g13513.t1, bc2002_g6939.t1		
N3.HOG0001024	OG0000168	n0			bc2002_g14047.t1, bc2002_g6356.t1, bc2002_g15437.t1, bc2002_g15128.t1, bc2002_g14674.t1, bc2002_g5640.t1, bc2002_g4106.t1, bc2002_g14337.t1, bc2002_g17116.t1, bc2002_g8240.t1, bc2002_g13919.t1, bc2002_g19016.t1, bc2002_g19271.t1, bc2002_g13632.t1, bc2002_g7678.t1, bc2002_g18450.t1, bc2002_g17142.t1, bc2002_g8151.t1, bc2002_g2812.t1, bc2002_g14099.t1, bc2002_g15191.t1, bc2002_g11483.t1, bc2002_g4496.t1, bc2002_g4929.t1, bc2002_g10113.t1, bc2002_g15881.t1		
N3.HOG0001025	OG0000171	n1		bc2001_g3964.t2	bc2002_g14774.t1		
N3.HOG0001026	OG0000171	n9		bc2001_g9380.t2, bc2001_g9380.t1	bc2002_g2363.t1		
N3.HOG0001027	OG0000171	n15		bc2001_g16880.t1	bc2002_g3269.t1		
N3.HOG0001028	OG0000171	n20			bc2002_g2.t1		
N3.HOG0001029	OG0000172	n1		bc2001_g2775.t1	bc2002_g4457.t1		
N3.HOG0001030	OG0000172	n2		bc2001_g164.t1	bc2002_g3355.t1, bc2002_g10507.t1, bc2002_g8727.t1, bc2002_g2212.t1, bc2002_g16080.t1, bc2002_g4939.t1, bc2002_g2727.t1, bc2002_g3020.t1, bc2002_g19371.t1, bc2002_g5964.t1, bc2002_g1357.t1, bc2002_g12984.t1, bc2002_g15223.t1, bc2002_g5994.t1, bc2002_g16512.t1, bc2002_g2496.t1, bc2002_g8890.t1, bc2002_g8481.t1, bc2002_g4127.t1, bc2002_g11996.t1, bc2002_g17074.t1, bc2002_g14447.t1		
N3.HOG0001031	OG0000173	n1		bc2001_g17088.t1	bc2002_g7711.t1		
N3.HOG0001032	OG0000173	n12		bc2001_g1032.t1	bc2002_g2083.t1, bc2002_g17034.t1, bc2002_g1212.t1, bc2002_g4299.t1		
N3.HOG0001033	OG0000173	n16		bc2001_g16078.t1, bc2001_g15852.t1, bc2001_g5945.t1	bc2002_g933.t1		
N3.HOG0001034	OG0000173	n19		bc2001_g17864.t1, bc2001_g337.t1, bc2001_g18603.t1, bc2001_g8814.t1, bc2001_g19280.t1, bc2001_g13968.t1			
N3.HOG0001035	OG0000174	n0		bc2001_g7666.t1, bc2001_g12643.t1, bc2001_g15774.t1, bc2001_g15756.t1, bc2001_g7233.t1, bc2001_g4665.t1, bc2001_g601.t1, bc2001_g13961.t1, bc2001_g4240.t1, bc2001_g14650.t1, bc2001_g18585.t1, bc2001_g5156.t1, bc2001_g19295.t1, bc2001_g13045.t1, bc2001_g11723.t1, bc2001_g884.t1, bc2001_g14291.t1, bc2001_g15080.t1, bc2001_g6123.t1, bc2001_g10252.t1, bc2001_g16312.t1, bc2001_g12876.t1, bc2001_g17039.t1, bc2001_g18842.t1	bc2002_g14120.t1		
N3.HOG0001036	OG0000175	n0		bc2001_g1149.t1, bc2001_g12447.t1, bc2001_g4193.t1, bc2001_g9451.t1, bc2001_g15938.t1, bc2001_g17539.t1, bc2001_g1635.t1, bc2001_g5651.t1, bc2001_g8701.t1, bc2001_g1720.t1, bc2001_g2632.t1, bc2001_g3758.t1, bc2001_g6176.t1, bc2001_g1694.t1, bc2001_g4801.t1, bc2001_g3775.t1, bc2001_g1315.t1, bc2001_g8296.t1, bc2001_g9754.t1, bc2001_g13878.t1, bc2001_g1212.t1, bc2001_g11169.t1, bc2001_g16640.t1, bc2001_g10613.t1	bc2002_g1579.t1		
N3.HOG0001037	OG0000176	n2		bc2001_g18560.t1, bc2001_g18560.t2, bc2001_g18560.t3			
N3.HOG0001038	OG0000176	n6		bc2001_g3395.t1	bc2002_g12719.t1		
N3.HOG0001039	OG0000176	n8		bc2001_g3459.t1, bc2001_g3459.t2, bc2001_g3459.t3	bc2002_g1863.t2, bc2002_g1863.t1		
N3.HOG0001040	OG0000176	n14		bc2001_g1817.t3, bc2001_g1817.t2, bc2001_g1817.t1	bc2002_g4001.t2		
N3.HOG0001041	OG0000176	n17		bc2001_g18026.t3, bc2001_g18026.t2, bc2001_g5736.t1, bc2001_g5736.t2, bc2001_g18026.t1	bc2002_g4001.t1		
N3.HOG0001042	OG0000176	n22		bc2001_g2692.t1, bc2001_g2692.t2	bc2002_g18839.t1		
N3.HOG0001043	OG0000177	n1		bc2001_g14414.t1	bc2002_g16292.t1, bc2002_g13682.t1, bc2002_g13839.t1, bc2002_g19372.t1, bc2002_g17968.t1		
N3.HOG0001044	OG0000177	n8		bc2001_g4750.t1	bc2002_g5479.t1		
N3.HOG0001045	OG0000177	n9		bc2001_g2592.t1	bc2002_g14881.t1		
N3.HOG0001046	OG0000177	n10		bc2001_g15317.t1	bc2002_g6604.t1, bc2002_g7485.t1, bc2002_g7456.t1, bc2002_g5854.t1, bc2002_g13126.t1, bc2002_g12039.t1, bc2002_g10078.t1, bc2002_g10808.t1, bc2002_g15105.t1, bc2002_g19526.t1, bc2002_g13642.t1, bc2002_g2770.t1, bc2002_g4128.t1, bc2002_g14800.t1		
N3.HOG0001047	OG0000178	n0		bc2001_g3120.t1	bc2002_g5910.t1, bc2002_g692.t1, bc2002_g17752.t1, bc2002_g12992.t1, bc2002_g3790.t1, bc2002_g17009.t1, bc2002_g317.t1, bc2002_g19910.t1, bc2002_g9235.t1, bc2002_g15206.t1, bc2002_g3625.t1, bc2002_g13562.t1, bc2002_g18575.t1, bc2002_g6274.t1, bc2002_g10499.t1, bc2002_g1068.t1, bc2002_g16243.t1, bc2002_g2500.t1, bc2002_g20123.t1, bc2002_g11710.t1, bc2002_g12987.t1, bc2002_g6149.t1, bc2002_g3067.t1, bc2002_g4979.t1		
N3.HOG0001048	OG0000181	n8		bc2001_g5099.t1	bc2002_g19796.t1		
N3.HOG0001049	OG0000181	n12		bc2001_g6172.t1	bc2002_g12914.t1		
N3.HOG0001050	OG0000181	n13		bc2001_g1578.t2	bc2002_g15285.t1		
N3.HOG0001051	OG0000181	n16		bc2001_g19327.t1	bc2002_g1266.t1		
N3.HOG0001052	OG0000181	n21		bc2001_g16682.t1	bc2002_g17523.t1		
N3.HOG0001053	OG0000181	n22		bc2001_g13129.t1	bc2002_g16393.t1		
N3.HOG0001054	OG0000182	n8		bc2001_g10190.t1	bc2002_g16840.t1		
N3.HOG0001055	OG0000182	n9		bc2001_g10201.t1	bc2002_g16830.t1		
N3.HOG0001056	OG0000182	n10		bc2001_g19716.t1	bc2002_g16703.t1		
N3.HOG0001057	OG0000182	n18		bc2001_g2930.t1	bc2002_g11581.t1		
N3.HOG0001058	OG0000183	n4		bc2001_g11047.t1	bc2002_g5226.t1		
N3.HOG0001059	OG0000183	n8		bc2001_g7803.t1	bc2002_g19317.t1		
N3.HOG0001060	OG0000183	n15		bc2001_g11046.t1	bc2002_g5227.t1		
N3.HOG0001061	OG0000183	n16		bc2001_g4330.t1	bc2002_g16639.t1		
N3.HOG0001062	OG0000183	n17		bc2001_g101.t1	bc2002_g8788.t1		
N3.HOG0001063	OG0000183	n18		bc2001_g7878.t1	bc2002_g16626.t1, bc2002_g19240.t1		
N3.HOG0001064	OG0000183	n20		bc2001_g4315.t1	bc2002_g8787.t1, bc2002_g10485.t1, bc2002_g16624.t1		
N3.HOG0001065	OG0000184	n1		bc2001_g1494.t1	bc2002_g18577.t1		
N3.HOG0001066	OG0000184	n8		bc2001_g10243.t1	bc2002_g5186.t1, bc2002_g8909.t1, bc2002_g16936.t1		
N3.HOG0001067	OG0000184	n11		bc2001_g735.t1	bc2002_g16789.t1, bc2002_g5888.t1		
N3.HOG0001068	OG0000184	n13		bc2001_g5524.t1	bc2002_g20121.t1		
N3.HOG0001069	OG0000184	n20		bc2001_g15759.t1	bc2002_g14181.t1, bc2002_g4346.t1		
N3.HOG0001070	OG0000184	n22		bc2001_g6236.t1	bc2002_g12996.t1		
N3.HOG0001071	OG0000185	n0		bc2001_g1845.t1	bc2002_g7283.t1, bc2002_g16971.t1, bc2002_g16935.t1, bc2002_g2511.t1, bc2002_g14240.t1, bc2002_g18737.t1, bc2002_g12275.t1, bc2002_g18248.t1, bc2002_g7922.t1, bc2002_g7930.t1, bc2002_g17018.t1, bc2002_g9908.t1, bc2002_g13528.t1, bc2002_g15061.t1, bc2002_g15106.t1, bc2002_g8224.t1, bc2002_g10653.t1, bc2002_g4976.t1, bc2002_g13022.t1, bc2002_g10809.t1, bc2002_g2154.t1, bc2002_g18772.t1, bc2002_g19851.t1		
N3.HOG0001072	OG0000186	n5		bc2001_g13338.t1	bc2002_g15401.t1		
N3.HOG0001073	OG0000186	n6		bc2001_g12017.t1	bc2002_g1476.t1, bc2002_g1824.t1		
N3.HOG0001074	OG0000186	n11		bc2001_g10823.t1	bc2002_g5450.t1		
N3.HOG0001075	OG0000186	n12		bc2001_g13718.t1	bc2002_g14456.t1		
N3.HOG0001076	OG0000186	n13		bc2001_g19433.t1	bc2002_g1875.t1		
N3.HOG0001077	OG0000186	n15		bc2001_g4214.t1	bc2002_g2717.t1		
N3.HOG0001078	OG0000186	n17		bc2001_g14042.t1, bc2001_g14041.t1	bc2002_g10953.t1		
N3.HOG0001079	OG0000186	n19		bc2001_g3652.t1	bc2002_g8119.t1		
N3.HOG0001080	OG0000186	n20		bc2001_g11141.t1, bc2001_g18473.t1, bc2001_g18401.t1	bc2002_g16171.t1		
N3.HOG0001081	OG0000187	n1		bc2001_g8350.t1	bc2002_g116.t1		
N3.HOG0001082	OG0000187	n3			bc2002_g8106.t1, bc2002_g7347.t1		
N3.HOG0001083	OG0000187	n5		bc2001_g5330.t1	bc2002_g9052.t1, bc2002_g5440.t1, bc2002_g5637.t1, bc2002_g1924.t1, bc2002_g2582.t1, bc2002_g12661.t1, bc2002_g18240.t1, bc2002_g6864.t1		
N3.HOG0001084	OG0000187	n13		bc2001_g12325.t1	bc2002_g1554.t1, bc2002_g19623.t1, bc2002_g17168.t1, bc2002_g18841.t1, bc2002_g10778.t1, bc2002_g14180.t1, bc2002_g12820.t1, bc2002_g5030.t1, bc2002_g1071.t1, bc2002_g12038.t1		
N3.HOG0001085	OG0000188	n0		bc2001_g6485.t1	bc2002_g11134.t1		
N3.HOG0001086	OG0000191	n6		bc2001_g14262.t1	bc2002_g5697.t1		
N3.HOG0001087	OG0000191	n7		bc2001_g16253.t1	bc2002_g8523.t1		
N3.HOG0001088	OG0000192	n4		bc2001_g16930.t1	bc2002_g3326.t1		
N3.HOG0001089	OG0000192	n5		bc2001_g4862.t1	bc2002_g10813.t1		
N3.HOG0001090	OG0000192	n6		bc2001_g17811.t1	bc2002_g430.t1		
N3.HOG0001091	OG0000192	n8		bc2001_g5239.t1	bc2002_g3391.t1		
N3.HOG0001092	OG0000192	n9		bc2001_g5239.t2	bc2002_g3391.t2		
N3.HOG0001093	OG0000193	n18		bc2001_g17062.t1	bc2002_g7977.t1		
N3.HOG0001094	OG0000194	n2			bc2002_g2764.t1		
N3.HOG0001095	OG0000194	n7		bc2001_g18015.t2, bc2001_g18015.t3, bc2001_g18015.t1	bc2002_g19899.t1		
N3.HOG0001096	OG0000194	n11		bc2001_g2791.t1	bc2002_g4472.t1		
N3.HOG0001097	OG0000194	n15		bc2001_g14776.t1	bc2002_g9605.t1		
N3.HOG0001098	OG0000194	n16		bc2001_g6738.t1	bc2002_g5155.t1		
N3.HOG0001099	OG0000194	n17		bc2001_g8060.t1, bc2001_g14509.t1	bc2002_g11603.t1		
N3.HOG0001100	OG0000194	n19		bc2001_g16934.t3, bc2001_g16934.t2, bc2001_g16934.t1	bc2002_g3330.t1		
N3.HOG0001101	OG0000195	n12		bc2001_g11678.t1	bc2002_g12399.t1		
N3.HOG0001102	OG0000195	n13		bc2001_g7493.t1	bc2002_g13932.t1		
N3.HOG0001103	OG0000196	n0		bc2001_g14502.t1, bc2001_g1090.t1, bc2001_g12555.t1, bc2001_g9143.t1, bc2001_g6034.t1, bc2001_g2016.t1, bc2001_g7934.t1, bc2001_g1680.t1, bc2001_g2234.t1, bc2001_g18676.t1, bc2001_g7653.t1, bc2001_g19002.t1, bc2001_g15730.t1, bc2001_g8592.t1, bc2001_g7984.t1, bc2001_g8281.t1, bc2001_g759.t1, bc2001_g8569.t1, bc2001_g10671.t1, bc2001_g1180.t1, bc2001_g19311.t1, bc2001_g491.t1, bc2001_g255.t1			
N3.HOG0001104	OG0000197	n0		bc2001_g9181.t1, bc2001_g14463.t1, bc2001_g5522.t1, bc2001_g16388.t1, bc2001_g14576.t1, bc2001_g13562.t1, bc2001_g14520.t1, bc2001_g2026.t1, bc2001_g10031.t1, bc2001_g6232.t1, bc2001_g4782.t1, bc2001_g7249.t1, bc2001_g3617.t1, bc2001_g6227.t1, bc2001_g365.t1, bc2001_g3143.t1, bc2001_g4417.t1, bc2001_g4666.t1, bc2001_g7296.t1, bc2001_g5900.t1, bc2001_g13962.t1, bc2001_g18611.t1, bc2001_g1496.t1			
N3.HOG0001105	OG0000198	n1		bc2001_g7977.t1	bc2002_g15562.t1		
N3.HOG0001106	OG0000198	n7		bc2001_g5383.t1	bc2002_g6917.t1		
N3.HOG0001107	OG0000198	n8		bc2001_g495.t1	bc2002_g1612.t1		
N3.HOG0001108	OG0000198	n9		bc2001_g7616.t1	bc2002_g14064.t1		
N3.HOG0001109	OG0000198	n15		bc2001_g7795.t1, bc2001_g17941.t1	bc2002_g6205.t1		
N3.HOG0001110	OG0000198	n17		bc2001_g19133.t1, bc2001_g11191.t1, bc2001_g6280.t1, bc2001_g968.t1	bc2002_g11153.t1		
N3.HOG0001111	OG0000198	n21		bc2001_g18008.t1	bc2002_g3694.t1		
N3.HOG0001112	OG0000199	n0			bc2002_g7952.t1, bc2002_g4536.t1, bc2002_g8579.t1, bc2002_g1651.t1, bc2002_g3626.t1, bc2002_g6273.t1, bc2002_g4962.t1, bc2002_g13285.t1, bc2002_g2766.t1, bc2002_g1583.t1, bc2002_g2689.t1, bc2002_g2910.t1, bc2002_g7599.t1, bc2002_g5724.t1, bc2002_g12865.t1, bc2002_g19013.t1, bc2002_g11237.t1, bc2002_g5526.t1, bc2002_g9738.t1, bc2002_g16781.t1, bc2002_g12357.t1, bc2002_g3479.t1, bc2002_g1228.t1		
N3.HOG0001113	OG0000205	n16		bc2001_g7678.t2	bc2002_g14132.t2		
N3.HOG0001114	OG0000205	n17		bc2001_g7678.t1	bc2002_g14132.t1		
N3.HOG0001115	OG0000205	n18		bc2001_g14998.t1	bc2002_g19100.t1		
N3.HOG0001116	OG0000206	n0		bc2001_g13743.t1	bc2002_g14478.t1		
N3.HOG0001117	OG0000207	n1		bc2001_g9764.t1	bc2002_g10086.t1, bc2002_g5966.t1		
N3.HOG0001118	OG0000207	n5		bc2001_g9179.t1	bc2002_g2498.t1		
N3.HOG0001119	OG0000207	n9		bc2001_g2359.t1, bc2001_g2773.t1	bc2002_g4455.t1		
N3.HOG0001120	OG0000207	n11		bc2001_g8082.t1	bc2002_g10007.t1		
N3.HOG0001121	OG0000207	n12		bc2001_g3735.t1, bc2001_g6708.t1, bc2001_g10023.t2, bc2001_g12927.t1, bc2001_g14203.t1, bc2001_g18321.t1, bc2001_g166.t1, bc2001_g4407.t1, bc2001_g6563.t1	bc2002_g8725.t1		
N3.HOG0001122	OG0000208	n1		bc2001_g8378.t1	bc2002_g6977.t1		
N3.HOG0001123	OG0000208	n2		bc2001_g19189.t1, bc2001_g3141.t1, bc2001_g817.t1, bc2001_g8307.t1, bc2001_g8310.t1, bc2001_g6791.t1, bc2001_g246.t1, bc2001_g19354.t1, bc2001_g6456.t1, bc2001_g2670.t1, bc2001_g4071.t1, bc2001_g10645.t1, bc2001_g6198.t1, bc2001_g9928.t1, bc2001_g12612.t1, bc2001_g7513.t1, bc2001_g10371.t1, bc2001_g4119.t1, bc2001_g17613.t1	bc2002_g16444.t1		
N3.HOG0001124	OG0000209	n1		bc2001_g5888.t1	bc2002_g1055.t1		
N3.HOG0001125	OG0000209	n15		bc2001_g1042.t1	bc2002_g4288.t1		
N3.HOG0001126	OG0000209	n16		bc2001_g13093.t1	bc2002_g2759.t1, bc2002_g16361.t1		
N3.HOG0001127	OG0000209	n18			bc2002_g13381.t1, bc2002_g5691.t1		
N3.HOG0001128	OG0000209	n19			bc2002_g14229.t1, bc2002_g11974.t1		
N3.HOG0001129	OG0000209	n20		bc2001_g5889.t1	bc2002_g10979.t1		
N3.HOG0001130	OG0000210	n1		bc2001_g16024.t1	bc2002_g3703.t1		
N3.HOG0001131	OG0000210	n4			bc2002_g15680.t1, bc2002_g2265.t1, bc2002_g9560.t1, bc2002_g7028.t1, bc2002_g8879.t1		
N3.HOG0001132	OG0000210	n11		bc2001_g19050.t1, bc2001_g13024.t1	bc2002_g6749.t1		
N3.HOG0001133	OG0000210	n13		bc2001_g19023.t1	bc2002_g7628.t1		
N3.HOG0001134	OG0000210	n14		bc2001_g19128.t2	bc2002_g9843.t1, bc2002_g6670.t1		
N3.HOG0001135	OG0000210	n16		bc2001_g7780.t1, bc2001_g17273.t1	bc2002_g19555.t1		
N3.HOG0001136	OG0000210	n18		bc2001_g6557.t1, bc2001_g10375.t1	bc2002_g7748.t1, bc2002_g10310.t2		
N3.HOG0001137	OG0000211	n6		bc2001_g19318.t1, bc2001_g19318.t2, bc2001_g19318.t3	bc2002_g1257.t1		
N3.HOG0001138	OG0000211	n9		bc2001_g19267.t1, bc2001_g19267.t2, bc2001_g19291.t2, bc2001_g19291.t1	bc2002_g1224.t1, bc2002_g1197.t1		
N3.HOG0001139	OG0000211	n15		bc2001_g16292.t1	bc2002_g8559.t1		
N3.HOG0001140	OG0000211	n18		bc2001_g16948.t3	bc2002_g3346.t1		
N3.HOG0001141	OG0000211	n19		bc2001_g16948.t1, bc2001_g16948.t2	bc2002_g3346.t2		
N3.HOG0001142	OG0000212	n0		bc2001_g16407.t1	bc2002_g3047.t1, bc2002_g1537.t1, bc2002_g15156.t1, bc2002_g17912.t1, bc2002_g10353.t1, bc2002_g352.t1, bc2002_g14287.t1, bc2002_g16251.t1, bc2002_g15812.t1, bc2002_g8109.t1, bc2002_g16562.t1, bc2002_g9218.t1, bc2002_g18500.t1, bc2002_g13690.t1, bc2002_g687.t1, bc2002_g19607.t1, bc2002_g1431.t1, bc2002_g9733.t1, bc2002_g19083.t1, bc2002_g1281.t1, bc2002_g15091.t1		
N3.HOG0001143	OG0000223	n7		bc2001_g18654.t1	bc2002_g13605.t1		
N3.HOG0001144	OG0000223	n16		bc2001_g19537.t1	bc2002_g1985.t1		
N3.HOG0001145	OG0000223	n17		bc2001_g19526.t1	bc2002_g1974.t1		
N3.HOG0001146	OG0000224	n6		bc2001_g3069.t1, bc2001_g322.t1, bc2001_g17511.t1	bc2002_g11757.t1		
N3.HOG0001147	OG0000226	n1		bc2001_g14369.t1, bc2001_g14369.t2, bc2001_g14369.t3	bc2002_g6536.t1		
N3.HOG0001148	OG0000226	n12		bc2001_g897.t1	bc2002_g11225.t1		
N3.HOG0001149	OG0000226	n14		bc2001_g16917.t1			
N3.HOG0001150	OG0000226	n17		bc2001_g17127.t1			
N3.HOG0001151	OG0000227	n1		bc2001_g14422.t1	bc2002_g16284.t1		
N3.HOG0001152	OG0000227	n13		bc2001_g13233.t1	bc2002_g4410.t1, bc2002_g13363.t1		
N3.HOG0001153	OG0000227	n18			bc2002_g4605.t1		
N3.HOG0001154	OG0000228	n2		bc2001_g8387.t1, bc2001_g4221.t1			
N3.HOG0001155	OG0000228	n5		bc2001_g18549.t1	bc2002_g19840.t1		
N3.HOG0001156	OG0000228	n6		bc2001_g2955.t1, bc2001_g14534.t1	bc2002_g6784.t1		
N3.HOG0001157	OG0000228	n10		bc2001_g12293.t1	bc2002_g12071.t1		
N3.HOG0001158	OG0000228	n11		bc2001_g6406.t1	bc2002_g10556.t1		
N3.HOG0001159	OG0000228	n13		bc2001_g2793.t1, bc2001_g8059.t1	bc2002_g10035.t1		
N3.HOG0001160	OG0000228	n15		bc2001_g6735.t1, bc2001_g8386.t1, bc2001_g18191.t2, bc2001_g18191.t1	bc2002_g15884.t1, bc2002_g9360.t1		
N3.HOG0001161	OG0000229	n4		bc2001_g12817.t3, bc2001_g12817.t1, bc2001_g12817.t2	bc2002_g2971.t1, bc2002_g2971.t2		
N3.HOG0001162	OG0000229	n10		bc2001_g7436.t1	bc2002_g13875.t1		
N3.HOG0001163	OG0000229	n15		bc2001_g7973.t2	bc2002_g15558.t2		
N3.HOG0001164	OG0000229	n16		bc2001_g7973.t1	bc2002_g15558.t1		
N3.HOG0001165	OG0000229	n17		bc2001_g2045.t1	bc2002_g8261.t1		
N3.HOG0001166	OG0000230	n5		bc2001_g1580.t1, bc2001_g1580.t2, bc2001_g1580.t3	bc2002_g15287.t1		
N3.HOG0001167	OG0000230	n8		bc2001_g16805.t1, bc2001_g16805.t2	bc2002_g17400.t1		
N3.HOG0001168	OG0000230	n14		bc2001_g13447.t1	bc2002_g9120.t1		
N3.HOG0001169	OG0000230	n15		bc2001_g1323.t1, bc2001_g18201.t1	bc2002_g15898.t1		
N3.HOG0001170	OG0000230	n17		bc2001_g1808.t2	bc2002_g3992.t1		
N3.HOG0001171	OG0000231	n0		bc2001_g5115.t1	bc2002_g19811.t1		
N3.HOG0001172	OG0000232	n9		bc2001_g14139.t1, bc2001_g14139.t2	bc2002_g11048.t1		
N3.HOG0001173	OG0000232	n11		bc2001_g14139.t3	bc2002_g11048.t2, bc2002_g11048.t3		
N3.HOG0001174	OG0000232	n13		bc2001_g16971.t2, bc2001_g16971.t1	bc2002_g7885.t1		
N3.HOG0001175	OG0000232	n15		bc2001_g16913.t1	bc2002_g3303.t1		
N3.HOG0001176	OG0000233	n1		bc2001_g3621.t1	bc2002_g6145.t1		
N3.HOG0001177	OG0000233	n4		bc2001_g16384.t1	bc2002_g3071.t1		
N3.HOG0001178	OG0000233	n7		bc2001_g3.t1	bc2002_g8891.t1		
N3.HOG0001179	OG0000233	n8		bc2001_g369.t1	bc2002_g11705.t2, bc2002_g11705.t1		
N3.HOG0001180	OG0000233	n13		bc2001_g816.t1	bc2002_g11307.t1		
N3.HOG0001181	OG0000233	n14		bc2001_g14459.t1	bc2002_g18579.t1, bc2002_g16247.t1		
N3.HOG0001182	OG0000233	n16		bc2001_g7273.t1	bc2002_g9314.t1, bc2002_g12982.t1, bc2002_g10651.t1, bc2002_g5003.t1		
N3.HOG0001183	OG0000234	n0		bc2001_g13541.t1, bc2001_g16939.t1, bc2001_g10829.t1, bc2001_g10602.t1, bc2001_g3452.t1, bc2001_g15892.t1, bc2001_g5848.t1, bc2001_g13400.t1, bc2001_g16540.t1, bc2001_g1375.t1, bc2001_g3345.t1, bc2001_g2574.t1, bc2001_g12024.t1, bc2001_g12573.t1, bc2001_g6494.t1, bc2001_g12251.t1, bc2001_g7409.t1, bc2001_g6143.t1, bc2001_g2056.t1, bc2001_g2113.t1	bc2002_g9213.t1		
N3.HOG0001184	OG0000235	n1		bc2001_g6832.t1	bc2002_g1751.t1		
N3.HOG0001185	OG0000235	n3		bc2001_g10112.t1, bc2001_g15201.t1, bc2001_g1706.t1, bc2001_g8656.t1, bc2001_g18700.t1, bc2001_g4405.t1, bc2001_g3321.t1, bc2001_g10902.t1, bc2001_g8953.t1, bc2001_g5031.t1, bc2001_g1675.t1, bc2001_g18160.t1, bc2001_g16011.t1, bc2001_g14507.t1, bc2001_g3260.t1, bc2001_g3378.t1	bc2002_g12740.t1		
N3.HOG0001186	OG0000235	n19		bc2001_g6888.t1	bc2002_g1743.t1		
N3.HOG0001187	OG0000236	n1		bc2001_g17304.t1	bc2002_g19524.t1		
N3.HOG0001188	OG0000236	n4		bc2001_g19477.t1	bc2002_g1923.t1		
N3.HOG0001189	OG0000236	n7		bc2001_g11153.t1	bc2002_g8107.t1		
N3.HOG0001190	OG0000236	n8		bc2001_g4930.t1	bc2002_g19624.t1		
N3.HOG0001191	OG0000236	n9		bc2001_g16520.t1	bc2002_g17681.t1		
N3.HOG0001192	OG0000236	n11		bc2001_g19171.t1	bc2002_g6622.t1		
N3.HOG0001193	OG0000236	n12		bc2001_g19009.t1	bc2002_g13292.t1, bc2002_g11319.t1, bc2002_g18388.t1, bc2002_g295.t1, bc2002_g8942.t1, bc2002_g1488.t1, bc2002_g4073.t1, bc2002_g5638.t1		
N3.HOG0001194	OG0000237	n1		bc2001_g16195.t1	bc2002_g8465.t1		
N3.HOG0001195	OG0000237	n3			bc2002_g13840.t1, bc2002_g5978.t1, bc2002_g19994.t1, bc2002_g11176.t1, bc2002_g14625.t1		
N3.HOG0001196	OG0000237	n8			bc2002_g16676.t1, bc2002_g916.t1, bc2002_g3102.t1		
N3.HOG0001197	OG0000237	n11		bc2001_g14785.t1	bc2002_g10182.t1, bc2002_g9598.t1, bc2002_g6623.t1		
N3.HOG0001198	OG0000237	n14		bc2001_g18589.t1	bc2002_g11040.t1, bc2002_g826.t1, bc2002_g1233.t1, bc2002_g7688.t1, bc2002_g4170.t1, bc2002_g5522.t1		
N3.HOG0001199	OG0000238	n0			bc2002_g12126.t1, bc2002_g12990.t1, bc2002_g11240.t1, bc2002_g14353.t1, bc2002_g5912.t1, bc2002_g174.t1, bc2002_g18555.t1, bc2002_g5523.t1, bc2002_g18275.t1, bc2002_g12008.t1, bc2002_g6230.t1, bc2002_g2728.t1, bc2002_g3111.t1, bc2002_g18716.t1, bc2002_g14953.t1, bc2002_g10586.t1, bc2002_g19040.t1, bc2002_g5627.t1, bc2002_g4090.t1, bc2002_g19587.t1, bc2002_g4938.t1		
