Geneid,Chr,Start,End,Strand,Length,mapped_to_Icas2
g6085,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,107485;107485;107678;107678;107932;107932;108138;108138;108348;108348;108728,107599;107599;107746;107746;108034;108034;108261;108261;108560;108623;108838,-;-;-;-;-;-;-;-;-;-;-,798,1173
g6086,contig_19,109260,109895,-,636,15074
g6087,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,110119;110558;110732;110937;111189;111396;111668;111855;112092;112296;112508;112733;112957;113141;113383;113746;113974;114230;114356,110197;110616;110813;111079;111290;111515;111769;111997;112178;112410;112638;112837;113026;113248;113634;113873;114121;114246;114368,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2004,31778
g6088,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,114401;114515;115357;115531;115793;115998;116452;117525;117949;118239;118506;118749;119066,114429;115256;115440;115675;115919;116354;116602;117677;118101;118397;118596;118822;119107,-;-;-;-;-;-;-;-;-;-;-;-;-,2307,64973
g6089,contig_19;contig_19;contig_19;contig_19,119260;119456;119710;119932,119371;119623;119847;120212,+;+;+;+,699,1554
g6090,contig_19;contig_19;contig_19,120267;120417;120555,120323;120481;120711,-;-;-,279,5563
g6091,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,120922;121441;121687;121924;122185;122618;122988;123257;123492;123771;124861;125666;125913,121042;121600;121821;122047;122517;122884;123164;123393;123690;124768;125571;125804;128411,+;+;+;+;+;+;+;+;+;+;+;+;+,6000,37780
g6092,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,128679;128840;128938;129174;129527;129933,128751;128855;129046;129361;129811;130044,-;-;-;-;-;-,783,1027
g6093,contig_19;contig_19;contig_19,130223;130551;130785,130445;130702;131336,+;+;+,927,5698
g6094,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,131511;131697;131765;131969;132249;132418;132548,131569;131708;131867;132169;132295;132484;132667,+;+;+;+;+;+;+,609,0
g6095,contig_19;contig_19;contig_19;contig_19;contig_19,132787;132958;133191;133468;134341,132796;133108;133343;134276;134393,+;+;+;+;+,1176,4080
g6096,contig_19;contig_19,134486;136065,136000;136178,+;+,1629,12911
g6097,contig_19;contig_19;contig_19;contig_19,136235;136596;136973;137411,136488;136877;137305;137585,+;+;+;+,1044,4208
g6098,contig_19;contig_19;contig_19;contig_19;contig_19,137772;138226;139037;140101;140863,138127;138948;139991;140781;140898,-;-;-;-;-,2751,6829
g6099,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,141193;141193;141950;141950;142189;142189;142609;142609;142722;142722;142820;142915;143026;143026;143430;143650;144325;144325,141812;141812;142075;142075;142195;142195;142637;142637;142754;142754;142934;142934;143084;143084;144162;144162;144996;144996,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2394,24241
g6100,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,145198;145400;146130;146312;146456;146603,145296;146037;146196;146369;146532;146686,-;-;-;-;-;-,1023,9528
g6101,contig_19;contig_19;contig_19;contig_19;contig_19,146874;147291;147478;147648;147864,147177;147411;147548;147719;148027,+;+;+;+;+,732,26392
g6102,contig_19,148122,149021,-,900,10244
g6103,contig_19;contig_19;contig_19;contig_19,149306;150063;150144;150262,150004;150070;150169;150272,+;+;+;+,744,2621
g6104,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,150352;150501;150664;150955;150955;151439;151439,150860;150572;150860;151307;151307;152055;152055,-;-;-;-;-;-;-,1479,15447
g6105,contig_19;contig_19,152261;152505,152345;152689,-;-,270,1291
g6106,contig_19;contig_19;contig_19;contig_19;contig_19,152840;152982;154095;154394;154622,152920;154023;154288;154531;154867,+;+;+;+;+,1701,20096
g6107,contig_19;contig_19;contig_19,155130;155323;155767,155222;155658;156000,+;+;+,663,9152
g6108,contig_19;contig_19;contig_19,156347;156469;156693,156396;156558;156918,+;+;+,366,7842
g6109,contig_19;contig_19;contig_19;contig_19;contig_19,157132;157941;158492;158683;159148,157412;158330;158565;158914;159199,-;-;-;-;-,1029,7797
g6110,contig_19;contig_19;contig_19;contig_19,159712;159903;160184;160527,159820;160091;160353;160529,-;-;-;-,471,44525
g6111,contig_19;contig_19;contig_19,160674;160875;161124,160779;161062;161579,+;+;+,750,2197
g6112,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,161924;162028;162544;162701;162939;163142;163399;163674;163890;164001;164264;164539;164828;165168;165360;165652;165870,161935;162435;162631;162834;163065;163254;163599;163772;163909;164096;164323;164704;164993;165274;165578;165744;165941,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2181,13407
g6113,contig_19;contig_19;contig_19,166167;166368;166792,166278;166611;167875,+;+;+,1440,119759
g6114,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,168896;169122;169482;169714;169936;170237;170574;170928;171533;171781;172054;172502;172773;172947;173303;173513;173700;174182;174549;175339;175519;175777;175942;176131;176327;176622;176751;176986;177152;177290;177493;177809;177985;179108;179269;179431,168984;169365;169551;169817;170008;170448;170671;171087;171701;171914;172172;172659;172876;173103;173414;173630;174106;174315;175241;175443;175664;175867;176054;176218;176495;176678;176913;177073;177172;177392;177635;177902;178099;179154;179341;179439,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4980,32370
g6115,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,179561;179933;179939;179999;180169;180169;180365;180365,179821;179938;180083;180083;180302;180302;180817;180817,-;-;-;-;-;-;-;-,999,698
g6116,contig_19;contig_19,181313;181898,181843;185017,+;+,3651,0
g6117,contig_19;contig_19,185047;185417,185327;185921,-;-,786,0
g6118,contig_19,185973,186305,-,333,0
g6119,contig_19;contig_19,185973;186833,186693;187002,-;-,891,0
g6120,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,187066;187066;187287;187287;187766;187766;188365;188365,187168;187168;187695;188264;187769;188264;188783;188783,+;+;+;+;+;+;+;+,1500,0
g6121,contig_19,188292,188783,+,492,0
g6122,contig_19,188810,190534,-,1725,0
g6123,contig_19,190698,191651,+,954,0
g6124,contig_19,191678,191953,-,276,0
g6125,contig_19,191985,192296,-,312,0
g6126,contig_19,192474,192872,-,399,0
g6127,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,193745;193948;194093;194339;194475;194597,193812;194031;194164;194416;194510;194726,-;-;-;-;-;-,468,8229
g6128,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,195057;195057;195057;195057;195174;195174;195174;195174;195260;195260;195260;195260;195352;195352;195352;195352;195505;195505;195505;195505;195613;195613;195613;195613;195797;195797;195797;195800;195996;195996;195996;195996;196186;196195;196195;196195,195106;195106;195106;195106;195207;195207;195207;195207;195292;195292;195292;195292;195435;195435;195435;195435;195553;195553;195553;195553;195734;195734;195734;195686;195919;195919;195919;195919;196120;196120;196120;196120;196201;196201;196201;196201,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,636,1529
g6129,contig_19,198977,199798,-,822,0
g6130,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,200022;200022;200129;200129;200616;200616;200956;200956;201231;201231,200033;200033;200442;200442;200801;200801;201089;201089;201358;201262,-;-;-;-;-;-;-;-;-;-,774,0
g6131,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,201328;201328;202450;202450;202981;202981;203193;203523;203871;204312,202369;202369;202751;202751;203086;203148;203438;203726;204003;204771,+;+;+;+;+;+;+;+;+;+,2555,0
g6132,contig_19,205365,205754,+,390,0
g6133,contig_19,205872,206282,+,411,0
g6134,contig_19;contig_19,206367;206688,206611;209907,+;+,3465,0
g6135,contig_19;contig_19,209937;210469,210358;210787,-;-,741,0
g6136,contig_19,210833,211240,+,408,0
g6137,contig_19,211271,212782,+,1512,0
g6138,contig_19;contig_19,214957;215275,215217;216324,+;+,1311,613
g6139,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,216672;216672;216672;216774;216774;216774;216879;216879;216879;217033;217033;217090;217173;217173;217182,216682;216682;216682;216806;216806;216806;216972;216972;216972;217105;217105;217105;217456;217456;217456,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,495,1698
g6140,contig_19,218703,219167,+,465,0
g6141,contig_19;contig_19;contig_19,219615;221065;221282,220947;221158;221459,-;-;-,1605,0
g6142,contig_19;contig_19,221628;222360,222221;222362,-;-,597,1
g6143,contig_19,222528,223487,-,960,0
g6144,contig_19,223690,224109,+,420,0
g6145,contig_19,224115,224450,-,336,0
g6146,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,224115;224633;225032;225157;225457;225457;225968;225968,224542;225004;225394;225394;225893;225893;226046;226046,-;-;-;-;-;-;-;-,1679,0
g6147,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,226106;226276;226611;226939;227601;228055,226221;226511;226799;227457;227959;228114,+;+;+;+;+;+,1479,0
g6148,contig_19,228300,229106,+,807,0
g6149,contig_19;contig_19,229129;230303,229292;231404,-;-,1266,0
g6150,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,232055;232221;232423;232655;232921;233150;233488;234163;234510;234864;236060;236293;236502;236805;236986;237133;237400;237669;237910;238131;238335;238614;239037;239208;239440;239778;239927;240181;240384;240569;240847;241106;241320;241771;241946;242253;242418;242630;242830;242979;243227;243486;243769;244249;244553;244764;244933;245277;245775;246068;246282,232090;232317;232492;232754;232965;233325;233579;234388;234746;235387;236223;236422;236730;236874;237048;237281;237580;237809;238041;238202;238499;238943;239126;239361;239698;239835;240109;240285;240462;240744;241022;241205;241492;241868;242109;242315;242537;242747;242873;243149;243391;243617;244056;244443;244668;244846;245129;245657;245999;246163;246365,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,7722,36037
g6151,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,246484;248162;248520;248906;249145;249510;249723;249997;250172;250405,248038;248398;248745;248997;249320;249551;249822;250066;250268;250440,+;+;+;+;+;+;+;+;+;+,2631,23270
g6152,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,250696;250960;251128;251383;251582;251713;251959;252183;252352;252626;252756;252944;253086;253185;253875,250875;251046;251272;251507;251648;251834;252046;252235;252558;252684;252862;253001;253116;253615;253884,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1770,7882
g6153,contig_19;contig_19,256031;257141,256912;257179,+;+,921,379
g6154,contig_19;contig_19;contig_19;contig_19,260515;260709;261007;261334,260567;260925;261153;261390,+;+;+;+,474,0
g6155,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,261635;261969;262549;263209;263408;263632;263738;263941;264127,261902;262287;263152;263348;263542;263683;263877;264009;264322,-;-;-;-;-;-;-;-;-,1923,0
g6156,contig_19;contig_19,266640;267028,266906;267030,-;-,270,0
g6157,contig_19;contig_19,267553;267665,267566;268064,+;+,414,0
g6158,contig_19,268100,268639,+,540,0
g6159,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,269517;269517;269872;269875;270061;270061;270247;270247;270669;270669;270800;270800;271301;271301;271578;271578;271765;271765;271894;271894;272347;272347;272544;272544;273086;273086,269759;269759;269998;269998;270163;270163;270343;270343;270692;270692;270884;270884;271455;271455;271680;271680;271806;271806;271995;271995;272435;272435;272697;272697;273300;273300,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,1539,50429
g6160,contig_19;contig_19,273544;273797,273656;273887,-;-,204,7368
g6161,contig_19;contig_19,273971;274778,274628;275589,+;+,1470,2014
g6162,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,275673;275906;276042;276203;276445;276723;277210;277460;277762;277962;278111;278324;278499,275780;275950;276098;276366;276648;277038;277310;277630;277878;278019;278257;278439;278667,-;-;-;-;-;-;-;-;-;-;-;-;-,1773,10096
g6163,contig_19,279249,279626,-,378,0
g6164,contig_19;contig_19,280585;280842,280778;281241,+;+,594,0
g6165,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,281638;281790;281979;282169;282345;282592;282976;283365;283765;283943,281673;281886;282048;282268;282389;282779;283263;283613;283812;285509,-;-;-;-;-;-;-;-;-;-,2688,6042
g6166,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,285691;285706;285839;285839;286030;286030;286243;286243;286595;286595,285775;285775;285968;285968;286145;286145;286494;286494;286746;286746,+;+;+;+;+;+;+;+;+;+,735,3184
g6167,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,286916;287033;287241;287398;287541;287759;288308;288523;288851;289059;289304;289477;289685;289934;290183,286926;287161;287309;287458;287682;287825;288436;288741;288973;289182;289398;289585;289818;290083;290372,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,1752,52800
g6168,contig_19,290818,291432,+,615,264
g6169,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,294197;294518;294902;295302;295454;295746,294321;294802;295150;295377;295682;296104,-;-;-;-;-;-,1323,1796
g6170,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,296481;297011;297204;297728;297925;298204;298437;298671;298828,296672;297046;297489;297854;298113;298353;298601;298763;298870,-;-;-;-;-;-;-;-;-,1281,1599
g6171,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,298984;299121;299458;299645;300180;300650;301138;301412;301767;302195;303115;303460;303672;303934;304524;304782;304995;305068;305210;305297;305485;305747;305911,299010;299341;299575;300024;300413;300891;301267;301665;302075;302321;303290;303588;303744;304110;304646;304910;305003;305122;305229;305330;305564;305846;305970,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3207,8135
g6172,contig_19;contig_19;contig_19;contig_19;contig_19,306058;306242;306428;306620;306842,306114;306318;306543;306757;307119,-;-;-;-;-,666,1099
g6173,contig_19;contig_19;contig_19;contig_19;contig_19,307559;307856;308377;309033;309335,307756;308300;308911;309252;309436,-;-;-;-;-,1500,4686
g6174,contig_19;contig_19;contig_19;contig_19;contig_19,309859;310732;310928;311591;311730,310651;310825;311469;311655;313013,+;+;+;+;+,2778,16
g6175,contig_19;contig_19,313065;313356,313242;313573,+;+,396,0
g6176,contig_19;contig_19;contig_19;contig_19;contig_19,313678;313943;314606;315364;315772,313819;314518;315307;315584;315852,-;-;-;-;-,1722,0
g6177,contig_19;contig_19;contig_19;contig_19,316359;316518;316756;317043,316452;316693;316968;317243,+;+;+;+,684,0
g6178,contig_19;contig_19;contig_19,317528;317782;318401,317689;317920;318900,+;+;+,801,0
g6179,contig_19;contig_19;contig_19,320813;321113;321434,320991;321298;321611,-;-;-,543,0
g6180,contig_19;contig_19;contig_19,321702;322146;322867,321829;322457;322873,-;-;-,447,0
g6181,contig_19,323065,326835,+,3771,0
g6182,contig_19;contig_19;contig_19;contig_19,326866;327270;327877;328619,327183;327811;328550;329100,-;-;-;-,2016,0
g6183,contig_19;contig_19,329246;330155,330089;330669,+;+,1359,0
g6184,contig_19,330748,332472,-,1725,0
g6185,contig_19,332637,333614,+,978,0
g6186,contig_19,333654,333974,-,321,0
g6187,contig_19,334826,335317,+,492,0
g6188,contig_19;contig_19;contig_19;contig_19;contig_19,335343;335840;335965;336555;336782,335750;335889;336462;336609;337423,-;-;-;-;-,1653,0
g6189,contig_19;contig_19;contig_19,337735;338216;339372,338091;339269;339544,-;-;-,1584,1
g6190,contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19;contig_19,339953;340291;340540;340929;341561;341758;341998;342457;342803;343042;343193;343558;343877;344008,340233;340399;340670;341505;341664;341916;342227;342685;342984;343112;343450;343730;343943;344178,-;-;-;-;-;-;-;-;-;-;-;-;-;-,2742,0
