Orthogroup	dicty_braker	acastellanii_braker
OG0001661	dicty_g7579.t1, dicty_g7581.t1, dicty_g7581.t2	acastellanii_g1375.t1, acastellanii_g3431.t1
OG0001663	dicty_g3709.t1	acastellanii_g3343.t1, acastellanii_g3343.t3, acastellanii_g3343.t2
OG0001666	dicty_g1978.t1, dicty_g1978.t2	acastellanii_g3311.t2, acastellanii_g3311.t1, acastellanii_g3311.t3
OG0001667	dicty_g8867.t1	acastellanii_g3249.t1, acastellanii_g2383.t1
OG0001668	dicty_g10425.t1, dicty_g1216.t1	acastellanii_g3180.t1, acastellanii_g3180.t2
OG0001669	dicty_g7334.t2	acastellanii_g3036.t1, acastellanii_g3037.t1
OG0001670	dicty_g6519.t1	acastellanii_g3062.t1
OG0001671	dicty_g9131.t1	acastellanii_g3132.t1
OG0001673	dicty_g6385.t1	acastellanii_g2907.t1
OG0001674	dicty_g6957.t1	acastellanii_g2724.t1
OG0001675	dicty_g5887.t1	acastellanii_g2741.t1
OG0001676	dicty_g7839.t1	acastellanii_g2676.t1
OG0001677	dicty_g1211.t1	acastellanii_g2633.t1, acastellanii_g2633.t2
OG0001678	dicty_g3530.t1	acastellanii_g2284.t1, acastellanii_g2284.t2
OG0001679	dicty_g9778.t1, dicty_g268.t1, dicty_g9777.t1, dicty_g9776.t1	acastellanii_g1788.t1
OG0001680	dicty_g9853.t1	acastellanii_g1808.t1
OG0001681	dicty_g966.t1, dicty_g966.t2	acastellanii_g1949.t1, acastellanii_g1949.t2
OG0001682	dicty_g7211.t1	acastellanii_g2045.t1
OG0001683	dicty_g606.t1	acastellanii_g2047.t1
OG0001684	dicty_g10616.t1, dicty_g10616.t2	acastellanii_g2139.t1
OG0001685	dicty_g4535.t1	acastellanii_g2218.t1, acastellanii_g410.t1
OG0001686	dicty_g1315.t1, dicty_g11340.t1	acastellanii_g2239.t1
OG0001687	dicty_g8224.t1	acastellanii_g2262.t2, acastellanii_g2262.t1
OG0001688	dicty_g10562.t1	acastellanii_g1772.t2, acastellanii_g1772.t1
OG0001689	dicty_g9132.t1	acastellanii_g1706.t2, acastellanii_g209.t1, acastellanii_g1706.t1
OG0001691	dicty_g587.t2, dicty_g587.t1	acastellanii_g1455.t1
OG0001692	dicty_g7166.t1	acastellanii_g1403.t2, acastellanii_g1403.t1
OG0001695	dicty_g7170.t1	acastellanii_g1146.t1, acastellanii_g136.t1, acastellanii_g134.t1
OG0001697	dicty_g9928.t2, dicty_g9928.t1, dicty_g2591.t1, dicty_g2885.t1	acastellanii_g1169.t1
OG0001698	dicty_g2698.t1, dicty_g2779.t1	acastellanii_g1066.t1
OG0001699	dicty_g1914.t1, dicty_g7064.t1, dicty_g2112.t1, dicty_g8759.t1, dicty_g5620.t1	acastellanii_g699.t1
OG0001700	dicty_g7606.t1	acastellanii_g756.t1, acastellanii_g752.t1
OG0001701	dicty_g360.t1	acastellanii_g778.t2, acastellanii_g778.t1
OG0001702	dicty_g198.t1	acastellanii_g808.t3, acastellanii_g808.t1, acastellanii_g808.t2
OG0001703	dicty_g6918.t1	acastellanii_g897.t1
OG0001705	dicty_g1117.t1	acastellanii_g613.t1
OG0001706	dicty_g10947.t1	acastellanii_g483.t2, acastellanii_g483.t1
OG0001707	dicty_g11313.t1	acastellanii_g507.t2, acastellanii_g507.t1
OG0001708	dicty_g5156.t1	acastellanii_g460.t1, acastellanii_g457.t1
OG0001709	dicty_g5626.t1, dicty_g1766.t1	acastellanii_g266.t1, acastellanii_g266.t2
OG0001710	dicty_g8821.t1	acastellanii_g282.t1
OG0001712	dicty_g10394.t1	acastellanii_g36.t1
OG0001850	dicty_g5544.t1	acastellanii_g14227.t2, acastellanii_g14227.t1
OG0001852	dicty_g7362.t1	acastellanii_g3176.t1, acastellanii_g14177.t1, acastellanii_g14177.t2
OG0001855	dicty_g3802.t1	acastellanii_g2233.t1, acastellanii_g14095.t1, acastellanii_g959.t1
OG0001856	dicty_g9057.t1	acastellanii_g13561.t1, acastellanii_g13561.t2
OG0001857	dicty_g1864.t1	acastellanii_g13602.t1
OG0001858	dicty_g3772.t1	acastellanii_g13619.t1, acastellanii_g4567.t1
OG0001859	dicty_g9464.t1	acastellanii_g13652.t1
OG0001860	dicty_g8813.t1	acastellanii_g13768.t1, acastellanii_g13671.t1
OG0001861	dicty_g7785.t1	acastellanii_g13679.t2, acastellanii_g13679.t1
OG0001862	dicty_g2151.t1	acastellanii_g13680.t1
OG0001863	dicty_g1516.t1	acastellanii_g1102.t1
OG0001863	dicty_g8621.t1	acastellanii_g13710.t3, acastellanii_g13710.t2, acastellanii_g13710.t1
OG0001864	dicty_g1135.t1	acastellanii_g165.t1, acastellanii_g13718.t1
OG0001865	dicty_g8000.t1	acastellanii_g13727.t1
OG0001866	dicty_g2449.t1, dicty_g4191.t1	acastellanii_g13749.t1
OG0001867	dicty_g10691.t1	acastellanii_g13786.t1
OG0001868	dicty_g8579.t1	acastellanii_g6168.t1
OG0001868	dicty_g4974.t1	acastellanii_g13810.t1
OG0001869	dicty_g431.t1	acastellanii_g4159.t1, acastellanii_g6414.t1, acastellanii_g13822.t1
OG0001870	dicty_g4770.t2	acastellanii_g13840.t1, acastellanii_g13840.t2
OG0001874	dicty_g226.t1	acastellanii_g13894.t1
OG0001875	dicty_g461.t1	acastellanii_g13902.t1
OG0001876	dicty_g11464.t1	acastellanii_g13933.t2, acastellanii_g13933.t1, acastellanii_g10105.t1
OG0001877	dicty_g4750.t1	acastellanii_g13934.t1
OG0001878	dicty_g4182.t1	acastellanii_g13935.t3, acastellanii_g13935.t1, acastellanii_g13935.t2
OG0001879	dicty_g6003.t1	acastellanii_g13939.t1
OG0001880	dicty_g2511.t1, dicty_g2964.t1	acastellanii_g13944.t1
OG0001881	dicty_g9043.t1	acastellanii_g13956.t1
OG0001882	dicty_g1519.t2, dicty_g1519.t1	acastellanii_g13958.t1
OG0001883	dicty_g8622.t1	acastellanii_g13962.t1
OG0001884	dicty_g6164.t1	acastellanii_g13994.t1
OG0001885	dicty_g8478.t1, dicty_g4377.t1	acastellanii_g13995.t1
OG0001886	dicty_g10579.t1	acastellanii_g14052.t1, acastellanii_g9768.t1
OG0001887	dicty_g11088.t1	acastellanii_g1249.t1, acastellanii_g2508.t1, acastellanii_g14060.t1, acastellanii_g5731.t1, acastellanii_g5731.t2
OG0001888	dicty_g5120.t1	acastellanii_g13517.t2, acastellanii_g13517.t1
OG0001890	dicty_g4315.t1, dicty_g4315.t2	acastellanii_g13528.t1
OG0001891	dicty_g10160.t1	acastellanii_g13530.t1
OG0001892	dicty_g9852.t1	acastellanii_g13541.t1, acastellanii_g13541.t2
OG0001893	dicty_g9182.t1	acastellanii_g6893.t1, acastellanii_g733.t2, acastellanii_g733.t1, acastellanii_g6885.t1, acastellanii_g6891.t1, acastellanii_g13543.t1
OG0001894	dicty_g6080.t1	acastellanii_g4757.t1, acastellanii_g4757.t2, acastellanii_g13553.t1
OG0001894	dicty_g2429.t1, dicty_g6079.t1	acastellanii_g13552.t1
OG0001896	dicty_g5389.t1	acastellanii_g4921.t1, acastellanii_g13463.t1
OG0001897	dicty_g3140.t1	acastellanii_g13098.t1
OG0001898	dicty_g10897.t2, dicty_g10897.t1	acastellanii_g13106.t1
OG0001899	dicty_g505.t1	acastellanii_g13119.t2, acastellanii_g13119.t1
OG0001900	dicty_g11305.t1, dicty_g11305.t2	acastellanii_g13122.t1
OG0001901	dicty_g1754.t1	acastellanii_g13139.t1, acastellanii_g471.t1
OG0001902	dicty_g10199.t1	acastellanii_g13158.t1, acastellanii_g4323.t1
OG0001903	dicty_g3575.t1	acastellanii_g13175.t1, acastellanii_g13175.t2, acastellanii_g4950.t1
OG0001906	dicty_g8464.t1	acastellanii_g13279.t2, acastellanii_g13279.t1
OG0001908	dicty_g9453.t1	acastellanii_g4406.t1, acastellanii_g13285.t1
OG0001909	dicty_g4308.t1	acastellanii_g13293.t1, acastellanii_g13293.t2, acastellanii_g9459.t1
OG0001910	dicty_g7418.t1	acastellanii_g13294.t1
OG0001912	dicty_g10590.t1	acastellanii_g13347.t2, acastellanii_g13347.t1
OG0001913	dicty_g7847.t1	acastellanii_g10075.t1, acastellanii_g13378.t2, acastellanii_g13378.t1
OG0001915	dicty_g7807.t1	acastellanii_g11837.t1, acastellanii_g13450.t1
OG0001916	dicty_g8519.t1	acastellanii_g5133.t1, acastellanii_g14260.t1
OG0001918	dicty_g3909.t1	acastellanii_g978.t1, acastellanii_g7409.t1, acastellanii_g12961.t1
OG0001922	dicty_g7863.t1	acastellanii_g7924.t1, acastellanii_g12926.t1
OG0001923	dicty_g5737.t1	acastellanii_g12890.t1, acastellanii_g12890.t2
OG0001924	dicty_g11505.t1	acastellanii_g3335.t1, acastellanii_g12895.t1
OG0001925	dicty_g10015.t1	acastellanii_g12900.t1
OG0001926	dicty_g11140.t1, dicty_g8834.t1	acastellanii_g4216.t1, acastellanii_g12905.t1
OG0001927	dicty_g6778.t1	acastellanii_g8575.t1, acastellanii_g12911.t2, acastellanii_g12911.t1
OG0001928	dicty_g4136.t1	acastellanii_g12869.t1
OG0001929	dicty_g10366.t1	acastellanii_g12852.t1, acastellanii_g12852.t2
OG0001931	dicty_g7675.t2, dicty_g7675.t1	acastellanii_g12803.t1
OG0001932	dicty_g10439.t1	acastellanii_g12810.t1
OG0001933	dicty_g1666.t1	acastellanii_g12815.t1, acastellanii_g12813.t1
OG0001935	dicty_g3099.t1	acastellanii_g12794.t1, acastellanii_g12794.t2
OG0001937	dicty_g4675.t1	acastellanii_g9677.t1, acastellanii_g12744.t1
OG0001939	dicty_g3063.t1	acastellanii_g12640.t1
OG0001940	dicty_g7542.t1	acastellanii_g12655.t1
OG0001942	dicty_g7516.t1	acastellanii_g12677.t1
OG0001944	dicty_g6780.t1, dicty_g6760.t1	acastellanii_g4143.t1, acastellanii_g4144.t1, acastellanii_g12631.t1
OG0001945	dicty_g3152.t1	acastellanii_g12615.t1
OG0001946	dicty_g6332.t1, dicty_g4105.t1	acastellanii_g12616.t1
OG0001947	dicty_g8954.t1	acastellanii_g12529.t1, acastellanii_g12528.t1
OG0001948	dicty_g1104.t1	acastellanii_g12554.t1
OG0001949	dicty_g10372.t1	acastellanii_g12580.t2, acastellanii_g12580.t1
OG0001950	dicty_g5741.t1	acastellanii_g12603.t1
OG0001951	dicty_g10758.t1	acastellanii_g12610.t2, acastellanii_g12610.t1
OG0001952	dicty_g4277.t1	acastellanii_g12442.t1
OG0001953	dicty_g10939.t1	acastellanii_g12445.t1
OG0001954	dicty_g2051.t1, dicty_g3957.t1, dicty_g11424.t1	acastellanii_g12499.t2, acastellanii_g12499.t1
OG0001955	dicty_g6767.t1, dicty_g9153.t1	acastellanii_g12510.t1
OG0001957	dicty_g1783.t1	acastellanii_g11072.t1, acastellanii_g12312.t1
OG0001958	dicty_g1063.t1, dicty_g1063.t2	acastellanii_g12317.t1, acastellanii_g11068.t1
OG0001960	dicty_g9688.t1	acastellanii_g10332.t1, acastellanii_g12325.t1, acastellanii_g11062.t1
OG0001961	dicty_g8864.t1	acastellanii_g476.t1, acastellanii_g476.t2, acastellanii_g11816.t1
OG0001962	dicty_g9022.t1	acastellanii_g11883.t1, acastellanii_g11817.t1
OG0001963	dicty_g7855.t1	acastellanii_g11818.t1
OG0001964	dicty_g7163.t1	acastellanii_g11840.t1
OG0001965	dicty_g4211.t1	acastellanii_g11885.t1, acastellanii_g2215.t1
OG0001966	dicty_g7919.t2, dicty_g7919.t1	acastellanii_g11894.t1
OG0001968	dicty_g5251.t1	acastellanii_g11943.t1
OG0001969	dicty_g1998.t1	acastellanii_g11946.t1
OG0001970	dicty_g10118.t1	acastellanii_g12055.t1
OG0001971	dicty_g5423.t1	acastellanii_g12056.t1, acastellanii_g12056.t2
OG0001972	dicty_g3947.t1	acastellanii_g3737.t1, acastellanii_g12060.t1
OG0001975	dicty_g6163.t1	acastellanii_g12107.t1
OG0001976	dicty_g11059.t1	acastellanii_g12131.t1, acastellanii_g12131.t2
OG0001977	dicty_g982.t1	acastellanii_g12146.t1
OG0001977	dicty_g5827.t1	acastellanii_g10082.t1
OG0001978	dicty_g2587.t1, dicty_g2889.t1	acastellanii_g12150.t1
OG0001979	dicty_g6685.t1, dicty_g6685.t2	acastellanii_g6669.t1, acastellanii_g12169.t1
OG0001980	dicty_g7168.t1	acastellanii_g4752.t1, acastellanii_g12200.t1
OG0001982	dicty_g3141.t1	acastellanii_g12261.t1, acastellanii_g12261.t2
OG0001983	dicty_g1043.t1	acastellanii_g12298.t1, acastellanii_g9605.t1
OG0001984	dicty_g9945.t1	acastellanii_g11787.t1, acastellanii_g4263.t1
OG0001987	dicty_g2453.t1	acastellanii_g11640.t1, acastellanii_g11640.t2, acastellanii_g11640.t3
OG0001988	dicty_g9789.t1	acastellanii_g11641.t1
OG0001989	dicty_g7642.t1	acastellanii_g11642.t1
OG0001990	dicty_g9461.t1	acastellanii_g11653.t1
OG0001991	dicty_g8504.t1, dicty_g6574.t1	acastellanii_g11668.t1
OG0001992	dicty_g7790.t1	acastellanii_g3871.t1, acastellanii_g11681.t3, acastellanii_g11681.t1, acastellanii_g9662.t1, acastellanii_g11681.t2
OG0001994	dicty_g2113.t1	acastellanii_g10008.t1, acastellanii_g11701.t1, acastellanii_g3226.t1
OG0001995	dicty_g9944.t1	acastellanii_g11710.t1
OG0001996	dicty_g6162.t1	acastellanii_g11595.t1, acastellanii_g8364.t1
OG0001997	dicty_g10986.t1	acastellanii_g11627.t1
OG0001999	dicty_g6953.t1, dicty_g6953.t2	acastellanii_g11545.t1
OG0002001	dicty_g7119.t1, dicty_g7119.t2	acastellanii_g11568.t1
OG0002002	dicty_g8189.t1	acastellanii_g11395.t1, acastellanii_g3005.t1, acastellanii_g4772.t1
OG0002003	dicty_g151.t1	acastellanii_g4778.t1, acastellanii_g4770.t1, acastellanii_g11397.t1
OG0002004	dicty_g1367.t1	acastellanii_g11432.t1, acastellanii_g3016.t1
OG0002006	dicty_g8083.t1	acastellanii_g11473.t2, acastellanii_g11473.t1
OG0002007	dicty_g6614.t1	acastellanii_g11378.t1
OG0002008	dicty_g8286.t1	acastellanii_g11323.t1, acastellanii_g11323.t2
OG0002009	dicty_g9611.t1	acastellanii_g11279.t1
OG0002010	dicty_g8634.t1, dicty_g8634.t2	acastellanii_g11299.t2, acastellanii_g11299.t1
OG0002011	dicty_g3014.t1	acastellanii_g1.t1, acastellanii_g11301.t1
OG0002013	dicty_g7609.t1	acastellanii_g11256.t3, acastellanii_g11256.t1, acastellanii_g11256.t2
OG0002014	dicty_g159.t1	acastellanii_g11173.t1, acastellanii_g11173.t2
OG0002015	dicty_g3371.t1	acastellanii_g11187.t1
OG0002017	dicty_g5991.t1	acastellanii_g11219.t1, acastellanii_g11219.t2
OG0002018	dicty_g10289.t1	acastellanii_g11223.t1, acastellanii_g2371.t1
OG0002019	dicty_g4928.t1	acastellanii_g11228.t1
OG0002020	dicty_g8272.t1	acastellanii_g11229.t1
OG0002021	dicty_g5306.t1	acastellanii_g11235.t1, acastellanii_g11235.t2
OG0002022	dicty_g1705.t1	acastellanii_g11236.t1
OG0002023	dicty_g4836.t1	acastellanii_g11243.t1, acastellanii_g8963.t1
OG0002024	dicty_g7316.t1	acastellanii_g11160.t1
OG0002026	dicty_g8323.t1	acastellanii_g10949.t1
OG0002027	dicty_g178.t1	acastellanii_g10952.t1
OG0002029	dicty_g7463.t1	acastellanii_g11029.t1, acastellanii_g11027.t1
OG0002030	dicty_g2695.t1, dicty_g2782.t1, dicty_g2134.t1	acastellanii_g11050.t1
OG0002032	dicty_g8620.t1, dicty_g3356.t1	acastellanii_g10914.t1
OG0002033	dicty_g1016.t1	acastellanii_g10920.t1, acastellanii_g10920.t2
OG0002035	dicty_g7160.t1	acastellanii_g10852.t1
OG0002036	dicty_g6180.t1	acastellanii_g10854.t1
OG0002038	dicty_g3581.t1	acastellanii_g10728.t1, acastellanii_g10728.t2, acastellanii_g7391.t1, acastellanii_g7397.t1
OG0002039	dicty_g11323.t1	acastellanii_g10749.t2, acastellanii_g10749.t1
OG0002040	dicty_g8634.t3	acastellanii_g10751.t1
OG0002041	dicty_g5160.t1	acastellanii_g10759.t1
OG0002042	dicty_g10641.t1	acastellanii_g10802.t1
OG0002043	dicty_g1661.t1	acastellanii_g7387.t1, acastellanii_g10847.t2, acastellanii_g10847.t1
OG0002044	dicty_g6305.t1	acastellanii_g10604.t1
OG0002048	dicty_g1723.t3	acastellanii_g7221.t1, acastellanii_g10662.t1
OG0002049	dicty_g5380.t1	acastellanii_g2238.t1, acastellanii_g10590.t1
OG0002050	dicty_g6085.t1, dicty_g3611.t1	acastellanii_g10593.t1
OG0002051	dicty_g6539.t1	acastellanii_g10574.t1, acastellanii_g547.t1
OG0002052	dicty_g4552.t2, dicty_g4552.t1	acastellanii_g10568.t1
OG0002054	dicty_g9363.t1	acastellanii_g10445.t1
OG0002055	dicty_g6124.t1, dicty_g10271.t1	acastellanii_g10458.t1
OG0002056	dicty_g8161.t1	acastellanii_g10464.t1
OG0002058	dicty_g5735.t1	acastellanii_g10471.t1, acastellanii_g10471.t3
OG0002059	dicty_g5100.t1	acastellanii_g8339.t2, acastellanii_g8339.t1, acastellanii_g10485.t1
OG0002060	dicty_g10618.t1	acastellanii_g10530.t1, acastellanii_g9117.t1, acastellanii_g9116.t1, acastellanii_g9116.t2
OG0002062	dicty_g11178.t1	acastellanii_g10263.t1, acastellanii_g1687.t2, acastellanii_g1687.t1
OG0002063	dicty_g140.t1	acastellanii_g1692.t1, acastellanii_g10268.t1
OG0002064	dicty_g8927.t1	acastellanii_g10275.t1
OG0002064	dicty_g7718.t1	acastellanii_g10276.t1
OG0002066	dicty_g2108.t1	acastellanii_g10326.t1, acastellanii_g10326.t3
OG0002067	dicty_g10334.t1	acastellanii_g10326.t2
OG0002069	dicty_g6606.t1	acastellanii_g10403.t1, acastellanii_g10403.t2
OG0002070	dicty_g10601.t1	acastellanii_g10023.t1
OG0002071	dicty_g9875.t1	acastellanii_g10045.t1
OG0002072	dicty_g5336.t1	acastellanii_g10072.t1
OG0002073	dicty_g5445.t1	acastellanii_g10086.t1
OG0002074	dicty_g9876.t1	acastellanii_g10093.t1
OG0002075	dicty_g5200.t1	acastellanii_g10114.t1
OG0002076	dicty_g5033.t1	acastellanii_g10121.t1
OG0002077	dicty_g438.t1	acastellanii_g10129.t1, acastellanii_g6556.t1, acastellanii_g936.t1
OG0002078	dicty_g9674.t1	acastellanii_g10136.t1
OG0002079	dicty_g1621.t1, dicty_g1624.t1, dicty_g1622.t1	acastellanii_g10187.t1
OG0002080	dicty_g8890.t1	acastellanii_g10233.t1
OG0002082	dicty_g6947.t1	acastellanii_g10243.t1, acastellanii_g10243.t2
OG0002084	dicty_g6138.t1	acastellanii_g8949.t1, acastellanii_g9854.t1, acastellanii_g10245.t1
OG0002085	dicty_g3477.t2, dicty_g3477.t1, dicty_g5411.t1	acastellanii_g9629.t1
OG0002086	dicty_g3952.t1, dicty_g3952.t2	acastellanii_g9636.t1
OG0002087	dicty_g4453.t1	acastellanii_g9643.t2, acastellanii_g9643.t1
OG0002088	dicty_g10308.t1	acastellanii_g9692.t1, acastellanii_g892.t1
OG0002090	dicty_g6197.t1, dicty_g5437.t1	acastellanii_g9751.t1
OG0002092	dicty_g3401.t1, dicty_g8793.t1, dicty_g8793.t2	acastellanii_g9772.t1
OG0002093	dicty_g10949.t1	acastellanii_g9864.t1
OG0002096	dicty_g7400.t1	acastellanii_g6708.t1, acastellanii_g9888.t1
OG0002097	dicty_g6839.t1, dicty_g6839.t2	acastellanii_g9917.t1
OG0002099	dicty_g6368.t1	acastellanii_g2317.t1, acastellanii_g9318.t1, acastellanii_g8184.t1
OG0002100	dicty_g9179.t1	acastellanii_g9320.t2, acastellanii_g9320.t1
OG0002101	dicty_g7339.t2, dicty_g7339.t1	acastellanii_g9397.t1
OG0002102	dicty_g1178.t1	acastellanii_g9424.t1
OG0002103	dicty_g673.t1	acastellanii_g9428.t1
OG0002107	dicty_g1174.t1	acastellanii_g9285.t1, acastellanii_g7750.t1
OG0002108	dicty_g796.t1	acastellanii_g9294.t1, acastellanii_g424.t1
OG0002109	dicty_g8814.t1, dicty_g8814.t2	acastellanii_g9218.t3
OG0002110	dicty_g4896.t1, dicty_g4895.t1	acastellanii_g9219.t1
OG0002111	dicty_g5718.t1, dicty_g3991.t1, dicty_g1378.t1, dicty_g4599.t1	acastellanii_g9227.t1
OG0002112	dicty_g3542.t1	acastellanii_g9229.t2, acastellanii_g9229.t1
OG0002113	dicty_g4149.t1	acastellanii_g9230.t1
OG0002114	dicty_g3388.t1, dicty_g3388.t3	acastellanii_g9231.t1
OG0002116	dicty_g518.t1, dicty_g518.t2	acastellanii_g9124.t1
OG0002120	dicty_g6641.t1, dicty_g6576.t1	acastellanii_g8740.t1
OG0002121	dicty_g10279.t1	acastellanii_g8801.t1, acastellanii_g8790.t1
OG0002122	dicty_g8482.t1	acastellanii_g8813.t1
OG0002124	dicty_g205.t1	acastellanii_g8829.t1
OG0002125	dicty_g2457.t1	acastellanii_g8847.t2, acastellanii_g8847.t1, acastellanii_g7952.t1
OG0002126	dicty_g9949.t1	acastellanii_g8878.t1, acastellanii_g8878.t2
OG0002127	dicty_g10899.t1	acastellanii_g8896.t2, acastellanii_g8896.t1
OG0002129	dicty_g1675.t1	acastellanii_g8980.t1
OG0002130	dicty_g10831.t2, dicty_g10831.t1	acastellanii_g8990.t1
OG0002131	dicty_g7615.t1	acastellanii_g9001.t1, acastellanii_g5320.t1
OG0002133	dicty_g229.t2, dicty_g229.t1	acastellanii_g9028.t2, acastellanii_g9028.t1
OG0002134	dicty_g5106.t1	acastellanii_g9063.t1
OG0002135	dicty_g611.t1	acastellanii_g8685.t1
OG0002136	dicty_g3819.t1	acastellanii_g8686.t2, acastellanii_g8686.t1
OG0002137	dicty_g8325.t1, dicty_g8028.t1	acastellanii_g8697.t2, acastellanii_g8697.t1
OG0002139	dicty_g10589.t1, dicty_g10588.t1, dicty_g10408.t1	acastellanii_g8708.t1, acastellanii_g8708.t2
OG0002140	dicty_g1278.t1	acastellanii_g8646.t1
OG0002141	dicty_g8660.t1	acastellanii_g8461.t1
OG0002142	dicty_g7928.t2, dicty_g7928.t1	acastellanii_g8465.t1
OG0002143	dicty_g507.t1	acastellanii_g8472.t2, acastellanii_g8472.t1
OG0002144	dicty_g1791.t1, dicty_g1792.t1	acastellanii_g8536.t1, acastellanii_g8536.t2
OG0002145	dicty_g4827.t1	acastellanii_g3403.t1, acastellanii_g8549.t1
OG0002146	dicty_g10759.t1	acastellanii_g4609.t1, acastellanii_g8605.t1
OG0002147	dicty_g10386.t2, dicty_g10386.t1	acastellanii_g8620.t1
OG0002148	dicty_g6768.t1	acastellanii_g8036.t1, acastellanii_g6672.t1
OG0002149	dicty_g2333.t1	acastellanii_g8038.t1
OG0002150	dicty_g6791.t1	acastellanii_g8100.t1
OG0002151	dicty_g1572.t1, dicty_g11190.t1	acastellanii_g8119.t1
OG0002152	dicty_g5672.t1	acastellanii_g8128.t2, acastellanii_g8128.t1
OG0002153	dicty_g3340.t1	acastellanii_g8143.t1, acastellanii_g8143.t2
OG0002154	dicty_g9580.t1	acastellanii_g8162.t2, acastellanii_g8162.t1
OG0002155	dicty_g7015.t1	acastellanii_g8179.t1
OG0002156	dicty_g3739.t1, dicty_g5069.t1, dicty_g3742.t1, dicty_g10466.t1	acastellanii_g8199.t1
OG0002157	dicty_g8320.t1	acastellanii_g8209.t1
OG0002158	dicty_g8994.t1	acastellanii_g8246.t2, acastellanii_g8246.t1
OG0002159	dicty_g5717.t1	acastellanii_g8252.t1
OG0002160	dicty_g3873.t1	acastellanii_g8280.t1, acastellanii_g8280.t2
OG0002161	dicty_g382.t2, dicty_g382.t1	acastellanii_g8282.t1
OG0002162	dicty_g719.t2, dicty_g719.t1	acastellanii_g8284.t1
OG0002163	dicty_g5607.t1	acastellanii_g8299.t1
OG0002164	dicty_g10364.t1	acastellanii_g4241.t1
OG0002164	dicty_g2204.t1	acastellanii_g8360.t1
OG0002165	dicty_g6191.t2, dicty_g6191.t1	acastellanii_g8400.t2, acastellanii_g8400.t1
OG0002166	dicty_g9683.t2, dicty_g9683.t1	acastellanii_g7996.t1
OG0002167	dicty_g7019.t1	acastellanii_g1824.t2, acastellanii_g1824.t1, acastellanii_g7968.t1
OG0002168	dicty_g6601.t1	acastellanii_g7970.t1
OG0002170	dicty_g9051.t1	acastellanii_g7755.t1, acastellanii_g7755.t2
OG0002171	dicty_g8024.t1, dicty_g6145.t1	acastellanii_g7780.t1
OG0002172	dicty_g6237.t1	acastellanii_g7790.t1
OG0002173	dicty_g6990.t1	acastellanii_g7795.t1
OG0002174	dicty_g2866.t1, dicty_g2610.t1	acastellanii_g7824.t1
OG0002175	dicty_g4580.t1	acastellanii_g7825.t2, acastellanii_g7825.t1
OG0002176	dicty_g4812.t1	acastellanii_g7830.t1, acastellanii_g7830.t2
OG0002178	dicty_g9189.t1	acastellanii_g7855.t1
OG0002180	dicty_g11329.t1	acastellanii_g7720.t1, acastellanii_g7720.t3, acastellanii_g7720.t2
OG0002181	dicty_g5298.t1, dicty_g5298.t2	acastellanii_g7724.t1
OG0002183	dicty_g2011.t1	acastellanii_g7735.t1
OG0002184	dicty_g746.t1	acastellanii_g7698.t1, acastellanii_g7698.t2
OG0002186	dicty_g11288.t1	acastellanii_g7659.t1
OG0002187	dicty_g5335.t1	acastellanii_g7621.t1
OG0002188	dicty_g3713.t1	acastellanii_g7632.t1
OG0002189	dicty_g9578.t2, dicty_g9578.t1	acastellanii_g5185.t1, acastellanii_g7595.t1
OG0002190	dicty_g8074.t1	acastellanii_g7558.t2, acastellanii_g314.t1, acastellanii_g7558.t1
OG0002191	dicty_g7829.t1	acastellanii_g7438.t1
OG0002192	dicty_g7630.t1	acastellanii_g7443.t1
OG0002195	dicty_g7767.t1	acastellanii_g7468.t3, acastellanii_g7468.t2, acastellanii_g7468.t1
OG0002195	dicty_g9390.t1	acastellanii_g4135.t1, acastellanii_g222.t1
OG0002197	dicty_g547.t1	acastellanii_g7329.t1, acastellanii_g6869.t2, acastellanii_g6869.t1
OG0002198	dicty_g401.t1, dicty_g5752.t1	acastellanii_g2313.t1, acastellanii_g7364.t1
OG0002200	dicty_g6082.t1	acastellanii_g7051.t1
OG0002201	dicty_g5436.t1	acastellanii_g7079.t1
OG0002202	dicty_g10359.t2, dicty_g10359.t1	acastellanii_g7083.t1
