Orthogroup	dicty_braker	vvermcdc19_braker
OG0001532	dicty_g5546.t1, dicty_g1678.t2, dicty_g1678.t1	vverm_g12099.t1
OG0001533	dicty_g2995.t1, dicty_g2481.t1	vverm_g9809.t1
OG0001534	dicty_g5301.t1	vverm_g1537.t1, vverm_g484.t1, vverm_g485.t2, vverm_g485.t1
OG0001535	dicty_g6817.t1	vverm_g14288.t1, vverm_g14288.t2
OG0001536	dicty_g7870.t1	vverm_g5274.t2, vverm_g5274.t1
OG0001537	dicty_g8137.t1	vverm_g12403.t1
OG0001538	dicty_g10497.t1, dicty_g11035.t1	vverm_g7345.t1, vverm_g855.t1, vverm_g855.t2
OG0001539	dicty_g9842.t1, dicty_g4944.t1	vverm_g3551.t1
OG0001540	dicty_g3036.t1	vverm_g15664.t2, vverm_g15664.t1
OG0001542	dicty_g10904.t1	vverm_g10527.t1, vverm_g10527.t2
OG0001543	dicty_g2960.t1, dicty_g2515.t1	vverm_g10070.t1
OG0001545	dicty_g8593.t1	vverm_g15352.t1, vverm_g15263.t1
OG0001546	dicty_g674.t1, dicty_g2173.t1	vverm_g6784.t1
OG0001547	dicty_g8972.t1, dicty_g7668.t1	vverm_g5012.t1
OG0001548	dicty_g7189.t1	vverm_g4767.t2, vverm_g4767.t1
OG0001549	dicty_g1956.t1	vverm_g2708.t1
OG0001550	dicty_g10302.t1	vverm_g8567.t1, vverm_g8567.t2
OG0001552	dicty_g7635.t1, dicty_g9300.t1	vverm_g9626.t1
OG0001553	dicty_g10631.t1	vverm_g12723.t2, vverm_g12723.t1, vverm_g2422.t1
OG0001554	dicty_g488.t2, dicty_g488.t1	vverm_g14777.t2
OG0001557	dicty_g9540.t1	vverm_g720.t1, vverm_g16942.t1
OG0001558	dicty_g11237.t1	vverm_g1515.t1
OG0001559	dicty_g9379.t1	vverm_g15348.t2, vverm_g15348.t1
OG0001560	dicty_g5412.t1	vverm_g14645.t1
OG0001561	dicty_g7984.t1	vverm_g16681.t1
OG0001562	dicty_g8838.t1, dicty_g8838.t2	vverm_g14658.t1
OG0001563	dicty_g10907.t1	vverm_g15329.t2, vverm_g15329.t1
OG0001564	dicty_g2663.t1, dicty_g2814.t1	vverm_g12792.t1, vverm_g12792.t2
OG0001565	dicty_g9208.t1	vverm_g14675.t1, vverm_g6844.t1, vverm_g1062.t1, vverm_g1062.t2
OG0001566	dicty_g1790.t1	vverm_g3005.t1
OG0001569	dicty_g7031.t1	vverm_g11446.t1
OG0001570	dicty_g11109.t1	vverm_g9370.t1
OG0001571	dicty_g6825.t1	vverm_g14772.t1, vverm_g5715.t1
OG0001572	dicty_g1951.t1	vverm_g328.t1
OG0001573	dicty_g10266.t1	vverm_g4700.t1, vverm_g11182.t1, vverm_g268.t1
OG0001574	dicty_g6789.t1, dicty_g6789.t2	vverm_g14835.t1
OG0001575	dicty_g4608.t1, dicty_g9748.t1	vverm_g3608.t1
OG0001576	dicty_g9395.t1	vverm_g6279.t1
OG0001577	dicty_g2018.t1	vverm_g13741.t1, vverm_g13741.t2, vverm_g13741.t3
OG0001578	dicty_g7913.t1, dicty_g6217.t1	vverm_g10071.t1
OG0001578	dicty_g10729.t1	vverm_g15545.t1
OG0001579	dicty_g10238.t1	vverm_g397.t1
OG0001581	dicty_g9425.t2, dicty_g9425.t1	vverm_g12021.t1, vverm_g12021.t2
OG0001582	dicty_g3337.t1	vverm_g3752.t1
OG0001583	dicty_g1907.t1	vverm_g15423.t1, vverm_g15426.t1
OG0001584	dicty_g6338.t1	vverm_g15465.t1, vverm_g15461.t1
OG0001585	dicty_g10423.t1	vverm_g230.t1, vverm_g14980.t1
OG0001586	dicty_g6528.t1, dicty_g3899.t1	vverm_g7616.t1
OG0001587	dicty_g7329.t1	vverm_g12223.t1
OG0001590	dicty_g6232.t1	vverm_g7034.t1
OG0001591	dicty_g10309.t1	vverm_g16451.t1, vverm_g16451.t2
OG0001592	dicty_g10975.t1	vverm_g11555.t1, vverm_g16385.t1
OG0001593	dicty_g6903.t1	vverm_g12683.t1
OG0001594	dicty_g8849.t1	vverm_g7035.t1, vverm_g7035.t2
OG0001595	dicty_g7916.t1, dicty_g7620.t1	vverm_g6990.t1
OG0001596	dicty_g1646.t2	vverm_g3018.t1
OG0001597	dicty_g677.t1, dicty_g677.t2	vverm_g643.t1
OG0001598	dicty_g2019.t1	vverm_g8374.t1, vverm_g8374.t2
OG0001599	dicty_g4043.t1, dicty_g4041.t1, dicty_g4042.t1	vverm_g8967.t1
OG0001600	dicty_g3162.t1	vverm_g11708.t1, vverm_g11708.t2, vverm_g4283.t1
OG0001601	dicty_g2092.t1	vverm_g3279.t1, vverm_g13722.t2, vverm_g13722.t1
OG0001602	dicty_g7438.t1	vverm_g5207.t1
OG0001603	dicty_g8712.t1	vverm_g2573.t1
OG0001604	dicty_g7310.t1	vverm_g5873.t1, vverm_g14066.t2, vverm_g14066.t1
OG0001606	dicty_g8816.t1, dicty_g8816.t2	vverm_g13807.t1
OG0001608	dicty_g298.t1	vverm_g2817.t1, vverm_g2817.t2
OG0001609	dicty_g9299.t1	vverm_g566.t1
OG0001610	dicty_g11467.t1, dicty_g10810.t1	vverm_g10282.t1
OG0001611	dicty_g10363.t1	vverm_g12389.t1, vverm_g14863.t1
OG0001612	dicty_g4761.t1	vverm_g14976.t1, vverm_g4323.t1
OG0001614	dicty_g9172.t2, dicty_g9172.t1, dicty_g9172.t3	vverm_g1912.t1
OG0001616	dicty_g2207.t1	vverm_g9180.t1
OG0001618	dicty_g4882.t1	vverm_g16345.t2, vverm_g16345.t1
OG0001619	dicty_g4306.t1	vverm_g9711.t3, vverm_g9711.t1, vverm_g2682.t1, vverm_g2682.t3
OG0001621	dicty_g6776.t1	vverm_g945.t2, vverm_g945.t1
OG0001622	dicty_g11484.t1	vverm_g14440.t1
OG0001623	dicty_g1868.t1	vverm_g3575.t1, vverm_g3575.t2
OG0001624	dicty_g5944.t1, dicty_g5945.t1, dicty_g7359.t1, dicty_g8275.t1	vverm_g8462.t2, vverm_g8462.t1
OG0001625	dicty_g7507.t1, dicty_g7509.t1, dicty_g7508.t1	vverm_g15814.t1, vverm_g15815.t1, vverm_g16030.t1, vverm_g3870.t1
OG0001626	dicty_g8184.t1, dicty_g5454.t1	vverm_g11008.t1, vverm_g11023.t1
OG0001627	dicty_g4345.t1	vverm_g6493.t1, vverm_g6493.t2, vverm_g6493.t3, vverm_g4827.t1, vverm_g16558.t1
OG0001628	dicty_g8488.t1	vverm_g10328.t2, vverm_g10454.t1
OG0001629	dicty_g10315.t2, dicty_g10315.t1, dicty_g10315.t3	vverm_g9873.t1
OG0001631	dicty_g10807.t1, dicty_g10807.t2	vverm_g392.t1, vverm_g392.t2
OG0001633	dicty_g4664.t1	vverm_g12640.t1, vverm_g12640.t2
OG0001634	dicty_g9884.t1	vverm_g10334.t2, vverm_g10334.t3, vverm_g10334.t1
OG0001637	dicty_g9514.t1	vverm_g12582.t1
OG0001638	dicty_g4303.t1, dicty_g5751.t1, dicty_g3433.t1, dicty_g7774.t1	vverm_g16281.t1
OG0001639	dicty_g3779.t1	vverm_g1833.t1, vverm_g6537.t1, vverm_g2533.t2, vverm_g2533.t1
OG0001640	dicty_g5064.t1, dicty_g10380.t1	vverm_g1450.t1, vverm_g7535.t1, vverm_g6230.t1
OG0001642	dicty_g394.t1	vverm_g9925.t2, vverm_g9925.t1
OG0001643	dicty_g10317.t1	vverm_g9437.t1
OG0001645	dicty_g10773.t1, dicty_g10773.t2	vverm_g4572.t1, vverm_g4572.t2
OG0001647	dicty_g5508.t1	vverm_g104.t1
OG0001647	dicty_g2601.t1, dicty_g2875.t1	vverm_g7846.t1
OG0001648	dicty_g6956.t1	vverm_g12194.t1, vverm_g16605.t1
OG0001649	dicty_g6997.t1	vverm_g16838.t1
OG0001650	dicty_g9049.t1, dicty_g719.t3	vverm_g7156.t1, vverm_g7146.t1
OG0001651	dicty_g3456.t1	vverm_g13814.t2, vverm_g13814.t1
OG0001652	dicty_g6459.t1	vverm_g2545.t1
OG0001654	dicty_g8561.t1	vverm_g12599.t2, vverm_g12599.t1, vverm_g1931.t2, vverm_g1931.t1
OG0001655	dicty_g8273.t1	vverm_g1664.t1, vverm_g1664.t2
OG0001657	dicty_g1033.t1	vverm_g13597.t1, vverm_g2261.t1
OG0001658	dicty_g7975.t1, dicty_g7975.t2	vverm_g9589.t3, vverm_g9589.t2, vverm_g9589.t1
OG0001659	dicty_g4702.t1	vverm_g15542.t1
OG0001660	dicty_g10057.t1	vverm_g11100.t1
OG0001660	dicty_g4915.t1	vverm_g9100.t1
OG0001661	dicty_g7579.t1, dicty_g7581.t1, dicty_g7581.t2	vverm_g5262.t1
OG0001663	dicty_g3709.t1	vverm_g8955.t1
OG0001666	dicty_g1978.t1, dicty_g1978.t2	vverm_g4487.t1
OG0001667	dicty_g8867.t1	vverm_g4850.t1
OG0001669	dicty_g7334.t2	vverm_g14243.t1, vverm_g16177.t1, vverm_g16177.t2
OG0001670	dicty_g6519.t1	vverm_g5259.t1, vverm_g2913.t1
OG0001671	dicty_g9131.t1	vverm_g13154.t1, vverm_g12519.t1, vverm_g13154.t2
OG0001673	dicty_g6385.t1	vverm_g13086.t1, vverm_g13067.t1, vverm_g8278.t1, vverm_g12129.t1
OG0001674	dicty_g6957.t1	vverm_g6862.t1, vverm_g15151.t3, vverm_g6862.t2
OG0001675	dicty_g5887.t1	vverm_g4958.t2, vverm_g4958.t1, vverm_g4957.t1, vverm_g3045.t1, vverm_g10887.t1, vverm_g4958.t3
OG0001676	dicty_g7839.t1	vverm_g4852.t1
OG0001677	dicty_g1211.t1	vverm_g1524.t1
OG0001678	dicty_g3530.t1	vverm_g8011.t1
OG0001679	dicty_g9778.t1, dicty_g268.t1, dicty_g9777.t1, dicty_g9776.t1	vverm_g11280.t1
OG0001680	dicty_g8460.t1	vverm_g15279.t1
OG0001680	dicty_g9853.t1	vverm_g15299.t1, vverm_g15299.t2
OG0001681	dicty_g966.t1, dicty_g966.t2	vverm_g13369.t1
OG0001682	dicty_g7211.t1	vverm_g6838.t1, vverm_g2978.t1, vverm_g2978.t2
OG0001683	dicty_g606.t1	vverm_g6333.t1, vverm_g6329.t1
OG0001684	dicty_g10616.t1, dicty_g10616.t2	vverm_g3055.t1, vverm_g4507.t1
OG0001685	dicty_g4535.t1	vverm_g5193.t1, vverm_g5191.t1
OG0001686	dicty_g1315.t1, dicty_g11340.t1	vverm_g8647.t1, vverm_g4174.t1
OG0001687	dicty_g8224.t1	vverm_g5254.t1, vverm_g16238.t1
OG0001688	dicty_g10562.t1	vverm_g5566.t2, vverm_g5566.t1
OG0001689	dicty_g9132.t1	vverm_g11638.t1
OG0001691	dicty_g587.t2, dicty_g587.t1	vverm_g1289.t1
OG0001692	dicty_g7166.t1	vverm_g15861.t1
OG0001695	dicty_g7170.t1	vverm_g12772.t1, vverm_g1530.t1
OG0001697	dicty_g9928.t2, dicty_g9928.t1, dicty_g2591.t1, dicty_g2885.t1	vverm_g14916.t1
OG0001698	dicty_g2698.t1, dicty_g2779.t1	vverm_g10938.t1
OG0001699	dicty_g1914.t1, dicty_g7064.t1, dicty_g2112.t1, dicty_g8759.t1, dicty_g5620.t1	vverm_g2991.t1
OG0001700	dicty_g7606.t1	vverm_g12703.t1
OG0001701	dicty_g360.t1	vverm_g4421.t1
OG0001702	dicty_g198.t1	vverm_g15710.t2, vverm_g15710.t1
OG0001703	dicty_g6918.t1	vverm_g1924.t1
OG0001705	dicty_g1117.t1, dicty_g4321.t1	vverm_g3195.t3, vverm_g3195.t1
OG0001706	dicty_g10947.t1	vverm_g12397.t1
OG0001707	dicty_g11313.t1	vverm_g16836.t1
OG0001708	dicty_g5156.t1	vverm_g12708.t1, vverm_g1195.t1
OG0001709	dicty_g5626.t1, dicty_g1766.t1	vverm_g8165.t1, vverm_g7718.t1
OG0001712	dicty_g10394.t1	vverm_g9585.t2, vverm_g9585.t1
OG0001713	dicty_g7443.t1	vverm_g8199.t1, vverm_g2897.t1
OG0001721	dicty_g8258.t1, dicty_g11146.t1	vverm_g5205.t3, vverm_g5205.t2, vverm_g5205.t1
OG0001748	dicty_g1557.t1, dicty_g5337.t1, dicty_g885.t1, dicty_g9060.t1, dicty_g788.t1	vverm_g4444.t1
OG0001752	dicty_g932.t1	vverm_g7214.t1
OG0001760	dicty_g3809.t1	vverm_g10799.t1, vverm_g9983.t1, vverm_g13645.t1
OG0001762	dicty_g6009.t1	vverm_g13165.t1, vverm_g12530.t1
OG0001764	dicty_g5895.t1	vverm_g645.t2, vverm_g645.t1
OG0001765	dicty_g1519.t3, dicty_g9871.t1	vverm_g16332.t1, vverm_g16332.t2
OG0001766	dicty_g6177.t1, dicty_g6176.t1	vverm_g1153.t1, vverm_g1153.t2
OG0001767	dicty_g10056.t2, dicty_g10056.t1	vverm_g3722.t1
OG0001770	dicty_g3642.t1, dicty_g6192.t1, dicty_g10960.t1, dicty_g197.t1	vverm_g15287.t3, vverm_g15287.t1
OG0001774	dicty_g6449.t1	vverm_g14940.t1, vverm_g6626.t2, vverm_g6.t1, vverm_g6626.t1, vverm_g6.t2
OG0001775	dicty_g6605.t1	vverm_g8394.t3, vverm_g8394.t1, vverm_g8394.t2
OG0001777	dicty_g6679.t1	vverm_g13803.t3, vverm_g13803.t1
OG0001778	dicty_g7184.t1	vverm_g8195.t1, vverm_g8195.t2
OG0001779	dicty_g7233.t1	vverm_g7636.t1, vverm_g543.t1, vverm_g5440.t1
OG0001781	dicty_g5355.t1	vverm_g6161.t1, vverm_g14174.t1, vverm_g11227.t1, vverm_g9083.t1, vverm_g9081.t1
OG0001782	dicty_g9653.t1	vverm_g9021.t1, vverm_g482.t1, vverm_g482.t2
OG0001783	dicty_g4723.t1	vverm_g8167.t1
OG0001784	dicty_g11134.t1	vverm_g521.t1
OG0001785	dicty_g9147.t2, dicty_g9147.t1	vverm_g12801.t1, vverm_g12801.t2, vverm_g12801.t3, vverm_g11431.t1
OG0001787	dicty_g5091.t1, dicty_g4954.t1	vverm_g13362.t1
OG0001802	dicty_g3624.t1, dicty_g4989.t1, dicty_g8152.t1, dicty_g3322.t1	vverm_g15737.t1, vverm_g15737.t2, vverm_g1508.t1, vverm_g2163.t1
OG0001804	dicty_g6481.t1	vverm_g10927.t1, vverm_g10898.t1, vverm_g13567.t1, vverm_g13038.t1, vverm_g2911.t1, vverm_g16842.t2, vverm_g16842.t1
OG0001805	dicty_g7576.t1	vverm_g5705.t1, vverm_g5703.t1, vverm_g5699.t1, vverm_g5702.t1, vverm_g5700.t1, vverm_g5704.t2, vverm_g5704.t1
OG0001806	dicty_g8967.t1, dicty_g8999.t2, dicty_g8999.t1, dicty_g9001.t1, dicty_g9000.t1, dicty_g8643.t1, dicty_g8643.t2	vverm_g1091.t1
OG0001850	dicty_g5544.t1	vverm_g2790.t1
OG0001852	dicty_g7362.t1	vverm_g2550.t1
OG0001855	dicty_g3802.t1	vverm_g6072.t1
OG0001856	dicty_g9057.t1	vverm_g8676.t1, vverm_g8676.t2
OG0001857	dicty_g1864.t1	vverm_g6228.t2, vverm_g6228.t1
OG0001858	dicty_g3772.t1	vverm_g6558.t1, vverm_g15266.t1
OG0001859	dicty_g9464.t1	vverm_g6450.t1
OG0001860	dicty_g8813.t1	vverm_g7691.t2, vverm_g7691.t1
OG0001861	dicty_g7785.t1	vverm_g10515.t1
OG0001862	dicty_g2151.t1	vverm_g10478.t3, vverm_g10478.t2, vverm_g10478.t1
OG0001863	dicty_g8621.t1	vverm_g6275.t1
OG0001864	dicty_g1135.t1	vverm_g8386.t1
OG0001865	dicty_g8000.t1	vverm_g11597.t1, vverm_g16095.t1, vverm_g9840.t1
OG0001866	dicty_g2449.t1, dicty_g4191.t1	vverm_g16550.t2, vverm_g16550.t1
OG0001867	dicty_g10691.t1	vverm_g1616.t1
OG0001868	dicty_g4974.t1	vverm_g1703.t1
OG0001869	dicty_g431.t1	vverm_g1666.t1
OG0001870	dicty_g4770.t2	vverm_g13366.t1
OG0001874	dicty_g226.t1	vverm_g1641.t1
OG0001875	dicty_g461.t1	vverm_g1734.t1
OG0001876	dicty_g11464.t1	vverm_g2770.t1
OG0001877	dicty_g4750.t1	vverm_g1664.t3
OG0001878	dicty_g4182.t1	vverm_g1650.t1
OG0001879	dicty_g6003.t1	vverm_g1634.t1
OG0001880	dicty_g2511.t1, dicty_g2964.t1	vverm_g11246.t1, vverm_g16933.t1
OG0001881	dicty_g9043.t1	vverm_g4234.t1
OG0001881	dicty_g2026.t1	vverm_g4232.t1
OG0001882	dicty_g1519.t2, dicty_g1519.t1	vverm_g1576.t1
OG0001883	dicty_g8622.t1	vverm_g8530.t1
OG0001884	dicty_g6164.t1	vverm_g1715.t1
OG0001885	dicty_g8478.t1, dicty_g4377.t1	vverm_g1618.t2, vverm_g1618.t1
OG0001886	dicty_g10579.t1	vverm_g9800.t1
OG0001887	dicty_g11088.t1	vverm_g6711.t1
OG0001888	dicty_g5120.t1	vverm_g8557.t2, vverm_g8557.t1
OG0001890	dicty_g4315.t1, dicty_g4315.t2	vverm_g7748.t1, vverm_g7748.t2
OG0001891	dicty_g10160.t1	vverm_g13411.t1, vverm_g13401.t1
OG0001892	dicty_g9852.t1	vverm_g2437.t1, vverm_g2437.t2
OG0001896	dicty_g5389.t1	vverm_g13946.t1, vverm_g16521.t1
OG0001897	dicty_g3140.t1	vverm_g8795.t1
OG0001898	dicty_g10897.t2, dicty_g10897.t1	vverm_g12661.t1
OG0001899	dicty_g505.t1	vverm_g13371.t1
OG0001900	dicty_g11305.t1, dicty_g11305.t2	vverm_g8903.t2, vverm_g8903.t1
OG0001901	dicty_g1754.t1	vverm_g4479.t1, vverm_g3766.t2, vverm_g3766.t1
OG0001902	dicty_g10199.t1	vverm_g4523.t1
OG0001903	dicty_g3575.t1	vverm_g6184.t1
OG0001906	dicty_g8464.t1	vverm_g15755.t3, vverm_g15755.t2
OG0001908	dicty_g9453.t1	vverm_g3715.t1, vverm_g8302.t1
OG0001909	dicty_g4308.t1	vverm_g5390.t1
OG0001910	dicty_g7418.t1	vverm_g8731.t1
OG0001912	dicty_g10590.t1	vverm_g8383.t1, vverm_g14514.t1
OG0001913	dicty_g7847.t1	vverm_g716.t1
OG0001915	dicty_g7807.t1	vverm_g16826.t1, vverm_g16826.t2
OG0001916	dicty_g8519.t1	vverm_g2407.t1, vverm_g15728.t1
OG0001918	dicty_g3909.t1	vverm_g11687.t1
OG0001922	dicty_g7863.t1	vverm_g3153.t1
OG0001923	dicty_g5737.t1	vverm_g1362.t1
OG0001924	dicty_g11505.t1	vverm_g14421.t1, vverm_g8847.t1
OG0001925	dicty_g10015.t1	vverm_g7370.t2, vverm_g7370.t1
OG0001926	dicty_g11140.t1, dicty_g8834.t1	vverm_g14789.t1
OG0001927	dicty_g6778.t1	vverm_g13341.t1
OG0001928	dicty_g4136.t1	vverm_g12702.t1
OG0001929	dicty_g10366.t1	vverm_g8704.t1, vverm_g8704.t2
OG0001931	dicty_g7675.t2, dicty_g7675.t1	vverm_g15688.t2, vverm_g15688.t1
OG0001932	dicty_g10439.t1	vverm_g9765.t1
OG0001933	dicty_g1666.t1	vverm_g14006.t1
OG0001935	dicty_g3099.t1	vverm_g4112.t1, vverm_g12490.t1
OG0001937	dicty_g4675.t1	vverm_g323.t1
OG0001939	dicty_g3063.t1	vverm_g1359.t1
OG0001940	dicty_g7542.t1	vverm_g9466.t1
OG0001942	dicty_g7516.t1	vverm_g6971.t1, vverm_g16341.t1
OG0001944	dicty_g6780.t1, dicty_g6760.t1	vverm_g9380.t1
OG0001945	dicty_g3152.t1	vverm_g7352.t1
OG0001946	dicty_g6332.t1, dicty_g4105.t1	vverm_g14025.t1, vverm_g5914.t1
OG0001947	dicty_g8954.t1	vverm_g16750.t1
OG0001948	dicty_g1104.t1	vverm_g13765.t1
OG0001949	dicty_g10372.t1	vverm_g14628.t1, vverm_g14628.t2
OG0001950	dicty_g5741.t1	vverm_g310.t2, vverm_g310.t1
OG0001951	dicty_g10758.t1	vverm_g5694.t1, vverm_g7456.t1
OG0001952	dicty_g4277.t1	vverm_g8616.t1, vverm_g8630.t1
OG0001953	dicty_g10939.t1	vverm_g13635.t1
OG0001954	dicty_g2051.t1, dicty_g3957.t1, dicty_g11424.t1	vverm_g12814.t1, vverm_g13981.t1
OG0001955	dicty_g6767.t1, dicty_g9153.t1	vverm_g5234.t3
OG0001957	dicty_g1783.t1	vverm_g4750.t1
OG0001958	dicty_g1063.t1, dicty_g1063.t2	vverm_g11956.t1
OG0001960	dicty_g9688.t1	vverm_g11289.t1
OG0001961	dicty_g8864.t1	vverm_g7260.t1
OG0001962	dicty_g9022.t1	vverm_g14107.t1
OG0001963	dicty_g7855.t1	vverm_g7757.t1
OG0001964	dicty_g7163.t1	vverm_g15232.t1
OG0001965	dicty_g4211.t1	vverm_g16784.t2, vverm_g16784.t1, vverm_g16786.t1
OG0001966	dicty_g7919.t2, dicty_g7919.t1	vverm_g1555.t1
OG0001968	dicty_g5251.t1	vverm_g8916.t2, vverm_g8916.t1
OG0001969	dicty_g1998.t1	vverm_g1105.t3, vverm_g1105.t2, vverm_g1105.t1
OG0001970	dicty_g10118.t1	vverm_g7699.t1, vverm_g7699.t2
OG0001971	dicty_g5423.t1	vverm_g1529.t1
OG0001972	dicty_g3947.t1	vverm_g16616.t1, vverm_g11990.t1
OG0001975	dicty_g6163.t1	vverm_g1630.t2
OG0001976	dicty_g11059.t1	vverm_g13987.t2, vverm_g13987.t1
OG0001977	dicty_g982.t1, dicty_g5827.t1	vverm_g5184.t1
OG0001978	dicty_g2587.t1, dicty_g2889.t1	vverm_g14548.t1
OG0001979	dicty_g6685.t1, dicty_g6685.t2	vverm_g162.t1
OG0001980	dicty_g7168.t1	vverm_g9711.t2, vverm_g2682.t2
OG0001982	dicty_g3141.t1	vverm_g14909.t1
OG0001983	dicty_g1043.t1	vverm_g6566.t1
OG0001984	dicty_g9945.t1	vverm_g7446.t1, vverm_g5683.t1
OG0001987	dicty_g2453.t1	vverm_g2535.t1
OG0001988	dicty_g9789.t1	vverm_g10947.t1
OG0001989	dicty_g7642.t1	vverm_g8329.t1
OG0001990	dicty_g9461.t1	vverm_g8215.t3, vverm_g8215.t2, vverm_g8215.t1
OG0001991	dicty_g8504.t1, dicty_g6574.t1	vverm_g2614.t2, vverm_g2614.t1
OG0001992	dicty_g7790.t1	vverm_g12542.t1
OG0001994	dicty_g2113.t1	vverm_g10690.t1
OG0001995	dicty_g9944.t1	vverm_g487.t1
OG0001996	dicty_g6162.t1	vverm_g12295.t1, vverm_g3645.t1
OG0001997	dicty_g10986.t1	vverm_g13986.t1
OG0001999	dicty_g6953.t1, dicty_g6953.t2	vverm_g9495.t1
OG0002001	dicty_g7119.t1, dicty_g7119.t2	vverm_g13967.t1
OG0002002	dicty_g8189.t1	vverm_g924.t1
OG0002003	dicty_g151.t1	vverm_g10379.t1
OG0002004	dicty_g1367.t1	vverm_g9578.t1, vverm_g9371.t1
OG0002006	dicty_g8083.t1	vverm_g3929.t1, vverm_g3131.t1
OG0002007	dicty_g6614.t1	vverm_g8693.t1
OG0002008	dicty_g8286.t1	vverm_g12643.t1
OG0002009	dicty_g9611.t1	vverm_g4860.t1, vverm_g2171.t1
OG0002010	dicty_g8634.t1, dicty_g8634.t2	vverm_g5179.t1
OG0002011	dicty_g3014.t1	vverm_g7023.t1, vverm_g10589.t1
OG0002013	dicty_g7609.t1	vverm_g11016.t1
OG0002014	dicty_g159.t1	vverm_g16293.t1
OG0002015	dicty_g3371.t1	vverm_g9618.t1
OG0002017	dicty_g5991.t1	vverm_g13226.t1
OG0002018	dicty_g10289.t1	vverm_g5336.t2, vverm_g5336.t1
OG0002019	dicty_g4928.t1	vverm_g5781.t2
OG0002020	dicty_g8272.t1	vverm_g606.t1
OG0002021	dicty_g5306.t1	vverm_g616.t1, vverm_g615.t1
OG0002022	dicty_g1705.t1	vverm_g7620.t1
OG0002023	dicty_g4836.t1	vverm_g668.t1
OG0002024	dicty_g7316.t1	vverm_g640.t1
OG0002026	dicty_g8323.t1	vverm_g3010.t1, vverm_g3006.t1
OG0002027	dicty_g178.t1	vverm_g12588.t1
OG0002029	dicty_g7463.t1	vverm_g4233.t1
OG0002030	dicty_g2695.t1, dicty_g2782.t1, dicty_g2134.t1	vverm_g4725.t1
OG0002032	dicty_g8620.t1, dicty_g3356.t1	vverm_g12292.t2, vverm_g12292.t1
OG0002033	dicty_g1016.t1	vverm_g5887.t1, vverm_g14050.t1
OG0002035	dicty_g7160.t1	vverm_g6135.t1, vverm_g3972.t1
OG0002036	dicty_g6180.t1	vverm_g5878.t1, vverm_g14059.t2, vverm_g14059.t1
OG0002038	dicty_g3581.t1	vverm_g10221.t1, vverm_g8069.t1
OG0002039	dicty_g11323.t1	vverm_g10828.t1, vverm_g10828.t2
OG0002040	dicty_g8634.t3	vverm_g154.t2, vverm_g154.t1
OG0002041	dicty_g5160.t1	vverm_g1894.t1
OG0002042	dicty_g10641.t1	vverm_g12303.t1
OG0002043	dicty_g1661.t1	vverm_g16417.t1
OG0002044	dicty_g6305.t1	vverm_g6420.t1
OG0002048	dicty_g1723.t3	vverm_g10183.t1, vverm_g10183.t2
OG0002049	dicty_g5380.t1	vverm_g5579.t1
OG0002050	dicty_g6085.t1, dicty_g3611.t1	vverm_g13589.t1, vverm_g13589.t2
OG0002051	dicty_g6539.t1	vverm_g193.t2, vverm_g193.t1
OG0002052	dicty_g4552.t2, dicty_g4552.t1	vverm_g4828.t1
OG0002054	dicty_g9363.t1	vverm_g2239.t2, vverm_g2239.t1, vverm_g4038.t1, vverm_g3355.t1
OG0002055	dicty_g10271.t1	vverm_g1389.t1
OG0002056	dicty_g8161.t1	vverm_g10568.t1, vverm_g10749.t1, vverm_g1932.t1
OG0002058	dicty_g5735.t1	vverm_g13393.t1
OG0002059	dicty_g5100.t1	vverm_g3801.t1
OG0002062	dicty_g11178.t1	vverm_g7036.t1
OG0002063	dicty_g140.t1	vverm_g6864.t1, vverm_g15150.t1
OG0002064	dicty_g8927.t1	vverm_g4357.t1
OG0002066	dicty_g2108.t1	vverm_g9477.t1
OG0002067	dicty_g10334.t1	vverm_g2231.t1, vverm_g1131.t1
OG0002069	dicty_g6606.t1	vverm_g13783.t1
OG0002070	dicty_g10601.t1	vverm_g11201.t1, vverm_g11201.t2
OG0002071	dicty_g9875.t1	vverm_g13365.t1
OG0002072	dicty_g5336.t1	vverm_g3712.t1
OG0002073	dicty_g5445.t1	vverm_g2795.t1
OG0002074	dicty_g9876.t1	vverm_g4839.t1
OG0002075	dicty_g5200.t1	vverm_g3973.t1, vverm_g6134.t1
OG0002076	dicty_g5033.t1	vverm_g3.t1, vverm_g9204.t1
OG0002077	dicty_g438.t1	vverm_g34.t1
OG0002079	dicty_g1621.t1, dicty_g1624.t1, dicty_g1622.t1	vverm_g9382.t1
OG0002080	dicty_g8890.t1	vverm_g5407.t2, vverm_g5407.t1
OG0002082	dicty_g6947.t1	vverm_g4187.t1, vverm_g4187.t2
OG0002084	dicty_g6138.t1	vverm_g9575.t1
OG0002085	dicty_g3477.t2, dicty_g3477.t1, dicty_g5411.t1	vverm_g631.t1
OG0002086	dicty_g3952.t1, dicty_g3952.t2	vverm_g15324.t1, vverm_g15324.t2
OG0002087	dicty_g4453.t1	vverm_g4382.t2, vverm_g4382.t1
OG0002088	dicty_g10308.t1	vverm_g8227.t1
OG0002090	dicty_g6197.t1, dicty_g5437.t1	vverm_g10787.t1
OG0002092	dicty_g3401.t1, dicty_g8793.t1, dicty_g8793.t2	vverm_g13329.t1
OG0002093	dicty_g10949.t1	vverm_g14274.t1
