Orthogroup	acastellanii_braker	bc2001_braker	bc2002_braker	dicty_braker	vvermcdc19_braker
OG0021270	acastellanii_g5136.t1				
OG0021271	acastellanii_g5138.t1				
OG0021272	acastellanii_g5141.t1				
OG0021273	acastellanii_g5143.t1				
OG0021274	acastellanii_g5144.t1				
OG0021275	acastellanii_g5145.t1				
OG0021276	acastellanii_g5148.t1				
OG0021277	acastellanii_g5149.t1				
OG0021278	acastellanii_g5152.t1				
OG0021279	acastellanii_g5157.t1				
OG0021280	acastellanii_g5172.t1				
OG0021281	acastellanii_g5178.t1				
OG0021282	acastellanii_g5179.t1				
OG0021283	acastellanii_g5191.t1				
OG0021284	acastellanii_g5192.t1				
OG0021285	acastellanii_g5193.t1				
OG0021286	acastellanii_g5195.t1				
OG0021287	acastellanii_g5198.t1				
OG0021288	acastellanii_g5092.t1				
OG0021289	acastellanii_g5095.t1				
OG0021290	acastellanii_g5079.t1				
OG0021291	acastellanii_g5080.t1				
OG0021292	acastellanii_g5081.t1				
OG0021293	acastellanii_g5082.t1				
OG0021294	acastellanii_g5085.t1				
OG0021295	acastellanii_g4972.t1				
OG0021296	acastellanii_g4974.t1				
OG0021297	acastellanii_g4975.t1				
OG0021298	acastellanii_g4976.t1				
OG0021299	acastellanii_g4978.t1				
OG0021300	acastellanii_g4981.t1				
OG0021301	acastellanii_g4986.t1				
OG0021302	acastellanii_g4992.t1				
OG0021303	acastellanii_g4999.t1				
OG0021304	acastellanii_g5002.t1				
OG0021305	acastellanii_g5003.t1				
OG0021306	acastellanii_g5006.t1				
OG0021307	acastellanii_g5015.t1				
OG0021308	acastellanii_g5016.t1				
OG0021309	acastellanii_g5017.t1				
OG0021310	acastellanii_g5027.t1				
OG0021311	acastellanii_g5028.t1				
OG0021312	acastellanii_g5029.t1				
OG0021313	acastellanii_g5031.t1				
OG0021314	acastellanii_g5032.t1				
OG0021315	acastellanii_g5033.t1				
OG0021316	acastellanii_g5035.t1				
OG0021317	acastellanii_g5036.t1				
OG0021318	acastellanii_g5039.t1				
OG0021319	acastellanii_g5041.t1				
OG0021320	acastellanii_g5043.t1				
OG0021321	acastellanii_g5049.t1				
OG0021322	acastellanii_g5053.t1				
OG0021323	acastellanii_g5055.t1				
OG0021324	acastellanii_g5059.t1				
OG0021325	acastellanii_g5062.t1				
OG0021326	acastellanii_g5070.t1				
OG0021327	acastellanii_g4965.t1				
OG0021328	acastellanii_g4947.t1				
OG0021329	acastellanii_g4948.t1				
OG0021330	acastellanii_g4952.t1				
OG0021331	acastellanii_g4957.t1				
OG0021332	acastellanii_g4939.t1				
OG0021333	acastellanii_g4941.t1				
OG0021334	acastellanii_g4917.t1				
OG0021335	acastellanii_g4918.t1				
OG0021336	acastellanii_g4837.t1				
OG0021337	acastellanii_g4848.t1				
OG0021338	acastellanii_g4855.t1				
OG0021339	acastellanii_g4857.t1				
OG0021340	acastellanii_g4861.t1				
OG0021341	acastellanii_g4865.t1				
OG0021342	acastellanii_g4867.t1				
OG0021343	acastellanii_g4884.t1				
OG0021344	acastellanii_g4886.t1				
OG0021345	acastellanii_g4890.t1				
OG0021346	acastellanii_g4897.t1				
OG0021347	acastellanii_g4899.t1				
OG0021348	acastellanii_g4901.t1				
OG0021349	acastellanii_g4909.t1				
OG0021350	acastellanii_g4911.t1				
OG0021351	acastellanii_g4829.t1				
OG0021352	acastellanii_g4768.t1				
OG0021353	acastellanii_g4773.t1				
OG0021354	acastellanii_g4777.t1				
OG0021355	acastellanii_g4783.t1				
OG0021356	acastellanii_g4787.t1				
OG0021357	acastellanii_g4788.t1				
OG0021358	acastellanii_g4791.t1				
OG0021359	acastellanii_g4797.t1				
OG0021360	acastellanii_g4798.t1				
OG0021361	acastellanii_g4799.t1				
OG0021362	acastellanii_g4806.t1				
OG0021363	acastellanii_g4807.t1				
OG0021364	acastellanii_g4815.t1				
OG0021365	acastellanii_g4816.t1				
OG0021366	acastellanii_g4818.t1				
OG0021367	acastellanii_g4766.t1				
OG0021368	acastellanii_g4764.t1				
OG0021369	acastellanii_g4626.t1				
OG0021370	acastellanii_g4632.t1				
OG0021371	acastellanii_g4636.t1				
OG0021372	acastellanii_g4640.t1				
OG0021373	acastellanii_g4643.t1				
OG0021374	acastellanii_g4648.t1				
OG0021375	acastellanii_g4653.t1				
OG0021376	acastellanii_g4657.t1				
OG0021377	acastellanii_g4660.t1				
OG0021378	acastellanii_g4661.t1				
OG0021379	acastellanii_g4664.t1				
OG0021380	acastellanii_g4673.t1				
OG0021381	acastellanii_g4676.t1				
OG0021382	acastellanii_g4680.t1				
OG0021383	acastellanii_g4683.t1				
OG0021384	acastellanii_g4685.t1				
OG0021385	acastellanii_g4689.t1				
OG0021386	acastellanii_g4694.t1				
OG0021387	acastellanii_g4695.t1				
OG0021388	acastellanii_g4697.t1				
OG0021389	acastellanii_g4702.t1				
OG0021390	acastellanii_g4706.t1				
OG0021391	acastellanii_g4715.t1				
OG0021392	acastellanii_g4717.t1				
OG0021393	acastellanii_g4736.t1				
OG0021394	acastellanii_g4739.t1				
OG0021395	acastellanii_g4742.t1				
OG0021396	acastellanii_g4744.t1				
OG0021397	acastellanii_g4753.t1				
OG0021398	acastellanii_g4754.t1				
OG0021399	acastellanii_g4756.t1				
OG0021400	acastellanii_g4518.t1				
OG0021401	acastellanii_g4519.t1				
OG0021402	acastellanii_g4521.t1				
OG0021403	acastellanii_g4524.t1				
OG0021404	acastellanii_g4530.t1				
OG0021405	acastellanii_g4531.t1				
OG0021406	acastellanii_g4538.t1				
OG0021407	acastellanii_g4539.t1				
OG0021408	acastellanii_g4543.t1				
OG0021409	acastellanii_g4548.t1				
OG0021410	acastellanii_g4552.t1				
OG0021411	acastellanii_g4558.t1				
OG0021412	acastellanii_g4566.t1				
OG0021413	acastellanii_g4569.t1				
OG0021414	acastellanii_g4572.t1				
OG0021415	acastellanii_g4580.t1				
OG0021416	acastellanii_g4587.t1				
OG0021417	acastellanii_g4589.t1				
OG0021418	acastellanii_g4595.t1				
OG0021419	acastellanii_g4597.t1				
OG0021420	acastellanii_g4598.t1				
OG0021421	acastellanii_g4604.t1				
OG0021422	acastellanii_g4612.t1				
OG0021423	acastellanii_g4615.t1				
OG0021424	acastellanii_g4622.t1				
OG0021425	acastellanii_g4504.t1				
OG0021426	acastellanii_g4512.t1				
OG0021427	acastellanii_g4483.t1				
OG0021428	acastellanii_g4484.t1				
OG0021429	acastellanii_g4485.t1				
OG0021430	acastellanii_g4488.t1				
OG0021431	acastellanii_g4489.t1				
OG0021432	acastellanii_g4385.t1				
OG0021433	acastellanii_g4389.t1				
OG0021434	acastellanii_g4390.t1				
OG0021435	acastellanii_g4399.t1				
OG0021436	acastellanii_g4400.t1				
OG0021437	acastellanii_g4402.t1				
OG0021438	acastellanii_g4411.t1				
OG0021439	acastellanii_g4412.t1				
OG0021440	acastellanii_g4413.t1				
OG0021441	acastellanii_g4418.t1				
OG0021442	acastellanii_g4421.t1				
OG0021443	acastellanii_g4423.t1				
OG0021444	acastellanii_g4427.t1				
OG0021445	acastellanii_g4428.t1				
OG0021446	acastellanii_g4430.t1				
OG0021447	acastellanii_g4432.t1				
OG0021448	acastellanii_g4441.t1				
OG0021449	acastellanii_g4444.t1				
OG0021450	acastellanii_g4446.t1				
OG0021451	acastellanii_g4448.t1				
OG0021452	acastellanii_g4449.t1				
OG0021453	acastellanii_g4450.t1				
OG0021454	acastellanii_g4453.t1				
OG0021455	acastellanii_g4454.t1				
OG0021456	acastellanii_g4455.t1				
OG0021457	acastellanii_g4458.t1				
OG0021458	acastellanii_g4365.t1				
OG0021459	acastellanii_g4368.t1				
OG0021460	acastellanii_g4376.t1				
OG0021461	acastellanii_g4012.t1				
OG0021462	acastellanii_g4015.t1				
OG0021463	acastellanii_g4024.t1				
OG0021464	acastellanii_g4042.t1				
OG0021465	acastellanii_g4059.t1				
OG0021466	acastellanii_g4061.t1				
OG0021467	acastellanii_g4067.t1				
OG0021468	acastellanii_g4080.t1				
OG0021469	acastellanii_g4090.t1				
OG0021470	acastellanii_g4096.t1				
OG0021471	acastellanii_g4097.t1				
OG0021472	acastellanii_g4113.t1				
OG0021473	acastellanii_g4127.t1				
OG0021474	acastellanii_g4130.t1				
OG0021475	acastellanii_g4142.t1				
OG0021476	acastellanii_g4145.t1				
OG0021477	acastellanii_g4163.t1				
OG0021478	acastellanii_g4176.t1				
OG0021479	acastellanii_g4179.t1				
OG0021480	acastellanii_g4181.t1				
OG0021481	acastellanii_g4182.t1				
OG0021482	acastellanii_g4187.t1				
OG0021483	acastellanii_g4191.t1				
OG0021484	acastellanii_g4192.t1				
OG0021485	acastellanii_g4201.t1				
OG0021486	acastellanii_g4211.t1				
OG0021487	acastellanii_g4221.t1				
OG0021488	acastellanii_g4229.t1				
OG0021489	acastellanii_g4235.t1				
OG0021490	acastellanii_g4243.t1				
OG0021491	acastellanii_g4248.t1				
OG0021492	acastellanii_g4254.t1				
OG0021493	acastellanii_g4257.t1				
OG0021494	acastellanii_g4269.t1				
OG0021495	acastellanii_g4273.t1				
OG0021496	acastellanii_g4276.t1				
OG0021497	acastellanii_g4279.t1				
OG0021498	acastellanii_g4287.t1				
OG0021499	acastellanii_g4292.t1				
OG0021500	acastellanii_g4293.t1				
OG0021501	acastellanii_g4294.t1				
OG0021502	acastellanii_g4305.t1				
OG0021503	acastellanii_g4309.t1				
OG0021504	acastellanii_g4316.t1				
OG0021505	acastellanii_g4318.t1				
OG0021506	acastellanii_g4320.t1				
OG0021507	acastellanii_g4327.t1				
OG0021508	acastellanii_g4331.t1				
OG0021509	acastellanii_g4332.t1				
OG0021510	acastellanii_g4342.t1				
OG0021511	acastellanii_g4343.t1				
OG0021512	acastellanii_g4344.t1				
OG0021513	acastellanii_g4347.t1				
OG0021514	acastellanii_g4356.t1				
OG0021515	acastellanii_g4005.t1				
OG0021516	acastellanii_g4006.t1				
OG0021517	acastellanii_g4008.t1				
OG0021518	acastellanii_g4002.t1				
OG0021519	acastellanii_g3960.t1				
OG0021520	acastellanii_g3964.t1				
OG0021521	acastellanii_g3966.t1				
OG0021522	acastellanii_g3969.t1				
OG0021523	acastellanii_g3990.t1				
OG0021524	acastellanii_g3936.t1				
OG0021525	acastellanii_g3937.t1				
OG0021526	acastellanii_g3939.t1				
OG0021527	acastellanii_g3941.t1				
OG0021528	acastellanii_g3948.t1				
OG0021529	acastellanii_g3949.t1				
OG0021530	acastellanii_g3954.t1				
OG0021531	acastellanii_g3923.t1				
OG0021532	acastellanii_g3931.t1				
OG0021533	acastellanii_g3861.t1				
OG0021534	acastellanii_g3870.t1				
OG0021535	acastellanii_g3872.t1				
OG0021536	acastellanii_g3878.t1				
OG0021537	acastellanii_g3883.t1				
OG0021538	acastellanii_g3887.t1				
OG0021539	acastellanii_g3907.t1				
OG0021540	acastellanii_g3916.t1				
OG0021541	acastellanii_g3917.t1				
OG0021542	acastellanii_g3754.t1				
OG0021543	acastellanii_g3764.t1				
OG0021544	acastellanii_g3767.t1				
OG0021545	acastellanii_g3769.t1				
OG0021546	acastellanii_g3771.t1				
OG0021547	acastellanii_g3772.t1				
OG0021548	acastellanii_g3782.t1				
OG0021549	acastellanii_g3783.t1				
OG0021550	acastellanii_g3790.t1				
OG0021551	acastellanii_g3797.t1				
OG0021552	acastellanii_g3798.t1				
OG0021553	acastellanii_g3805.t1				
OG0021554	acastellanii_g3809.t1				
OG0021555	acastellanii_g3811.t1				
OG0021556	acastellanii_g3815.t1				
OG0021557	acastellanii_g3817.t1				
OG0021558	acastellanii_g3824.t1				
OG0021559	acastellanii_g3828.t1				
OG0021560	acastellanii_g3831.t1				
OG0021561	acastellanii_g3840.t1				
OG0021562	acastellanii_g3845.t1				
OG0021563	acastellanii_g3851.t1				
OG0021564	acastellanii_g3853.t1				
OG0021565	acastellanii_g3742.t1				
OG0021566	acastellanii_g3745.t1				
OG0021567	acastellanii_g3746.t1				
OG0021568	acastellanii_g3749.t1				
OG0021569	acastellanii_g3736.t1				
OG0021570	acastellanii_g3699.t1				
OG0021571	acastellanii_g3707.t1				
OG0021572	acastellanii_g3711.t1				
OG0021573	acastellanii_g3712.t1				
OG0021574	acastellanii_g3713.t1				
OG0021575	acastellanii_g3714.t1				
OG0021576	acastellanii_g3725.t1				
OG0021577	acastellanii_g3674.t1				
OG0021578	acastellanii_g3675.t1				
OG0021579	acastellanii_g3676.t1				
OG0021580	acastellanii_g3683.t1				
OG0021581	acastellanii_g3688.t1				
OG0021582	acastellanii_g3690.t1				
OG0021583	acastellanii_g3693.t1				
OG0021584	acastellanii_g3694.t1				
OG0021585	acastellanii_g3695.t1				
OG0021586	acastellanii_g3696.t1				
OG0021587	acastellanii_g3697.t1				
OG0021588	acastellanii_g3639.t1				
OG0021589	acastellanii_g3641.t1				
OG0021590	acastellanii_g3646.t1				
OG0021591	acastellanii_g3648.t1				
OG0021592	acastellanii_g3650.t1				
OG0021593	acastellanii_g3658.t1				
OG0021594	acastellanii_g3629.t1				
OG0021595	acastellanii_g3632.t1				
OG0021596	acastellanii_g3633.t1				
OG0021597	acastellanii_g3634.t1				
OG0021598	acastellanii_g3635.t1				
OG0021599	acastellanii_g3637.t1				
OG0021600	acastellanii_g3602.t1				
OG0021601	acastellanii_g3605.t1				
OG0021602	acastellanii_g3608.t1				
OG0021603	acastellanii_g3610.t1				
OG0021604	acastellanii_g3615.t1				
OG0021605	acastellanii_g3617.t1				
OG0021606	acastellanii_g3619.t1				
OG0021607	acastellanii_g3624.t1				
OG0021608	acastellanii_g3625.t1				
OG0021609	acastellanii_g3515.t1				
OG0021610	acastellanii_g3517.t1				
OG0021611	acastellanii_g3523.t1				
OG0021612	acastellanii_g3535.t1				
OG0021613	acastellanii_g3536.t1				
OG0021614	acastellanii_g3541.t1				
OG0021615	acastellanii_g3547.t1				
OG0021616	acastellanii_g3548.t1				
OG0021617	acastellanii_g3550.t1				
OG0021618	acastellanii_g3553.t1				
OG0021619	acastellanii_g3554.t1				
OG0021620	acastellanii_g3577.t1				
OG0021621	acastellanii_g3578.t1				
OG0021622	acastellanii_g3588.t1				
OG0021623	acastellanii_g3430.t1				
OG0021624	acastellanii_g3433.t1				
OG0021625	acastellanii_g3441.t1				
OG0021626	acastellanii_g3445.t1				
OG0021627	acastellanii_g3446.t1				
OG0021628	acastellanii_g3447.t1				
OG0021629	acastellanii_g3448.t1				
OG0021630	acastellanii_g3455.t1				
OG0021631	acastellanii_g3456.t1				
OG0021632	acastellanii_g3464.t1				
OG0021633	acastellanii_g3470.t1				
OG0021634	acastellanii_g3473.t1				
OG0021635	acastellanii_g3480.t1				
OG0021636	acastellanii_g3485.t1				
OG0021637	acastellanii_g3487.t1				
OG0021638	acastellanii_g3488.t1				
OG0021639	acastellanii_g3491.t1				
OG0021640	acastellanii_g3492.t1				
OG0021641	acastellanii_g3408.t1				
OG0021642	acastellanii_g3415.t1				
OG0021643	acastellanii_g3344.t1				
OG0021644	acastellanii_g3346.t1				
OG0021645	acastellanii_g3348.t1				
OG0021646	acastellanii_g3352.t1				
OG0021647	acastellanii_g3358.t1				
OG0021648	acastellanii_g3370.t2				
OG0021649	acastellanii_g3374.t1				
OG0021650	acastellanii_g3382.t1				
OG0021651	acastellanii_g3383.t1				
OG0021652	acastellanii_g3384.t1				
OG0021653	acastellanii_g3386.t1				
OG0021654	acastellanii_g3387.t1				
OG0021655	acastellanii_g3388.t1				
OG0021656	acastellanii_g3316.t1				
OG0021657	acastellanii_g3317.t1				
OG0021658	acastellanii_g3310.t1				
OG0021659	acastellanii_g3312.t1				
OG0021660	acastellanii_g3314.t1				
OG0021661	acastellanii_g3300.t1				
OG0021662	acastellanii_g3302.t1				
OG0021663	acastellanii_g3303.t1				
OG0021664	acastellanii_g3270.t1				
OG0021665	acastellanii_g3273.t1				
OG0021666	acastellanii_g3276.t1				
OG0021667	acastellanii_g3281.t1				
OG0021668	acastellanii_g3282.t1				
OG0021669	acastellanii_g3285.t1				
OG0021670	acastellanii_g3287.t1				
OG0021671	acastellanii_g3259.t1				
OG0021672	acastellanii_g3261.t1				
OG0021673	acastellanii_g3262.t1				
OG0021674	acastellanii_g3254.t1				
OG0021675	acastellanii_g3255.t1				
OG0021676	acastellanii_g3257.t1				
OG0021677	acastellanii_g3258.t1				
OG0021678	acastellanii_g3204.t1				
OG0021679	acastellanii_g3205.t1				
OG0021680	acastellanii_g3216.t1				
OG0021681	acastellanii_g3220.t1				
OG0021682	acastellanii_g3224.t1				
OG0021683	acastellanii_g3233.t1				
OG0021684	acastellanii_g3236.t1				
OG0021685	acastellanii_g3243.t1				
OG0021686	acastellanii_g3244.t1				
OG0021687	acastellanii_g3199.t1				
OG0021688	acastellanii_g3182.t1				
OG0021689	acastellanii_g3185.t1				
OG0021690	acastellanii_g3187.t1				
OG0021691	acastellanii_g3192.t1				
OG0021692	acastellanii_g3193.t1				
OG0021693	acastellanii_g3194.t1				
OG0021694	acastellanii_g2952.t1				
OG0021695	acastellanii_g2953.t1				
OG0021696	acastellanii_g2954.t1				
OG0021697	acastellanii_g2955.t1				
OG0021698	acastellanii_g2963.t1				
OG0021699	acastellanii_g2964.t1				
OG0021700	acastellanii_g2970.t1				
OG0021701	acastellanii_g2971.t1				
OG0021702	acastellanii_g2972.t1				
OG0021703	acastellanii_g2980.t1				
OG0021704	acastellanii_g2983.t1				
OG0021705	acastellanii_g2985.t1				
OG0021706	acastellanii_g2987.t1				
OG0021707	acastellanii_g2992.t1				
OG0021708	acastellanii_g3003.t1				
OG0021709	acastellanii_g3008.t1				
OG0021710	acastellanii_g3013.t1				
OG0021711	acastellanii_g3019.t1				
OG0021712	acastellanii_g3023.t1				
OG0021713	acastellanii_g3024.t1				
OG0021714	acastellanii_g3028.t1				
OG0021715	acastellanii_g3033.t1				
OG0021716	acastellanii_g3034.t1				
OG0021717	acastellanii_g3035.t1				
OG0021718	acastellanii_g3039.t1				
OG0021719	acastellanii_g3048.t1				
OG0021720	acastellanii_g3049.t1				
OG0021721	acastellanii_g3065.t1				
OG0021722	acastellanii_g3068.t1				
OG0021723	acastellanii_g3077.t1				
OG0021724	acastellanii_g3082.t1				
OG0021725	acastellanii_g3094.t1				
OG0021726	acastellanii_g3099.t1				
OG0021727	acastellanii_g3101.t1				
OG0021728	acastellanii_g3104.t1				
OG0021729	acastellanii_g3106.t1				
OG0021730	acastellanii_g3112.t1				
OG0021731	acastellanii_g3115.t1				
OG0021732	acastellanii_g3118.t1				
OG0021733	acastellanii_g3119.t1				
OG0021734	acastellanii_g3128.t1				
OG0021735	acastellanii_g3129.t1				
OG0021736	acastellanii_g3134.t1				
OG0021737	acastellanii_g3136.t1				
OG0021738	acastellanii_g3138.t1				
OG0021739	acastellanii_g3140.t1				
OG0021740	acastellanii_g3141.t1				
OG0021741	acastellanii_g3149.t1				
OG0021742	acastellanii_g3152.t1				
OG0021743	acastellanii_g3156.t1				
OG0021744	acastellanii_g3167.t1				
OG0021745	acastellanii_g3169.t1				
OG0021746	acastellanii_g3171.t1				
OG0021747	acastellanii_g2860.t1				
OG0021748	acastellanii_g2862.t1				
OG0021749	acastellanii_g2871.t1				
OG0021750	acastellanii_g2874.t1				
OG0021751	acastellanii_g2876.t1				
OG0021752	acastellanii_g2878.t1				
OG0021753	acastellanii_g2881.t1				
OG0021754	acastellanii_g2883.t1				
OG0021755	acastellanii_g2884.t1				
OG0021756	acastellanii_g2886.t1				
OG0021757	acastellanii_g2887.t1				
OG0021758	acastellanii_g2890.t1				
OG0021759	acastellanii_g2896.t1				
OG0021760	acastellanii_g2898.t1				
OG0021761	acastellanii_g2902.t1				
OG0021762	acastellanii_g2904.t1				
OG0021763	acastellanii_g2915.t1				
OG0021764	acastellanii_g2919.t1				
OG0021765	acastellanii_g2920.t1				
OG0021766	acastellanii_g2925.t1				
OG0021767	acastellanii_g2927.t1				
OG0021768	acastellanii_g2934.t1				
OG0021769	acastellanii_g2943.t1				
OG0021770	acastellanii_g2947.t1				
OG0021771	acastellanii_g2949.t1				
OG0021772	acastellanii_g2859.t1				
OG0021773	acastellanii_g2852.t1				
OG0021774	acastellanii_g2851.t1				
OG0021775	acastellanii_g2847.t1				
OG0021776	acastellanii_g2828.t1				
OG0021777	acastellanii_g2816.t1				
OG0021778	acastellanii_g2817.t1				
OG0021779	acastellanii_g2818.t1				
OG0021780	acastellanii_g2826.t1				
OG0021781	acastellanii_g2783.t1				
OG0021782	acastellanii_g2711.t1				
OG0021783	acastellanii_g2719.t1				
OG0021784	acastellanii_g2720.t1				
OG0021785	acastellanii_g2722.t1				
OG0021786	acastellanii_g2727.t1				
OG0021787	acastellanii_g2728.t1				
OG0021788	acastellanii_g2730.t1				
OG0021789	acastellanii_g2732.t1				
