Orthogroup	vvermcdc19_braker	dicty_braker
OG0001866	vverm_g16550.t2, vverm_g16550.t1	dicty_g2449.t1, dicty_g4191.t1
OG0001867	vverm_g1616.t1	dicty_g10691.t1
OG0001868	vverm_g1703.t1	dicty_g4974.t1
OG0001869	vverm_g1666.t1	dicty_g431.t1
OG0001870	vverm_g13366.t1	dicty_g4770.t2
OG0001874	vverm_g1641.t1	dicty_g226.t1
OG0001875	vverm_g1734.t1	dicty_g461.t1
OG0001876	vverm_g2770.t1	dicty_g11464.t1
OG0001877	vverm_g1664.t3	dicty_g4750.t1
OG0001878	vverm_g1650.t1	dicty_g4182.t1
OG0001879	vverm_g1634.t1	dicty_g6003.t1
OG0001880	vverm_g11246.t1, vverm_g16933.t1	dicty_g2511.t1, dicty_g2964.t1
OG0001881	vverm_g4234.t1	dicty_g9043.t1
OG0001881	vverm_g4232.t1	dicty_g2026.t1
OG0001882	vverm_g1576.t1	dicty_g1519.t2, dicty_g1519.t1
OG0001883	vverm_g8530.t1	dicty_g8622.t1
OG0001884	vverm_g1715.t1	dicty_g6164.t1
OG0001885	vverm_g1618.t2, vverm_g1618.t1	dicty_g8478.t1, dicty_g4377.t1
OG0001886	vverm_g9800.t1	dicty_g10579.t1
OG0001887	vverm_g6711.t1	dicty_g11088.t1
OG0001888	vverm_g8557.t2, vverm_g8557.t1	dicty_g5120.t1
OG0001890	vverm_g7748.t1, vverm_g7748.t2	dicty_g4315.t1, dicty_g4315.t2
OG0001891	vverm_g13411.t1, vverm_g13401.t1	dicty_g10160.t1
OG0001892	vverm_g2437.t1, vverm_g2437.t2	dicty_g9852.t1
OG0001896	vverm_g13946.t1, vverm_g16521.t1	dicty_g5389.t1
OG0001897	vverm_g8795.t1	dicty_g3140.t1
OG0001898	vverm_g12661.t1	dicty_g10897.t2, dicty_g10897.t1
OG0001899	vverm_g13371.t1	dicty_g505.t1
OG0001900	vverm_g8903.t2, vverm_g8903.t1	dicty_g11305.t1, dicty_g11305.t2
OG0001901	vverm_g4479.t1, vverm_g3766.t2, vverm_g3766.t1	dicty_g1754.t1
OG0001902	vverm_g4523.t1	dicty_g10199.t1
OG0001903	vverm_g6184.t1	dicty_g3575.t1
OG0001906	vverm_g15755.t3, vverm_g15755.t2	dicty_g8464.t1
OG0001908	vverm_g3715.t1, vverm_g8302.t1	dicty_g9453.t1
OG0001909	vverm_g5390.t1	dicty_g4308.t1
OG0001910	vverm_g8731.t1	dicty_g7418.t1
OG0001912	vverm_g8383.t1, vverm_g14514.t1	dicty_g10590.t1
OG0001913	vverm_g716.t1	dicty_g7847.t1
OG0001915	vverm_g16826.t1, vverm_g16826.t2	dicty_g7807.t1
OG0001916	vverm_g2407.t1, vverm_g15728.t1	dicty_g8519.t1
OG0001918	vverm_g11687.t1	dicty_g3909.t1
OG0001922	vverm_g3153.t1	dicty_g7863.t1
OG0001923	vverm_g1362.t1	dicty_g5737.t1
OG0001924	vverm_g14421.t1, vverm_g8847.t1	dicty_g11505.t1
OG0001925	vverm_g7370.t2, vverm_g7370.t1	dicty_g10015.t1
OG0001926	vverm_g14789.t1	dicty_g11140.t1, dicty_g8834.t1
OG0001927	vverm_g13341.t1	dicty_g6778.t1
OG0001928	vverm_g12702.t1	dicty_g4136.t1
OG0001929	vverm_g8704.t1, vverm_g8704.t2	dicty_g10366.t1
OG0001931	vverm_g15688.t2, vverm_g15688.t1	dicty_g7675.t2, dicty_g7675.t1
OG0001932	vverm_g9765.t1	dicty_g10439.t1
OG0001933	vverm_g14006.t1	dicty_g1666.t1
OG0001935	vverm_g4112.t1, vverm_g12490.t1	dicty_g3099.t1
OG0001937	vverm_g323.t1	dicty_g4675.t1
OG0001939	vverm_g1359.t1	dicty_g3063.t1
OG0001940	vverm_g9466.t1	dicty_g7542.t1
OG0001942	vverm_g6971.t1, vverm_g16341.t1	dicty_g7516.t1
OG0001944	vverm_g9380.t1	dicty_g6780.t1, dicty_g6760.t1
OG0001945	vverm_g7352.t1	dicty_g3152.t1
OG0001946	vverm_g14025.t1, vverm_g5914.t1	dicty_g6332.t1, dicty_g4105.t1
OG0001947	vverm_g16750.t1	dicty_g8954.t1
OG0001948	vverm_g13765.t1	dicty_g1104.t1
OG0001949	vverm_g14628.t1, vverm_g14628.t2	dicty_g10372.t1
OG0001950	vverm_g310.t2, vverm_g310.t1	dicty_g5741.t1
OG0001951	vverm_g5694.t1, vverm_g7456.t1	dicty_g10758.t1
OG0001952	vverm_g8616.t1, vverm_g8630.t1	dicty_g4277.t1
OG0001953	vverm_g13635.t1	dicty_g10939.t1
OG0001954	vverm_g12814.t1, vverm_g13981.t1	dicty_g2051.t1, dicty_g3957.t1, dicty_g11424.t1
OG0001955	vverm_g5234.t3	dicty_g6767.t1, dicty_g9153.t1
OG0001957	vverm_g4750.t1	dicty_g1783.t1
OG0001958	vverm_g11956.t1	dicty_g1063.t1, dicty_g1063.t2
OG0001960	vverm_g11289.t1	dicty_g9688.t1
OG0001961	vverm_g7260.t1	dicty_g8864.t1
OG0001962	vverm_g14107.t1	dicty_g9022.t1
OG0001963	vverm_g7757.t1	dicty_g7855.t1
OG0001964	vverm_g15232.t1	dicty_g7163.t1
OG0001965	vverm_g16784.t2, vverm_g16784.t1, vverm_g16786.t1	dicty_g4211.t1
OG0001966	vverm_g1555.t1	dicty_g7919.t2, dicty_g7919.t1
OG0001968	vverm_g8916.t2, vverm_g8916.t1	dicty_g5251.t1
OG0001969	vverm_g1105.t3, vverm_g1105.t2, vverm_g1105.t1	dicty_g1998.t1
OG0001970	vverm_g7699.t1, vverm_g7699.t2	dicty_g10118.t1
OG0001971	vverm_g1529.t1	dicty_g5423.t1
OG0001972	vverm_g16616.t1, vverm_g11990.t1	dicty_g3947.t1
OG0001975	vverm_g1630.t2	dicty_g6163.t1
OG0001976	vverm_g13987.t2, vverm_g13987.t1	dicty_g11059.t1
OG0001977	vverm_g5184.t1	dicty_g982.t1, dicty_g5827.t1
OG0001978	vverm_g14548.t1	dicty_g2587.t1, dicty_g2889.t1
OG0001979	vverm_g162.t1	dicty_g6685.t1, dicty_g6685.t2
OG0001980	vverm_g9711.t2, vverm_g2682.t2	dicty_g7168.t1
OG0001982	vverm_g14909.t1	dicty_g3141.t1
OG0001983	vverm_g6566.t1	dicty_g1043.t1
OG0001984	vverm_g7446.t1, vverm_g5683.t1	dicty_g9945.t1
OG0001987	vverm_g2535.t1	dicty_g2453.t1
OG0001988	vverm_g10947.t1	dicty_g9789.t1
OG0001989	vverm_g8329.t1	dicty_g7642.t1
OG0001990	vverm_g8215.t3, vverm_g8215.t2, vverm_g8215.t1	dicty_g9461.t1
OG0001991	vverm_g2614.t2, vverm_g2614.t1	dicty_g8504.t1, dicty_g6574.t1
OG0001992	vverm_g12542.t1	dicty_g7790.t1
OG0001994	vverm_g10690.t1	dicty_g2113.t1
OG0001995	vverm_g487.t1	dicty_g9944.t1
OG0001996	vverm_g12295.t1, vverm_g3645.t1	dicty_g6162.t1
OG0001997	vverm_g13986.t1	dicty_g10986.t1
OG0001999	vverm_g9495.t1	dicty_g6953.t1, dicty_g6953.t2
OG0002001	vverm_g13967.t1	dicty_g7119.t1, dicty_g7119.t2
OG0002002	vverm_g924.t1	dicty_g8189.t1
OG0002003	vverm_g10379.t1	dicty_g151.t1
OG0002004	vverm_g9578.t1, vverm_g9371.t1	dicty_g1367.t1
OG0002006	vverm_g3929.t1, vverm_g3131.t1	dicty_g8083.t1
OG0002007	vverm_g8693.t1	dicty_g6614.t1
OG0002008	vverm_g12643.t1	dicty_g8286.t1
OG0002009	vverm_g4860.t1, vverm_g2171.t1	dicty_g9611.t1
OG0002010	vverm_g5179.t1	dicty_g8634.t1, dicty_g8634.t2
OG0002011	vverm_g7023.t1, vverm_g10589.t1	dicty_g3014.t1
OG0002013	vverm_g11016.t1	dicty_g7609.t1
OG0002014	vverm_g16293.t1	dicty_g159.t1
OG0002015	vverm_g9618.t1	dicty_g3371.t1
OG0002017	vverm_g13226.t1	dicty_g5991.t1
OG0002018	vverm_g5336.t2, vverm_g5336.t1	dicty_g10289.t1
OG0002019	vverm_g5781.t2	dicty_g4928.t1
OG0002020	vverm_g606.t1	dicty_g8272.t1
OG0002021	vverm_g616.t1, vverm_g615.t1	dicty_g5306.t1
OG0002022	vverm_g7620.t1	dicty_g1705.t1
OG0002023	vverm_g668.t1	dicty_g4836.t1
OG0002024	vverm_g640.t1	dicty_g7316.t1
OG0002026	vverm_g3010.t1, vverm_g3006.t1	dicty_g8323.t1
OG0002027	vverm_g12588.t1	dicty_g178.t1
OG0002029	vverm_g4233.t1	dicty_g7463.t1
OG0002030	vverm_g4725.t1	dicty_g2695.t1, dicty_g2782.t1, dicty_g2134.t1
OG0002032	vverm_g12292.t2, vverm_g12292.t1	dicty_g8620.t1, dicty_g3356.t1
OG0002033	vverm_g5887.t1, vverm_g14050.t1	dicty_g1016.t1
OG0002035	vverm_g6135.t1, vverm_g3972.t1	dicty_g7160.t1
OG0002036	vverm_g5878.t1, vverm_g14059.t2, vverm_g14059.t1	dicty_g6180.t1
OG0002038	vverm_g10221.t1, vverm_g8069.t1	dicty_g3581.t1
OG0002039	vverm_g10828.t1, vverm_g10828.t2	dicty_g11323.t1
OG0002040	vverm_g154.t2, vverm_g154.t1	dicty_g8634.t3
OG0002041	vverm_g1894.t1	dicty_g5160.t1
OG0002042	vverm_g12303.t1	dicty_g10641.t1
OG0002043	vverm_g16417.t1	dicty_g1661.t1
OG0002044	vverm_g6420.t1	dicty_g6305.t1
OG0002048	vverm_g10183.t1, vverm_g10183.t2	dicty_g1723.t3
OG0002049	vverm_g5579.t1	dicty_g5380.t1
OG0002050	vverm_g13589.t1, vverm_g13589.t2	dicty_g6085.t1, dicty_g3611.t1
OG0002051	vverm_g193.t2, vverm_g193.t1	dicty_g6539.t1
OG0002052	vverm_g4828.t1	dicty_g4552.t2, dicty_g4552.t1
OG0002054	vverm_g2239.t2, vverm_g2239.t1, vverm_g4038.t1, vverm_g3355.t1	dicty_g9363.t1
OG0002055	vverm_g1389.t1	dicty_g10271.t1
OG0002056	vverm_g10568.t1, vverm_g10749.t1, vverm_g1932.t1	dicty_g8161.t1
OG0002058	vverm_g13393.t1	dicty_g5735.t1
OG0002059	vverm_g3801.t1	dicty_g5100.t1
OG0002062	vverm_g7036.t1	dicty_g11178.t1
OG0002063	vverm_g6864.t1, vverm_g15150.t1	dicty_g140.t1
OG0002064	vverm_g4357.t1	dicty_g8927.t1
OG0002066	vverm_g9477.t1	dicty_g2108.t1
OG0002067	vverm_g2231.t1, vverm_g1131.t1	dicty_g10334.t1
OG0002069	vverm_g13783.t1	dicty_g6606.t1
OG0002070	vverm_g11201.t1, vverm_g11201.t2	dicty_g10601.t1
OG0002071	vverm_g13365.t1	dicty_g9875.t1
OG0002072	vverm_g3712.t1	dicty_g5336.t1
OG0002073	vverm_g2795.t1	dicty_g5445.t1
OG0002074	vverm_g4839.t1	dicty_g9876.t1
OG0002075	vverm_g3973.t1, vverm_g6134.t1	dicty_g5200.t1
OG0002076	vverm_g3.t1, vverm_g9204.t1	dicty_g5033.t1
OG0002077	vverm_g34.t1	dicty_g438.t1
OG0002079	vverm_g9382.t1	dicty_g1621.t1, dicty_g1624.t1, dicty_g1622.t1
OG0002080	vverm_g5407.t2, vverm_g5407.t1	dicty_g8890.t1
OG0002082	vverm_g4187.t1, vverm_g4187.t2	dicty_g6947.t1
OG0002084	vverm_g9575.t1	dicty_g6138.t1
OG0002085	vverm_g631.t1	dicty_g3477.t2, dicty_g3477.t1, dicty_g5411.t1
OG0002086	vverm_g15324.t1, vverm_g15324.t2	dicty_g3952.t1, dicty_g3952.t2
OG0002087	vverm_g4382.t2, vverm_g4382.t1	dicty_g4453.t1
OG0002088	vverm_g8227.t1	dicty_g10308.t1
OG0002090	vverm_g10787.t1	dicty_g6197.t1, dicty_g5437.t1
OG0002092	vverm_g13329.t1	dicty_g3401.t1, dicty_g8793.t1, dicty_g8793.t2
OG0002093	vverm_g14274.t1	dicty_g10949.t1
OG0002096	vverm_g14481.t1	dicty_g7400.t1
OG0002097	vverm_g7061.t1, vverm_g210.t1	dicty_g6839.t1, dicty_g6839.t2
OG0002099	vverm_g2185.t1	dicty_g6368.t1
OG0002100	vverm_g14118.t1, vverm_g14118.t2	dicty_g9179.t1
OG0002101	vverm_g5153.t1	dicty_g7339.t2, dicty_g7339.t1
OG0002102	vverm_g13825.t1	dicty_g1178.t1
OG0002103	vverm_g5158.t1	dicty_g673.t1
OG0002107	vverm_g1645.t1	dicty_g1174.t1
OG0002108	vverm_g2538.t1, vverm_g6996.t1	dicty_g796.t1
OG0002109	vverm_g9594.t1	dicty_g8814.t1, dicty_g8814.t2
OG0002110	vverm_g4378.t1	dicty_g4896.t1, dicty_g4895.t1
OG0002111	vverm_g4685.t1	dicty_g5718.t1, dicty_g3991.t1, dicty_g1378.t1, dicty_g4599.t1
OG0002112	vverm_g16270.t1	dicty_g3542.t1
OG0002113	vverm_g11262.t1, vverm_g13662.t2, vverm_g13662.t1	dicty_g4149.t1
OG0002114	vverm_g12459.t1	dicty_g3388.t1, dicty_g3388.t3
OG0002116	vverm_g8584.t1, vverm_g8584.t2	dicty_g518.t1, dicty_g518.t2
OG0002120	vverm_g12415.t2, vverm_g12415.t1	dicty_g6641.t1, dicty_g6576.t1
OG0002121	vverm_g12386.t1	dicty_g10279.t1
OG0002122	vverm_g684.t1, vverm_g684.t2, vverm_g684.t3	dicty_g8482.t1
OG0002124	vverm_g16487.t1	dicty_g205.t1
OG0002125	vverm_g9038.t1	dicty_g2457.t1
OG0002126	vverm_g2613.t2, vverm_g2613.t1	dicty_g9949.t1
OG0002127	vverm_g4890.t1	dicty_g10899.t1
OG0002129	vverm_g2007.t1, vverm_g2007.t2	dicty_g1675.t1
OG0002130	vverm_g16701.t1	dicty_g10831.t2, dicty_g10831.t1
OG0002131	vverm_g7004.t1	dicty_g7615.t1
OG0002133	vverm_g664.t1	dicty_g229.t2, dicty_g229.t1
OG0002134	vverm_g10104.t1	dicty_g5106.t1
OG0002134	vverm_g10119.t1	dicty_g9148.t1
OG0002135	vverm_g7884.t1, vverm_g6348.t1	dicty_g611.t1
OG0002136	vverm_g13668.t1	dicty_g3819.t1
OG0002137	vverm_g8393.t1	dicty_g8325.t1, dicty_g8028.t1
OG0002139	vverm_g14133.t1, vverm_g12798.t1	dicty_g10589.t1, dicty_g10588.t1, dicty_g10408.t1
OG0002140	vverm_g12804.t1	dicty_g1278.t1
OG0002141	vverm_g5139.t1	dicty_g8660.t1
OG0002142	vverm_g10915.t1, vverm_g10991.t1	dicty_g7928.t2, dicty_g7928.t1
OG0002143	vverm_g7158.t1, vverm_g7158.t2	dicty_g507.t1
OG0002144	vverm_g15544.t1	dicty_g1791.t1, dicty_g1792.t1
OG0002145	vverm_g11856.t1, vverm_g7050.t1	dicty_g4827.t1
OG0002146	vverm_g11514.t1, vverm_g13192.t1	dicty_g10759.t1
OG0002147	vverm_g4115.t1, vverm_g4115.t2	dicty_g10386.t2, dicty_g10386.t1
OG0002148	vverm_g7877.t1, vverm_g4551.t1	dicty_g6768.t1
OG0002149	vverm_g11898.t2, vverm_g11898.t1	dicty_g2333.t1
OG0002150	vverm_g16009.t2, vverm_g16009.t1	dicty_g6791.t1
OG0002151	vverm_g1196.t1, vverm_g1196.t2	dicty_g1572.t1, dicty_g11190.t1
OG0002152	vverm_g6829.t1	dicty_g5672.t1
OG0002153	vverm_g5835.t1, vverm_g3779.t1	dicty_g3340.t1
OG0002154	vverm_g7152.t1	dicty_g9580.t1
OG0002155	vverm_g14893.t1	dicty_g7015.t1
OG0002156	vverm_g10824.t1, vverm_g10825.t1	dicty_g3739.t1, dicty_g5069.t1, dicty_g3742.t1, dicty_g10466.t1
OG0002157	vverm_g6803.t1	dicty_g8320.t1
OG0002158	vverm_g13761.t1	dicty_g8994.t1
OG0002159	vverm_g6729.t1, vverm_g13877.t1	dicty_g5717.t1
OG0002160	vverm_g6692.t1, vverm_g6692.t2	dicty_g3873.t1
OG0002161	vverm_g5404.t1	dicty_g382.t2, dicty_g382.t1
OG0002162	vverm_g10789.t1, vverm_g10789.t2	dicty_g719.t2, dicty_g719.t1
OG0002163	vverm_g498.t1, vverm_g11616.t1, vverm_g5787.t1	dicty_g5607.t1
OG0002164	vverm_g2767.t1	dicty_g10364.t1, dicty_g2204.t1
OG0002165	vverm_g15646.t1	dicty_g6191.t2, dicty_g6191.t1
OG0002166	vverm_g14560.t1, vverm_g2506.t1	dicty_g9683.t2, dicty_g9683.t1
OG0002167	vverm_g15934.t1, vverm_g6918.t1	dicty_g7019.t1
OG0002168	vverm_g15026.t1, vverm_g15026.t2	dicty_g6601.t1
OG0002170	vverm_g6365.t1, vverm_g6365.t2	dicty_g9051.t1
OG0002171	vverm_g5126.t1	dicty_g8024.t1, dicty_g6145.t1
OG0002172	vverm_g2553.t1	dicty_g6237.t1
OG0002173	vverm_g12416.t1	dicty_g6990.t1
OG0002174	vverm_g11081.t1	dicty_g2866.t1, dicty_g2610.t1
OG0002175	vverm_g11526.t1	dicty_g4580.t1
OG0002176	vverm_g3437.t1	dicty_g4812.t1
OG0002178	vverm_g618.t1	dicty_g9189.t1
OG0002180	vverm_g656.t1	dicty_g11329.t1
OG0002181	vverm_g6496.t1, vverm_g13583.t1	dicty_g5298.t1, dicty_g5298.t2
OG0002183	vverm_g2900.t2, vverm_g2900.t1	dicty_g2011.t1
OG0002184	vverm_g12260.t1	dicty_g746.t1
OG0002186	vverm_g16798.t3, vverm_g16798.t1, vverm_g16798.t2	dicty_g11288.t1
OG0002187	vverm_g3152.t1	dicty_g5335.t1
OG0002188	vverm_g10480.t2, vverm_g10480.t1	dicty_g3713.t1
OG0002189	vverm_g14442.t1	dicty_g9578.t2, dicty_g9578.t1
OG0002190	vverm_g11529.t1	dicty_g8074.t1
OG0002191	vverm_g12290.t1	dicty_g7829.t1
OG0002192	vverm_g1890.t1	dicty_g7630.t1
OG0002197	vverm_g11986.t1	dicty_g547.t1
OG0002198	vverm_g13857.t1	dicty_g401.t1, dicty_g5752.t1
OG0002200	vverm_g5857.t1	dicty_g6082.t1
OG0002201	vverm_g16176.t1	dicty_g5436.t1
OG0002202	vverm_g8334.t2, vverm_g8334.t1	dicty_g10359.t2, dicty_g10359.t1
OG0002203	vverm_g11958.t1	dicty_g2835.t1, dicty_g2642.t1
OG0002204	vverm_g13100.t1	dicty_g11106.t1
OG0002205	vverm_g14080.t1, vverm_g5860.t1	dicty_g6341.t1
OG0002206	vverm_g7598.t1, vverm_g7598.t2	dicty_g8490.t1
OG0002207	vverm_g15043.t2	dicty_g4984.t1
OG0002209	vverm_g15332.t1	dicty_g6774.t1, dicty_g6774.t2
OG0002211	vverm_g15270.t1	dicty_g4709.t1, dicty_g4709.t2
OG0002212	vverm_g16835.t1, vverm_g16835.t2	dicty_g4807.t1
OG0002213	vverm_g16534.t1	dicty_g5779.t1
OG0002215	vverm_g13287.t1, vverm_g16779.t1	dicty_g531.t1
OG0002217	vverm_g10289.t2, vverm_g10289.t1	dicty_g2438.t1
OG0002218	vverm_g4024.t1, vverm_g8844.t1	dicty_g10958.t1
OG0002219	vverm_g13457.t1	dicty_g8809.t1
OG0002220	vverm_g12484.t1, vverm_g13128.t1	dicty_g3516.t1
OG0002221	vverm_g334.t1	dicty_g9423.t1
OG0002222	vverm_g4293.t1, vverm_g11700.t1	dicty_g2371.t1
OG0002223	vverm_g3148.t3	dicty_g5328.t1
OG0002224	vverm_g1482.t1	dicty_g10737.t1
OG0002225	vverm_g94.t1	dicty_g2685.t1, dicty_g1380.t1, dicty_g2792.t1
OG0002226	vverm_g10310.t1, vverm_g10310.t2	dicty_g5912.t1, dicty_g1318.t1
OG0002227	vverm_g6567.t1	dicty_g909.t1
OG0002228	vverm_g11979.t1	dicty_g4698.t1
OG0002229	vverm_g7027.t1	dicty_g8725.t1
OG0002230	vverm_g3720.t1, vverm_g3719.t1	dicty_g5977.t1
OG0002232	vverm_g3188.t2, vverm_g3188.t1	dicty_g8484.t1
OG0002233	vverm_g3661.t2, vverm_g3661.t1	dicty_g5740.t1
OG0002234	vverm_g12980.t1	dicty_g1373.t1
OG0002235	vverm_g3930.t1, vverm_g3132.t1	dicty_g8088.t1
OG0002237	vverm_g16379.t1	dicty_g5704.t1
OG0002238	vverm_g11493.t1	dicty_g8020.t1
OG0002239	vverm_g16251.t1	dicty_g10414.t1
OG0002240	vverm_g3420.t1, vverm_g3420.t2	dicty_g2763.t1, dicty_g2715.t1
OG0002241	vverm_g5290.t1	dicty_g1749.t1
OG0002242	vverm_g6543.t1	dicty_g1052.t1, dicty_g9058.t1
OG0002243	vverm_g10555.t1, vverm_g10736.t1	dicty_g5154.t1
OG0002244	vverm_g1487.t1	dicty_g2184.t1
OG0002245	vverm_g1531.t1	dicty_g2745.t1, dicty_g2733.t1
OG0002246	vverm_g2603.t1, vverm_g2603.t2	dicty_g470.t1
OG0002247	vverm_g7261.t1	dicty_g410.t1, dicty_g2198.t1
OG0002248	vverm_g13312.t3, vverm_g7409.t3	dicty_g133.t1
OG0002249	vverm_g10318.t1, vverm_g11114.t1	dicty_g10038.t1
OG0002250	vverm_g9458.t1, vverm_g12149.t2, vverm_g12149.t1	dicty_g10078.t1
OG0002252	vverm_g10681.t1	dicty_g3545.t1
OG0002252	vverm_g10721.t1	dicty_g1400.t1
OG0002253	vverm_g2258.t1, vverm_g2258.t2	dicty_g8891.t1
OG0002255	vverm_g11252.t1	dicty_g9116.t1
OG0002256	vverm_g11251.t1	dicty_g981.t1
OG0002257	vverm_g15878.t1	dicty_g3051.t1
OG0002259	vverm_g1654.t1	dicty_g1480.t1
OG0002260	vverm_g16115.t1, vverm_g16115.t2	dicty_g2075.t1
OG0002262	vverm_g5936.t1	dicty_g5425.t2, dicty_g5425.t3, dicty_g5425.t1, dicty_g3712.t1, dicty_g9428.t1
OG0002263	vverm_g9905.t1	dicty_g3168.t1
OG0002265	vverm_g1889.t1, vverm_g1889.t2	dicty_g10331.t1
OG0002266	vverm_g15924.t1, vverm_g9543.t1	dicty_g6471.t1, dicty_g4710.t1
OG0002268	vverm_g9560.t2, vverm_g9560.t1	dicty_g9272.t1
OG0002269	vverm_g3699.t1	dicty_g670.t1, dicty_g670.t2
OG0002272	vverm_g9586.t1	dicty_g2574.t1, dicty_g2902.t1
OG0002274	vverm_g16169.t1	dicty_g4884.t1, dicty_g4884.t2
OG0002276	vverm_g11851.t1	dicty_g4831.t1
OG0002277	vverm_g16463.t1, vverm_g16463.t2	dicty_g8819.t1
OG0002278	vverm_g124.t1, vverm_g123.t1	dicty_g3474.t1
OG0002279	vverm_g7789.t1	dicty_g7004.t1
OG0002280	vverm_g8951.t2, vverm_g8951.t1	dicty_g10892.t1
OG0002282	vverm_g16409.t1, vverm_g16409.t2	dicty_g6428.t2, dicty_g6428.t1
OG0002283	vverm_g15701.t1	dicty_g8557.t1
OG0002285	vverm_g2132.t1	dicty_g11129.t1
OG0002286	vverm_g7188.t1	dicty_g6698.t1
OG0002287	vverm_g3644.t1, vverm_g16607.t1, vverm_g14008.t1	dicty_g7527.t1
OG0002288	vverm_g6313.t1	dicty_g1967.t1
OG0002290	vverm_g5639.t1	dicty_g1376.t3, dicty_g1376.t2, dicty_g1376.t1
OG0002292	vverm_g536.t1	dicty_g7482.t1
OG0002293	vverm_g8569.t2, vverm_g8569.t1	dicty_g7271.t1, dicty_g7724.t2
OG0002294	vverm_g12843.t1	dicty_g7771.t1
OG0002296	vverm_g1216.t2, vverm_g1216.t1	dicty_g4116.t1
OG0002297	vverm_g12529.t1, vverm_g13164.t1	dicty_g8854.t3, dicty_g8854.t1
OG0002298	vverm_g11006.t1	dicty_g10697.t1
OG0002298	vverm_g15963.t1	dicty_g2170.t1
OG0002299	vverm_g12578.t1	dicty_g7805.t1, dicty_g7130.t1
OG0002300	vverm_g15355.t1	dicty_g8964.t1
OG0002301	vverm_g13824.t1	dicty_g8246.t1, dicty_g8029.t1
OG0002302	vverm_g4527.t1, vverm_g1525.t1	dicty_g1658.t1
OG0002303	vverm_g4060.t1	dicty_g11472.t1
OG0002304	vverm_g2520.t1	dicty_g10648.t1
OG0002305	vverm_g5256.t1	dicty_g10400.t1
OG0002306	vverm_g93.t1	dicty_g480.t1
OG0002307	vverm_g9903.t1, vverm_g9903.t2	dicty_g2365.t1
OG0002308	vverm_g13388.t1, vverm_g13388.t2	dicty_g6667.t1, dicty_g9168.t1
OG0002309	vverm_g7413.t1, vverm_g13316.t1, vverm_g16579.t1	dicty_g5522.t1
OG0002310	vverm_g15729.t1, vverm_g15729.t2	dicty_g7053.t1
OG0002311	vverm_g11261.t1	dicty_g10564.t1, dicty_g10252.t1
OG0002312	vverm_g7168.t2, vverm_g7168.t1	dicty_g10910.t1
OG0002313	vverm_g3246.t2, vverm_g3246.t1	dicty_g8342.t1
OG0002315	vverm_g1647.t1	dicty_g931.t1
OG0002316	vverm_g101.t1	dicty_g11165.t1
OG0002318	vverm_g9631.t1	dicty_g2180.t1
OG0002319	vverm_g11779.t1, vverm_g2092.t1	dicty_g7809.t1
OG0002321	vverm_g9687.t1, vverm_g3146.t1	dicty_g5563.t1
OG0002322	vverm_g3025.t1	dicty_g6730.t1
OG0002322	vverm_g14344.t1	dicty_g1361.t1
OG0002323	vverm_g2797.t1	dicty_g2278.t1
OG0002324	vverm_g15243.t1	dicty_g4887.t1, dicty_g4887.t2
OG0002325	vverm_g9216.t1	dicty_g8646.t1
OG0002326	vverm_g9807.t1	dicty_g8654.t1
OG0002327	vverm_g7669.t1, vverm_g5151.t1	dicty_g10267.t1
OG0002328	vverm_g7323.t2, vverm_g7323.t1	dicty_g10219.t1
OG0002329	vverm_g5781.t1	dicty_g6722.t2, dicty_g6722.t1
OG0002330	vverm_g8745.t1	dicty_g7169.t1
OG0002331	vverm_g6644.t1	dicty_g2863.t1, dicty_g2613.t1
OG0002333	vverm_g2487.t2, vverm_g2487.t1	dicty_g3508.t1
OG0002334	vverm_g965.t1	dicty_g4087.t1
OG0002335	vverm_g1286.t1	dicty_g11311.t1
OG0002336	vverm_g8800.t1	dicty_g6962.t1
OG0002338	vverm_g12351.t1	dicty_g9291.t1, dicty_g9291.t2
OG0002339	vverm_g6465.t1	dicty_g9111.t1, dicty_g3566.t1
OG0002340	vverm_g16098.t1, vverm_g11600.t1, vverm_g9837.t1	dicty_g8483.t1
OG0002341	vverm_g12969.t1	dicty_g1259.t1
OG0002342	vverm_g10077.t1, vverm_g10079.t1	dicty_g5593.t1
OG0002343	vverm_g3215.t1	dicty_g2295.t1, dicty_g2295.t2
OG0002344	vverm_g7043.t2, vverm_g7043.t1	dicty_g9308.t1
OG0002345	vverm_g13594.t1	dicty_g4754.t2, dicty_g4754.t1
OG0002346	vverm_g15638.t1	dicty_g9324.t1
OG0002347	vverm_g13529.t1, vverm_g445.t3, vverm_g445.t1	dicty_g6849.t1
OG0002348	vverm_g8990.t1, vverm_g8990.t2	dicty_g11389.t1
OG0002349	vverm_g8963.t1	dicty_g7435.t1
OG0002350	vverm_g10501.t1, vverm_g14362.t1, vverm_g10502.t1	dicty_g3681.t1
OG0002351	vverm_g1369.t1	dicty_g8404.t1, dicty_g10602.t1
OG0002352	vverm_g13465.t1	dicty_g9238.t1
OG0002353	vverm_g10804.t1	dicty_g472.t1
OG0002356	vverm_g8664.t1	dicty_g5576.t1, dicty_g4014.t1
OG0002357	vverm_g1956.t1	dicty_g7977.t1
OG0002358	vverm_g665.t1	dicty_g1928.t1
OG0002359	vverm_g2267.t1	dicty_g8906.t1
OG0002360	vverm_g697.t1	dicty_g11113.t1
