Orthogroup	bc2002_braker	acastellanii_braker
OG0001639	bc2002_g11156.t1	acastellanii_g4579.t1
OG0001641	bc2002_g6564.t1, bc2002_g6563.t1	acastellanii_g4419.t1, acastellanii_g4419.t2
OG0001642	bc2002_g3785.t1	acastellanii_g4433.t1, acastellanii_g4433.t3, acastellanii_g4433.t2
OG0001643	bc2002_g11469.t1, bc2002_g11469.t2, bc2002_g11564.t1	acastellanii_g4437.t1
OG0001644	bc2002_g11538.t1, bc2002_g487.t1	acastellanii_g219.t1, acastellanii_g4137.t1, acastellanii_g221.t1
OG0001645	bc2002_g1955.t1	acastellanii_g4218.t1
OG0001646	bc2002_g8044.t1	acastellanii_g4226.t1
OG0001648	bc2002_g5245.t1, bc2002_g17409.t1	acastellanii_g4270.t1
OG0001649	bc2002_g3711.t1	acastellanii_g4311.t1, acastellanii_g4311.t2, acastellanii_g4308.t1
OG0001650	bc2002_g11391.t1	acastellanii_g4317.t1
OG0001651	bc2002_g13249.t1, bc2002_g13249.t2	acastellanii_g4329.t1
OG0001652	bc2002_g17867.t1	acastellanii_g3770.t1
OG0001654	bc2002_g6677.t1	acastellanii_g3852.t1
OG0001655	bc2002_g3236.t1, bc2002_g3236.t2	acastellanii_g3652.t1
OG0001656	bc2002_g3253.t1	acastellanii_g3666.t1, acastellanii_g2574.t1, acastellanii_g2255.t1
OG0001657	bc2002_g2309.t1	acastellanii_g3627.t1
OG0001658	bc2002_g18928.t1	acastellanii_g3628.t1
OG0001659	bc2002_g14015.t1, bc2002_g14015.t2	acastellanii_g3521.t1, acastellanii_g3521.t2
OG0001660	bc2002_g2876.t1	acastellanii_g3545.t2, acastellanii_g3545.t1
OG0001661	bc2002_g4270.t1	acastellanii_g1375.t1, acastellanii_g3431.t1
OG0001662	bc2002_g18811.t1, bc2002_g4283.t1	acastellanii_g1092.t1, acastellanii_g1092.t2, acastellanii_g3497.t1
OG0001663	bc2002_g10397.t1	acastellanii_g3343.t1, acastellanii_g3343.t3, acastellanii_g3343.t2
OG0001664	bc2002_g17595.t1, bc2002_g17616.t1	acastellanii_g3369.t1, acastellanii_g2248.t1
OG0001665	bc2002_g17861.t1	acastellanii_g3306.t1
OG0001666	bc2002_g20078.t1	acastellanii_g3311.t2, acastellanii_g3311.t1, acastellanii_g3311.t3
OG0001667	bc2002_g16694.t1, bc2002_g16694.t2	acastellanii_g3249.t1, acastellanii_g2383.t1
OG0001668	bc2002_g6811.t2, bc2002_g6811.t1	acastellanii_g3180.t1, acastellanii_g3180.t2
OG0001669	bc2002_g8538.t1	acastellanii_g3036.t1, acastellanii_g3037.t1
OG0001670	bc2002_g5224.t1	acastellanii_g3062.t1
OG0001671	bc2002_g17127.t1, bc2002_g17127.t2	acastellanii_g3132.t1
OG0001672	bc2002_g15601.t1, bc2002_g1395.t1	acastellanii_g3174.t1
OG0001673	bc2002_g957.t1	acastellanii_g2907.t1
OG0001674	bc2002_g12522.t1	acastellanii_g2724.t1
OG0001676	bc2002_g16666.t1, bc2002_g16666.t2	acastellanii_g2676.t1
OG0001677	bc2002_g13817.t2, bc2002_g13817.t1	acastellanii_g2633.t1, acastellanii_g2633.t2
OG0001678	bc2002_g17934.t2, bc2002_g17934.t1, bc2002_g17934.t3	acastellanii_g2284.t1, acastellanii_g2284.t2
OG0001679	bc2002_g8527.t1	acastellanii_g1788.t1
OG0001681	bc2002_g16137.t1, bc2002_g16137.t2	acastellanii_g1949.t1, acastellanii_g1949.t2
OG0001682	bc2002_g11464.t1, bc2002_g11463.t1	acastellanii_g2045.t1
OG0001683	bc2002_g11480.t2, bc2002_g11480.t1	acastellanii_g2047.t1
OG0001684	bc2002_g6745.t1, bc2002_g12767.t1	acastellanii_g2139.t1
OG0001685	bc2002_g4225.t1	acastellanii_g2218.t1
OG0001686	bc2002_g1966.t1, bc2002_g1966.t2	acastellanii_g2239.t1
OG0001687	bc2002_g3930.t2, bc2002_g3930.t1	acastellanii_g2262.t2, acastellanii_g2262.t1
OG0001688	bc2002_g8967.t1	acastellanii_g1772.t2, acastellanii_g1772.t1
OG0001689	bc2002_g5248.t1, bc2002_g12240.t1	acastellanii_g1706.t2, acastellanii_g209.t1, acastellanii_g1706.t1
OG0001690	bc2002_g4168.t1, bc2002_g4168.t2	acastellanii_g1651.t1
OG0001691	bc2002_g10131.t1	acastellanii_g1455.t1
OG0001692	bc2002_g5928.t2, bc2002_g5928.t1	acastellanii_g1403.t2, acastellanii_g1403.t1
OG0001693	bc2002_g9134.t2, bc2002_g9134.t1	acastellanii_g1132.t1
OG0001694	bc2002_g19384.t3, bc2002_g19384.t1, bc2002_g19384.t2	acastellanii_g1142.t1
OG0001695	bc2002_g9868.t1	acastellanii_g1146.t1, acastellanii_g136.t1, acastellanii_g134.t1
OG0001696	bc2002_g4862.t2, bc2002_g4862.t1	acastellanii_g1153.t1
OG0001697	bc2002_g6902.t1	acastellanii_g1169.t1
OG0001698	bc2002_g7386.t1, bc2002_g7386.t2	acastellanii_g1066.t1
OG0001699	bc2002_g18279.t1	acastellanii_g699.t1
OG0001700	bc2002_g11020.t1	acastellanii_g756.t1
OG0001700	bc2002_g11021.t1	acastellanii_g752.t1
OG0001701	bc2002_g5114.t1, bc2002_g5101.t1	acastellanii_g778.t2, acastellanii_g778.t1
OG0001702	bc2002_g12434.t1	acastellanii_g808.t3, acastellanii_g808.t1, acastellanii_g808.t2
OG0001703	bc2002_g6690.t2, bc2002_g6690.t1	acastellanii_g897.t1
OG0001704	bc2002_g12398.t1	acastellanii_g133.t1, acastellanii_g904.t1
OG0001705	bc2002_g4413.t1	acastellanii_g613.t1
OG0001706	bc2002_g7116.t1, bc2002_g6503.t1	acastellanii_g483.t2, acastellanii_g483.t1
OG0001707	bc2002_g9714.t1	acastellanii_g507.t2, acastellanii_g507.t1
OG0001708	bc2002_g11016.t1	acastellanii_g460.t1, acastellanii_g457.t1
OG0001709	bc2002_g9274.t1	acastellanii_g266.t1, acastellanii_g266.t2
OG0001710	bc2002_g19304.t1, bc2002_g230.t1	acastellanii_g282.t1
OG0001711	bc2002_g4196.t1, bc2002_g4196.t2	acastellanii_g156.t1
OG0001712	bc2002_g18932.t1, bc2002_g18932.t2	acastellanii_g36.t1
OG0001850	bc2002_g3492.t1	acastellanii_g14227.t2, acastellanii_g14227.t1
OG0001851	bc2002_g13179.t1	acastellanii_g3468.t1, acastellanii_g3468.t2, acastellanii_g14194.t1, acastellanii_g14196.t1
OG0001852	bc2002_g15932.t1	acastellanii_g3176.t1, acastellanii_g14177.t1, acastellanii_g14177.t2
OG0001855	bc2002_g1468.t2, bc2002_g1468.t1	acastellanii_g2233.t1, acastellanii_g14095.t1, acastellanii_g959.t1
OG0001856	bc2002_g17549.t1	acastellanii_g13561.t1, acastellanii_g13561.t2
OG0001857	bc2002_g3957.t2	acastellanii_g13602.t1
OG0001858	bc2002_g13085.t1	acastellanii_g13619.t1, acastellanii_g4567.t1
OG0001859	bc2002_g6271.t2, bc2002_g6271.t1	acastellanii_g13652.t1
OG0001860	bc2002_g19379.t1	acastellanii_g13768.t1, acastellanii_g13671.t1
OG0001861	bc2002_g19855.t1	acastellanii_g13679.t2, acastellanii_g13679.t1
OG0001862	bc2002_g102.t1	acastellanii_g13680.t1
OG0001864	bc2002_g15024.t1, bc2002_g15024.t2	acastellanii_g165.t1, acastellanii_g13718.t1
OG0001865	bc2002_g13502.t1	acastellanii_g13727.t1
OG0001866	bc2002_g9091.t1	acastellanii_g13749.t1
OG0001867	bc2002_g20103.t2, bc2002_g20103.t1	acastellanii_g13786.t1
OG0001868	bc2002_g11781.t1	acastellanii_g13810.t1
OG0001869	bc2002_g11851.t1	acastellanii_g4159.t1, acastellanii_g6414.t1, acastellanii_g13822.t1
OG0001870	bc2002_g9856.t1, bc2002_g9856.t2	acastellanii_g13840.t1, acastellanii_g13840.t2
OG0001874	bc2002_g11812.t1	acastellanii_g13894.t1
OG0001875	bc2002_g11665.t1, bc2002_g11665.t2	acastellanii_g13902.t1
OG0001876	bc2002_g5865.t1	acastellanii_g13933.t2, acastellanii_g13933.t1, acastellanii_g10105.t1
OG0001877	bc2002_g11845.t1, bc2002_g15682.t1	acastellanii_g13934.t1
OG0001878	bc2002_g11818.t1	acastellanii_g13935.t3, acastellanii_g13935.t1, acastellanii_g13935.t2
OG0001879	bc2002_g11898.t2, bc2002_g11898.t1	acastellanii_g13939.t1
OG0001880	bc2002_g466.t1	acastellanii_g13944.t1
OG0001882	bc2002_g9901.t1	acastellanii_g13958.t1
OG0001883	bc2002_g790.t3, bc2002_g790.t2, bc2002_g790.t1	acastellanii_g13962.t1
OG0001884	bc2002_g9375.t1, bc2002_g9375.t2	acastellanii_g13994.t1
OG0001885	bc2002_g20106.t1	acastellanii_g13995.t1
OG0001886	bc2002_g2182.t1	acastellanii_g14052.t1, acastellanii_g9768.t1
OG0001888	bc2002_g17516.t1	acastellanii_g13517.t2, acastellanii_g13517.t1
OG0001889	bc2002_g19536.t2, bc2002_g19536.t1	acastellanii_g13522.t1
OG0001890	bc2002_g19291.t1	acastellanii_g13528.t1
OG0001891	bc2002_g16074.t1	acastellanii_g13530.t1
OG0001892	bc2002_g19808.t1	acastellanii_g13541.t1, acastellanii_g13541.t2
OG0001895	bc2002_g18401.t2, bc2002_g18401.t1	acastellanii_g13481.t1, acastellanii_g13481.t2
OG0001896	bc2002_g5529.t1	acastellanii_g4921.t1
OG0001897	bc2002_g2063.t1, bc2002_g2063.t2	acastellanii_g13098.t1
OG0001898	bc2002_g10893.t1, bc2002_g10893.t2	acastellanii_g13106.t1
OG0001899	bc2002_g16138.t1	acastellanii_g13119.t2, acastellanii_g13119.t1
OG0001900	bc2002_g1813.t1	acastellanii_g13122.t1
OG0001901	bc2002_g18057.t1	acastellanii_g471.t1
OG0001902	bc2002_g9813.t1	acastellanii_g13158.t1, acastellanii_g4323.t1
OG0001903	bc2002_g11884.t1	acastellanii_g13175.t1, acastellanii_g13175.t2, acastellanii_g4950.t1
OG0001905	bc2002_g5833.t1	acastellanii_g13263.t1
OG0001906	bc2002_g12427.t1	acastellanii_g13279.t2, acastellanii_g13279.t1
OG0001908	bc2002_g8745.t1	acastellanii_g4406.t1, acastellanii_g13285.t1
OG0001909	bc2002_g12208.t1	acastellanii_g13293.t1, acastellanii_g13293.t2, acastellanii_g9459.t1
OG0001910	bc2002_g17637.t2, bc2002_g17637.t1	acastellanii_g13294.t1
OG0001912	bc2002_g15042.t1	acastellanii_g13347.t2, acastellanii_g13347.t1
OG0001913	bc2002_g17504.t1	acastellanii_g10075.t1, acastellanii_g13378.t2, acastellanii_g13378.t1
OG0001915	bc2002_g7094.t1	acastellanii_g11837.t1, acastellanii_g13450.t1
OG0001916	bc2002_g1854.t1	acastellanii_g5133.t1, acastellanii_g14260.t1
OG0001918	bc2002_g6556.t1	acastellanii_g978.t1, acastellanii_g7409.t1, acastellanii_g12961.t1
OG0001920	bc2002_g15977.t1	acastellanii_g9278.t1, acastellanii_g12951.t1, acastellanii_g7285.t1
OG0001922	bc2002_g3751.t1	acastellanii_g7924.t1, acastellanii_g12926.t1
OG0001923	bc2002_g5744.t1	acastellanii_g12890.t1, acastellanii_g12890.t2
OG0001924	bc2002_g9653.t1	acastellanii_g3335.t1, acastellanii_g12895.t1
OG0001925	bc2002_g2948.t1	acastellanii_g12900.t1
OG0001926	bc2002_g1090.t1	acastellanii_g4216.t1, acastellanii_g12905.t1
OG0001927	bc2002_g16176.t1	acastellanii_g8575.t1, acastellanii_g12911.t2, acastellanii_g12911.t1
OG0001928	bc2002_g11018.t1	acastellanii_g12869.t1
OG0001929	bc2002_g17625.t1	acastellanii_g12852.t1, acastellanii_g12852.t2
OG0001930	bc2002_g2410.t1	acastellanii_g90.t1, acastellanii_g12847.t1, acastellanii_g88.t1
OG0001931	bc2002_g1716.t1	acastellanii_g12803.t1
OG0001932	bc2002_g16535.t2, bc2002_g16535.t1	acastellanii_g12810.t1
OG0001933	bc2002_g17160.t1	acastellanii_g12815.t1, acastellanii_g12813.t1
OG0001934	bc2002_g8018.t1	acastellanii_g9650.t1, acastellanii_g12771.t1
OG0001935	bc2002_g8014.t1	acastellanii_g12794.t1, acastellanii_g12794.t2
OG0001936	bc2002_g17545.t1	acastellanii_g12691.t2, acastellanii_g12691.t1
OG0001937	bc2002_g14543.t1	acastellanii_g9677.t1, acastellanii_g12744.t1
OG0001938	bc2002_g9562.t1	acastellanii_g9566.t1, acastellanii_g12756.t2, acastellanii_g12756.t1
OG0001939	bc2002_g5765.t1, bc2002_g5765.t2	acastellanii_g12640.t1
OG0001940	bc2002_g12595.t2, bc2002_g12595.t1	acastellanii_g12655.t1
OG0001941	bc2002_g10790.t1	acastellanii_g12668.t1
OG0001942	bc2002_g6804.t1	acastellanii_g12677.t1
OG0001943	bc2002_g8430.t1	acastellanii_g12628.t1, acastellanii_g5477.t1
OG0001945	bc2002_g5197.t1, bc2002_g5197.t2	acastellanii_g12615.t1
OG0001946	bc2002_g17856.t1	acastellanii_g12616.t1
OG0001947	bc2002_g10291.t1	acastellanii_g12529.t1, acastellanii_g12528.t1
OG0001948	bc2002_g399.t3, bc2002_g399.t2	acastellanii_g12554.t1
OG0001949	bc2002_g6731.t1	acastellanii_g12580.t2, acastellanii_g12580.t1
OG0001950	bc2002_g14486.t1	acastellanii_g12603.t1
OG0001951	bc2002_g13036.t1	acastellanii_g12610.t2, acastellanii_g12610.t1
OG0001952	bc2002_g17543.t1	acastellanii_g12442.t1
OG0001953	bc2002_g8643.t1, bc2002_g8643.t2	acastellanii_g12445.t1
OG0001955	bc2002_g15949.t1	acastellanii_g12510.t1
OG0001956	bc2002_g5816.t2, bc2002_g5816.t1	acastellanii_g12356.t1
OG0001957	bc2002_g17306.t1, bc2002_g17306.t2	acastellanii_g11072.t1, acastellanii_g12312.t1
OG0001958	bc2002_g17847.t1	acastellanii_g12317.t1, acastellanii_g11068.t1
OG0001960	bc2002_g2231.t1	acastellanii_g10332.t1, acastellanii_g12325.t1, acastellanii_g11062.t1
OG0001961	bc2002_g18799.t1	acastellanii_g476.t1, acastellanii_g476.t2, acastellanii_g11816.t1
OG0001962	bc2002_g1096.t1	acastellanii_g11883.t1, acastellanii_g11817.t1
OG0001963	bc2002_g19264.t2, bc2002_g19264.t1	acastellanii_g11818.t1
OG0001964	bc2002_g5771.t1	acastellanii_g11840.t1
OG0001965	bc2002_g2782.t1	acastellanii_g11885.t1, acastellanii_g2215.t1
OG0001966	bc2002_g9895.t1	acastellanii_g11894.t1
OG0001967	bc2002_g2468.t1	acastellanii_g11904.t1, acastellanii_g3908.t1, acastellanii_g3905.t1
OG0001968	bc2002_g12178.t1	acastellanii_g11943.t1
OG0001969	bc2002_g7705.t1	acastellanii_g11946.t1
OG0001970	bc2002_g6908.t1	acastellanii_g12055.t1
OG0001971	bc2002_g9865.t1	acastellanii_g12056.t1, acastellanii_g12056.t2
OG0001972	bc2002_g12666.t1	acastellanii_g3737.t1, acastellanii_g12060.t1
OG0001973	bc2002_g7876.t2, bc2002_g7876.t1	acastellanii_g12082.t2, acastellanii_g12082.t1
OG0001974	bc2002_g2243.t1, bc2002_g2246.t1	acastellanii_g12095.t1
OG0001975	bc2002_g11899.t1, bc2002_g11899.t2	acastellanii_g12107.t1
OG0001976	bc2002_g18326.t1	acastellanii_g12131.t1, acastellanii_g12131.t2
OG0001977	bc2002_g4208.t1	acastellanii_g12146.t1, acastellanii_g10082.t1
OG0001978	bc2002_g15603.t1	acastellanii_g12150.t1
OG0001979	bc2002_g16390.t1	acastellanii_g6669.t1, acastellanii_g12169.t1
OG0001980	bc2002_g1032.t1	acastellanii_g4752.t1, acastellanii_g12200.t1
OG0001981	bc2002_g13030.t1	acastellanii_g6145.t1, acastellanii_g6147.t1, acastellanii_g6155.t1, acastellanii_g12216.t1, acastellanii_g6148.t1
OG0001982	bc2002_g6907.t1	acastellanii_g12261.t1, acastellanii_g12261.t2
OG0001983	bc2002_g3471.t1, bc2002_g3471.t2	acastellanii_g12298.t1, acastellanii_g9605.t1
OG0001984	bc2002_g15552.t1	acastellanii_g11787.t1, acastellanii_g4263.t1
OG0001987	bc2002_g8735.t1	acastellanii_g11640.t1, acastellanii_g11640.t2, acastellanii_g11640.t3
OG0001988	bc2002_g12440.t1, bc2002_g12446.t1	acastellanii_g11641.t1
OG0001989	bc2002_g3942.t2, bc2002_g3942.t1	acastellanii_g11642.t1
OG0001990	bc2002_g14372.t1	acastellanii_g11653.t1
OG0001991	bc2002_g11375.t1	acastellanii_g11668.t1
OG0001994	bc2002_g15791.t1	acastellanii_g10008.t1, acastellanii_g11701.t1, acastellanii_g3226.t1
OG0001995	bc2002_g12679.t1, bc2002_g12679.t2	acastellanii_g11710.t1
OG0001996	bc2002_g9541.t1	acastellanii_g11595.t1
OG0001997	bc2002_g18325.t2, bc2002_g18325.t1	acastellanii_g11627.t1
OG0001998	bc2002_g10566.t1, bc2002_g10625.t1	acastellanii_g11515.t1
OG0001999	bc2002_g11454.t1	acastellanii_g11545.t1
OG0002001	bc2002_g18873.t1	acastellanii_g11568.t1
OG0002002	bc2002_g14633.t1	acastellanii_g11395.t1, acastellanii_g3005.t1, acastellanii_g4772.t1
OG0002003	bc2002_g16734.t1	acastellanii_g4778.t1, acastellanii_g4770.t1, acastellanii_g11397.t1
OG0002004	bc2002_g18934.t1	acastellanii_g11432.t1, acastellanii_g3016.t1
OG0002005	bc2002_g16748.t1	acastellanii_g11441.t1, acastellanii_g2247.t1
OG0002006	bc2002_g9806.t1	acastellanii_g11473.t2, acastellanii_g11473.t1
OG0002007	bc2002_g17615.t1, bc2002_g17596.t1	acastellanii_g11378.t1
OG0002008	bc2002_g10793.t1	acastellanii_g11323.t1, acastellanii_g11323.t2
OG0002009	bc2002_g16431.t1	acastellanii_g11279.t1
OG0002010	bc2002_g4224.t1	acastellanii_g11299.t2, acastellanii_g11299.t1
OG0002011	bc2002_g3652.t1	acastellanii_g1.t1, acastellanii_g11301.t1
OG0002013	bc2002_g7402.t1	acastellanii_g11256.t3, acastellanii_g11256.t1, acastellanii_g11256.t2
OG0002014	bc2002_g2522.t1	acastellanii_g11173.t1, acastellanii_g11173.t2
OG0002015	bc2002_g3305.t2, bc2002_g3305.t1	acastellanii_g11187.t1
OG0002017	bc2002_g2367.t2, bc2002_g2367.t1	acastellanii_g11219.t1, acastellanii_g11219.t2
OG0002018	bc2002_g15950.t1	acastellanii_g11223.t1, acastellanii_g2371.t1
OG0002019	bc2002_g13367.t1, bc2002_g13367.t2	acastellanii_g11228.t1
OG0002020	bc2002_g3231.t1, bc2002_g3231.t2	acastellanii_g11229.t1
OG0002021	bc2002_g3221.t1	acastellanii_g11235.t1, acastellanii_g11235.t2
OG0002022	bc2002_g17300.t1	acastellanii_g11236.t1
OG0002023	bc2002_g17457.t2, bc2002_g17457.t1	acastellanii_g11243.t1, acastellanii_g8963.t1
OG0002024	bc2002_g17442.t1	acastellanii_g11160.t1
OG0002025	bc2002_g6409.t1, bc2002_g9432.t1	acastellanii_g10930.t1, acastellanii_g431.t1
OG0002026	bc2002_g2845.t2, bc2002_g2845.t1	acastellanii_g10949.t1
OG0002027	bc2002_g10762.t1, bc2002_g10762.t2	acastellanii_g10952.t1
OG0002029	bc2002_g1915.t1	acastellanii_g11029.t1, acastellanii_g11027.t1
OG0002030	bc2002_g15809.t1	acastellanii_g11050.t1
OG0002031	bc2002_g1803.t1, bc2002_g16831.t1	acastellanii_g11100.t1
OG0002032	bc2002_g2368.t1	acastellanii_g10914.t1
OG0002033	bc2002_g5290.t1	acastellanii_g10920.t1, acastellanii_g10920.t2
OG0002034	bc2002_g17929.t1	acastellanii_g7061.t2, acastellanii_g10859.t1, acastellanii_g7061.t1
OG0002035	bc2002_g8433.t1	acastellanii_g10852.t1
OG0002036	bc2002_g17833.t1	acastellanii_g10854.t1
OG0002037	bc2002_g4235.t1	acastellanii_g10720.t1, acastellanii_g4291.t1, acastellanii_g8671.t1
OG0002039	bc2002_g18382.t1	acastellanii_g10749.t2, acastellanii_g10749.t1
OG0002040	bc2002_g8255.t1	acastellanii_g10751.t1
OG0002041	bc2002_g6703.t1, bc2002_g9863.t1	acastellanii_g10759.t1
OG0002042	bc2002_g9514.t2, bc2002_g9514.t1	acastellanii_g10802.t1
OG0002043	bc2002_g4486.t1	acastellanii_g7387.t1, acastellanii_g10847.t2, acastellanii_g10847.t1
OG0002044	bc2002_g11429.t2, bc2002_g11429.t1	acastellanii_g10604.t1
OG0002045	bc2002_g13017.t2, bc2002_g13017.t1	acastellanii_g10633.t1, acastellanii_g10633.t2
OG0002048	bc2002_g16325.t1	acastellanii_g7221.t1, acastellanii_g10662.t1
OG0002049	bc2002_g8997.t1	acastellanii_g2238.t1, acastellanii_g10590.t1
OG0002050	bc2002_g18754.t1	acastellanii_g10593.t1
OG0002051	bc2002_g16346.t1	acastellanii_g10574.t1, acastellanii_g547.t1
OG0002052	bc2002_g15994.t1	acastellanii_g10568.t1
OG0002055	bc2002_g3643.t1	acastellanii_g10458.t1
OG0002056	bc2002_g6688.t1	acastellanii_g10464.t1
OG0002057	bc2002_g17932.t1	acastellanii_g2784.t1, acastellanii_g10469.t1
OG0002058	bc2002_g16117.t1, bc2002_g16117.t2	acastellanii_g10471.t1, acastellanii_g10471.t3
OG0002059	bc2002_g80.t1	acastellanii_g8339.t2, acastellanii_g8339.t1, acastellanii_g10485.t1
OG0002060	bc2002_g13080.t1	acastellanii_g10530.t1, acastellanii_g9117.t1, acastellanii_g9116.t1, acastellanii_g9116.t2
OG0002061	bc2002_g14391.t1	acastellanii_g10561.t1, acastellanii_g10561.t2, acastellanii_g5973.t2, acastellanii_g5973.t1
OG0002062	bc2002_g10717.t1	acastellanii_g10263.t1, acastellanii_g1687.t2, acastellanii_g1687.t1
OG0002063	bc2002_g12510.t1	acastellanii_g1692.t1, acastellanii_g10268.t1
OG0002064	bc2002_g8032.t1	acastellanii_g10275.t1
OG0002066	bc2002_g1270.t1	acastellanii_g10326.t1, acastellanii_g10326.t3
OG0002067	bc2002_g3924.t1	acastellanii_g10326.t2
OG0002068	bc2002_g2969.t1	acastellanii_g10356.t2, acastellanii_g10356.t1, acastellanii_g10356.t3
OG0002069	bc2002_g362.t2, bc2002_g362.t1	acastellanii_g10403.t1, acastellanii_g10403.t2
OG0002070	bc2002_g2966.t1	acastellanii_g10023.t1
OG0002071	bc2002_g9855.t1	acastellanii_g10045.t1
OG0002072	bc2002_g18130.t1, bc2002_g18130.t2	acastellanii_g10072.t1
OG0002073	bc2002_g3497.t1, bc2002_g3497.t2	acastellanii_g10086.t1
OG0002074	bc2002_g10225.t1, bc2002_g14379.t1	acastellanii_g10093.t1
OG0002075	bc2002_g4362.t1	acastellanii_g10114.t1
OG0002076	bc2002_g2892.t1	acastellanii_g10121.t1
OG0002077	bc2002_g12261.t1	acastellanii_g10129.t1, acastellanii_g6556.t1, acastellanii_g936.t1
OG0002078	bc2002_g16321.t1, bc2002_g16322.t2, bc2002_g16322.t1	acastellanii_g10136.t1
OG0002079	bc2002_g13896.t1	acastellanii_g10187.t1
OG0002080	bc2002_g12164.t1	acastellanii_g10233.t1
OG0002082	bc2002_g1962.t1	acastellanii_g10243.t1, acastellanii_g10243.t2
OG0002084	bc2002_g18940.t1	acastellanii_g8949.t1, acastellanii_g9854.t1, acastellanii_g10245.t1
OG0002085	bc2002_g6732.t1	acastellanii_g9629.t1
OG0002086	bc2002_g13385.t1	acastellanii_g9636.t1
OG0002087	bc2002_g8026.t1	acastellanii_g9643.t2, acastellanii_g9643.t1
OG0002088	bc2002_g16496.t1, bc2002_g1614.t1	acastellanii_g9692.t1, acastellanii_g892.t1
OG0002089	bc2002_g17865.t1	acastellanii_g9707.t1
OG0002090	bc2002_g9402.t1	acastellanii_g9751.t1
OG0002091	bc2002_g9775.t1	acastellanii_g9766.t1, acastellanii_g2343.t1, acastellanii_g2742.t1
OG0002092	bc2002_g2608.t1	acastellanii_g9772.t1
OG0002093	bc2002_g11231.t1, bc2002_g11231.t3	acastellanii_g9864.t1
OG0002094	bc2002_g16196.t1	acastellanii_g9876.t1, acastellanii_g9876.t2, acastellanii_g9876.t3
OG0002095	bc2002_g17159.t1, bc2002_g15795.t1	acastellanii_g9886.t1
OG0002096	bc2002_g16041.t1	acastellanii_g6708.t1, acastellanii_g9888.t1
OG0002097	bc2002_g2415.t1	acastellanii_g9917.t1
OG0002098	bc2002_g14027.t1	acastellanii_g7125.t1, acastellanii_g9929.t1, acastellanii_g9932.t1
OG0002099	bc2002_g11916.t1	acastellanii_g2317.t1, acastellanii_g9318.t1, acastellanii_g8184.t1
OG0002100	bc2002_g19382.t1	acastellanii_g9320.t2, acastellanii_g9320.t1
OG0002101	bc2002_g4158.t1	acastellanii_g9397.t1
OG0002102	bc2002_g13260.t1, bc2002_g13260.t2	acastellanii_g9424.t1
OG0002103	bc2002_g4163.t3, bc2002_g4163.t1	acastellanii_g9428.t1
OG0002105	bc2002_g6323.t1	acastellanii_g9475.t1
OG0002107	bc2002_g11823.t1	acastellanii_g9285.t1, acastellanii_g7750.t1
OG0002108	bc2002_g8746.t1	acastellanii_g9294.t1
OG0002109	bc2002_g18901.t1	acastellanii_g9218.t3
OG0002110	bc2002_g10694.t1, bc2002_g10694.t2	acastellanii_g9219.t1
OG0002112	bc2002_g3886.t1	acastellanii_g9229.t2, acastellanii_g9229.t1
OG0002113	bc2002_g2176.t1	acastellanii_g9230.t1
OG0002114	bc2002_g10682.t1	acastellanii_g9231.t1
OG0002116	bc2002_g17529.t1	acastellanii_g9124.t1
OG0002119	bc2002_g18682.t1	acastellanii_g3091.t1, acastellanii_g9167.t1
OG0002120	bc2002_g8257.t1	acastellanii_g8740.t1
OG0002121	bc2002_g6445.t1	acastellanii_g8801.t1, acastellanii_g8790.t1
OG0002122	bc2002_g17509.t1	acastellanii_g8813.t1
OG0002123	bc2002_g16839.t1	acastellanii_g8827.t1
OG0002124	bc2002_g2901.t1, bc2002_g2888.t1	acastellanii_g8829.t1
OG0002125	bc2002_g8861.t1	acastellanii_g8847.t2, acastellanii_g8847.t1, acastellanii_g7952.t1
OG0002126	bc2002_g16024.t1	acastellanii_g8878.t1, acastellanii_g8878.t2
OG0002127	bc2002_g16473.t1	acastellanii_g8896.t2, acastellanii_g8896.t1
OG0002128	bc2002_g20031.t2, bc2002_g20031.t1	acastellanii_g8974.t1
OG0002129	bc2002_g1240.t1	acastellanii_g8980.t1
OG0002130	bc2002_g8843.t1	acastellanii_g8990.t1
OG0002131	bc2002_g14028.t1	acastellanii_g9001.t1, acastellanii_g5320.t1
OG0002132	bc2002_g16889.t2, bc2002_g16889.t1	acastellanii_g9024.t2, acastellanii_g9024.t1
OG0002133	bc2002_g17468.t1	acastellanii_g9028.t2, acastellanii_g9028.t1
OG0002134	bc2002_g1815.t1	acastellanii_g9063.t1
